Logging initialized in: training_runs/mnist_mlp_sweep/alpha_1.2_g_3.0/GeneralMLP_LR0.001_BS1024_20260427_193653_s4
Overwriting weights with Heavy-Tailed Distribution (α=1.2, g=3.0)
Applying HT Init: alpha=1.2, g=3.0, seed=4
Epoch 0 | Train Acc: 0.0963 | Test Acc: 0.0948
Epoch 1 | Train Acc: 0.2838 | Test Acc: 0.3339
Epoch 2 | Train Acc: 0.3489 | Test Acc: 0.3714
Epoch 3 | Train Acc: 0.3903 | Test Acc: 0.4371
Epoch 4 | Train Acc: 0.4416 | Test Acc: 0.4579
Epoch 5 | Train Acc: 0.4662 | Test Acc: 0.4876
Epoch 6 | Train Acc: 0.5170 | Test Acc: 0.5201
Epoch 7 | Train Acc: 0.5267 | Test Acc: 0.5286
Epoch 8 | Train Acc: 0.5310 | Test Acc: 0.5351
Epoch 9 | Train Acc: 0.5361 | Test Acc: 0.5469
Epoch 10 | Train Acc: 0.5503 | Test Acc: 0.5616
Epoch 11 | Train Acc: 0.5654 | Test Acc: 0.5766
Epoch 12 | Train Acc: 0.5737 | Test Acc: 0.5739
Epoch 13 | Train Acc: 0.6134 | Test Acc: 0.6552
Epoch 14 | Train Acc: 0.6554 | Test Acc: 0.6630
Epoch 15 | Train Acc: 0.6598 | Test Acc: 0.6637
Epoch 16 | Train Acc: 0.6646 | Test Acc: 0.6715
Epoch 17 | Train Acc: 0.6729 | Test Acc: 0.6814
Epoch 18 | Train Acc: 0.6785 | Test Acc: 0.6824
Epoch 19 | Train Acc: 0.6830 | Test Acc: 0.6825
Epoch 20 | Train Acc: 0.6862 | Test Acc: 0.6903
Epoch 21 | Train Acc: 0.6908 | Test Acc: 0.6910
Epoch 22 | Train Acc: 0.6944 | Test Acc: 0.6959
Epoch 23 | Train Acc: 0.6969 | Test Acc: 0.6931
Epoch 24 | Train Acc: 0.6999 | Test Acc: 0.7008
Epoch 25 | Train Acc: 0.7052 | Test Acc: 0.7063
Epoch 26 | Train Acc: 0.7078 | Test Acc: 0.7075
Epoch 27 | Train Acc: 0.7108 | Test Acc: 0.7511
Epoch 28 | Train Acc: 0.7974 | Test Acc: 0.7967
Epoch 29 | Train Acc: 0.8049 | Test Acc: 0.8009
Epoch 30 | Train Acc: 0.8049 | Test Acc: 0.8024
Epoch 31 | Train Acc: 0.8088 | Test Acc: 0.7928
Epoch 32 | Train Acc: 0.8121 | Test Acc: 0.8050
Epoch 33 | Train Acc: 0.8135 | Test Acc: 0.8080
Epoch 34 | Train Acc: 0.8170 | Test Acc: 0.8083
Epoch 35 | Train Acc: 0.8175 | Test Acc: 0.8134
Epoch 36 | Train Acc: 0.8185 | Test Acc: 0.8110
Epoch 37 | Train Acc: 0.8227 | Test Acc: 0.8133
Epoch 38 | Train Acc: 0.8243 | Test Acc: 0.8169
Epoch 39 | Train Acc: 0.8267 | Test Acc: 0.8195
Epoch 40 | Train Acc: 0.8293 | Test Acc: 0.8210
Epoch 41 | Train Acc: 0.8310 | Test Acc: 0.8192
Epoch 42 | Train Acc: 0.8307 | Test Acc: 0.8215
