epoch,train_loss,train_acc,test_loss,test_acc,fs_1shot_mean
1,6.886588655560222,0.0028008298755186722,6.909609692767986,0.0017450682852807283,0.4691999897360802
10,3.6976335143411396,0.3678941908713693,8.588053508869653,0.0017450682852807283,0.7099999830126762
20,2.4634101438206555,0.5354771784232365,10.314362766673264,0.0021244309559939304,0.7063999828696251
30,1.888983197559584,0.6344917012448132,11.232166919893432,0.0022003034901365705,0.709599980711937
40,1.4797963188184018,0.7223029045643153,11.902036926121388,0.002731411229135053,0.7283999806642533
50,1.1511624463346621,0.799792531120332,12.398822997380229,0.002276176024279211,0.7335999777913094
60,0.8940433165095499,0.8632261410788382,12.86123508157082,0.0022003034901365705,0.7071999789774418
70,0.6885489999063757,0.9113070539419087,13.130387278436457,0.0021244309559939304,0.7195999813079834
80,0.5355802050094731,0.9435165975103734,13.489359670472377,0.0022003034901365705,0.712399979531765
90,0.41874475175181763,0.9662863070539419,13.732124587864552,0.0025796661608497723,0.7275999808311462
100,0.33214958140392176,0.979149377593361,14.009075099982104,0.002352048558421851,0.723999981880188
110,0.2689398806418804,0.9859439834024897,14.284488205770844,0.0025796661608497723,0.7135999801754952
120,0.22307268633747732,0.9898340248962656,14.429150285072698,0.0021244309559939304,0.7543999809026718
130,0.18809895631888054,0.9918568464730291,14.606010927737337,0.002276176024279211,0.7395999786257744
140,0.1618099683365285,0.9938278008298755,14.770882699096088,0.002503793626707132,0.7499999791383744
150,0.14084149675061372,0.9949170124481328,14.919959873829074,0.0021244309559939304,0.7223999801278115
