epoch,train_loss,train_acc,test_loss,test_acc
10,2.0973556788396315,0.17906,2.069629049148803,0.1872
20,1.9253888794495673,0.24856,1.9532924395399733,0.2408
30,1.785035891404765,0.30316,1.9116888750856296,0.274
40,1.6268932590557839,0.37378,1.9000505197543305,0.3046
50,1.4157715943556752,0.46056,1.9452807370085305,0.3563
60,1.1687083402201677,0.56708,2.0652448289310588,0.4118
70,0.9670343693829621,0.64666,2.302229599449962,0.4336
80,0.7716599380024259,0.72106,2.5998306733350782,0.4489
90,0.645716958839544,0.76734,3.035162305679565,0.4392
100,0.5458077640294724,0.80208,3.6175701058329865,0.4649
110,0.46263082653179205,0.83484,4.068589985180206,0.453
120,0.38414078354072817,0.86426,4.572909855614074,0.4622
130,0.3432301993011685,0.8798,5.018319925180259,0.4585
140,0.3736902533637709,0.87602,5.135658000223934,0.4717
150,0.3218916919122921,0.89244,5.702079332674654,0.4558
