step,task_0_acc,task_1_acc,task_2_acc,task_3_acc,task_4_acc,task_5_acc,task_6_acc,task_7_acc,task_8_acc,task_9_acc,task_10_acc,task_11_acc,task_12_acc,task_13_acc,task_14_acc,task_15_acc,task_16_acc,task_17_acc,task_18_acc,task_19_acc,total_basis_rank,basis_rank_features.0.weight,basis_rank_features.2.weight,basis_rank_features.4.weight,basis_rank_features.6.weight,basis_rank_features.8.weight,basis_rank_features.10.weight,basis_rank_features.12.weight,basis_rank_features.14.weight,basis_rank_features.16.weight,basis_rank_classifier.weight
0,0.1810000091791153,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
100,0.09400000423192978,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
200,0.08500000089406967,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
300,0.08900000154972076,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
400,0.08700000494718552,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
500,0.08500000089406967,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
600,0.10700000822544098,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
700,0.08900000154972076,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
800,0.08500000089406967,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
900,0.10700000822544098,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
1000,0.11000000685453415,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
1100,0.09400000423192978,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
1200,0.08500000089406967,0.08500000089406967,,,,,,,,,,,,,,,,,,,133.0,92.0,32.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1300,0.08500000089406967,0.08500000089406967,,,,,,,,,,,,,,,,,,,133.0,92.0,32.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1400,0.08500000089406967,0.08500000089406967,,,,,,,,,,,,,,,,,,,133.0,92.0,32.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
