Logging initialized in: training_runs/mnist_mlp_sweep/alpha_2.0_g_3.0/GeneralMLP_LR0.001_BS1024_20260427_192035_s3
Overwriting weights with Heavy-Tailed Distribution (α=2.0, g=3.0)
Applying HT Init: alpha=2.0, g=3.0, seed=3
Epoch 0 | Train Acc: 0.0983 | Test Acc: 0.1000
Epoch 1 | Train Acc: 0.2231 | Test Acc: 0.3428
Epoch 2 | Train Acc: 0.4436 | Test Acc: 0.4410
Epoch 3 | Train Acc: 0.5855 | Test Acc: 0.4873
Epoch 4 | Train Acc: 0.6890 | Test Acc: 0.5130
Epoch 5 | Train Acc: 0.7714 | Test Acc: 0.5276
Epoch 6 | Train Acc: 0.8341 | Test Acc: 0.5367
Epoch 7 | Train Acc: 0.8827 | Test Acc: 0.5427
Epoch 8 | Train Acc: 0.9189 | Test Acc: 0.5448
Epoch 9 | Train Acc: 0.9450 | Test Acc: 0.5515
Epoch 10 | Train Acc: 0.9627 | Test Acc: 0.5542
Epoch 11 | Train Acc: 0.9747 | Test Acc: 0.5551
Epoch 12 | Train Acc: 0.9830 | Test Acc: 0.5578
Epoch 13 | Train Acc: 0.9880 | Test Acc: 0.5596
Epoch 14 | Train Acc: 0.9915 | Test Acc: 0.5604
Epoch 15 | Train Acc: 0.9939 | Test Acc: 0.5623
Epoch 16 | Train Acc: 0.9956 | Test Acc: 0.5645
Epoch 17 | Train Acc: 0.9969 | Test Acc: 0.5660
Epoch 18 | Train Acc: 0.9977 | Test Acc: 0.5657
Epoch 19 | Train Acc: 0.9984 | Test Acc: 0.5680
Epoch 20 | Train Acc: 0.9988 | Test Acc: 0.5689
Epoch 21 | Train Acc: 0.9990 | Test Acc: 0.5691
Epoch 22 | Train Acc: 0.9992 | Test Acc: 0.5694
Epoch 23 | Train Acc: 0.9994 | Test Acc: 0.5715
Epoch 24 | Train Acc: 0.9995 | Test Acc: 0.5717
Epoch 25 | Train Acc: 0.9997 | Test Acc: 0.5720
Epoch 26 | Train Acc: 0.9997 | Test Acc: 0.5727
Epoch 27 | Train Acc: 0.9998 | Test Acc: 0.5735
Epoch 28 | Train Acc: 0.9999 | Test Acc: 0.5740
Epoch 29 | Train Acc: 0.9999 | Test Acc: 0.5746
Epoch 30 | Train Acc: 0.9999 | Test Acc: 0.5743
Epoch 31 | Train Acc: 0.9999 | Test Acc: 0.5761
Epoch 32 | Train Acc: 1.0000 | Test Acc: 0.5759
Epoch 33 | Train Acc: 1.0000 | Test Acc: 0.5759
Epoch 34 | Train Acc: 1.0000 | Test Acc: 0.5766
Epoch 35 | Train Acc: 1.0000 | Test Acc: 0.5769
Epoch 36 | Train Acc: 1.0000 | Test Acc: 0.5776
Epoch 37 | Train Acc: 1.0000 | Test Acc: 0.5778
Epoch 38 | Train Acc: 1.0000 | Test Acc: 0.5787
Epoch 39 | Train Acc: 1.0000 | Test Acc: 0.5787
Epoch 40 | Train Acc: 1.0000 | Test Acc: 0.5792
Epoch 41 | Train Acc: 1.0000 | Test Acc: 0.5795
Epoch 42 | Train Acc: 1.0000 | Test Acc: 0.5798
Epoch 43 | Train Acc: 1.0000 | Test Acc: 0.5803
Epoch 44 | Train Acc: 1.0000 | Test Acc: 0.5808
Epoch 45 | Train Acc: 1.0000 | Test Acc: 0.5808
Epoch 46 | Train Acc: 1.0000 | Test Acc: 0.5805
Epoch 47 | Train Acc: 1.0000 | Test Acc: 0.5813
Epoch 48 | Train Acc: 1.0000 | Test Acc: 0.5816
Epoch 49 | Train Acc: 1.0000 | Test Acc: 0.5817
Epoch 50 | Train Acc: 1.0000 | Test Acc: 0.5818
Epoch 51 | Train Acc: 1.0000 | Test Acc: 0.5818
Epoch 52 | Train Acc: 1.0000 | Test Acc: 0.5822
Epoch 53 | Train Acc: 1.0000 | Test Acc: 0.5825
Epoch 54 | Train Acc: 1.0000 | Test Acc: 0.5828
Epoch 55 | Train Acc: 1.0000 | Test Acc: 0.5824
Epoch 56 | Train Acc: 1.0000 | Test Acc: 0.5830
Epoch 57 | Train Acc: 1.0000 | Test Acc: 0.5831
Epoch 58 | Train Acc: 1.0000 | Test Acc: 0.5831
Epoch 59 | Train Acc: 1.0000 | Test Acc: 0.5837
Epoch 60 | Train Acc: 1.0000 | Test Acc: 0.5837
Epoch 61 | Train Acc: 1.0000 | Test Acc: 0.5842
Epoch 62 | Train Acc: 1.0000 | Test Acc: 0.5844
Epoch 63 | Train Acc: 1.0000 | Test Acc: 0.5845
Epoch 64 | Train Acc: 1.0000 | Test Acc: 0.5843
Epoch 65 | Train Acc: 1.0000 | Test Acc: 0.5847
Epoch 66 | Train Acc: 1.0000 | Test Acc: 0.5846
Epoch 67 | Train Acc: 1.0000 | Test Acc: 0.5850
Epoch 68 | Train Acc: 1.0000 | Test Acc: 0.5849
Epoch 69 | Train Acc: 1.0000 | Test Acc: 0.5851
Epoch 70 | Train Acc: 1.0000 | Test Acc: 0.5853
Epoch 71 | Train Acc: 1.0000 | Test Acc: 0.5854
Epoch 72 | Train Acc: 1.0000 | Test Acc: 0.5856
Epoch 73 | Train Acc: 1.0000 | Test Acc: 0.5856
Epoch 74 | Train Acc: 1.0000 | Test Acc: 0.5858
Epoch 75 | Train Acc: 1.0000 | Test Acc: 0.5860
Epoch 76 | Train Acc: 1.0000 | Test Acc: 0.5863
Epoch 77 | Train Acc: 1.0000 | Test Acc: 0.5866
Epoch 78 | Train Acc: 1.0000 | Test Acc: 0.5864
Epoch 79 | Train Acc: 1.0000 | Test Acc: 0.5865
Epoch 80 | Train Acc: 1.0000 | Test Acc: 0.5870
Epoch 81 | Train Acc: 1.0000 | Test Acc: 0.5873
Epoch 82 | Train Acc: 1.0000 | Test Acc: 0.5875
Epoch 83 | Train Acc: 1.0000 | Test Acc: 0.5879
Epoch 84 | Train Acc: 1.0000 | Test Acc: 0.5879
Epoch 85 | Train Acc: 1.0000 | Test Acc: 0.5884
Epoch 86 | Train Acc: 1.0000 | Test Acc: 0.5886
Epoch 87 | Train Acc: 1.0000 | Test Acc: 0.5886
Epoch 88 | Train Acc: 1.0000 | Test Acc: 0.5885
Epoch 89 | Train Acc: 1.0000 | Test Acc: 0.5888
Epoch 90 | Train Acc: 1.0000 | Test Acc: 0.5892
Epoch 91 | Train Acc: 1.0000 | Test Acc: 0.5894
Epoch 92 | Train Acc: 1.0000 | Test Acc: 0.5897
Epoch 93 | Train Acc: 1.0000 | Test Acc: 0.5896
Epoch 94 | Train Acc: 1.0000 | Test Acc: 0.5898
Epoch 95 | Train Acc: 1.0000 | Test Acc: 0.5903
Epoch 96 | Train Acc: 1.0000 | Test Acc: 0.5905
Epoch 97 | Train Acc: 1.0000 | Test Acc: 0.5906
Epoch 98 | Train Acc: 1.0000 | Test Acc: 0.5907
Epoch 99 | Train Acc: 1.0000 | Test Acc: 0.5908
Epoch 100 | Train Acc: 1.0000 | Test Acc: 0.5910
Epoch 101 | Train Acc: 1.0000 | Test Acc: 0.5908
Epoch 102 | Train Acc: 1.0000 | Test Acc: 0.5915
