Logging initialized in: runs_symlink/mnist_mlp_sweep/alpha_1.5_g_0.25/GeneralMLP_LR0.001_BS1024_20260501_144226_s1
Overwriting weights with Heavy-Tailed Distribution (α=1.5, g=0.25)
Applying HT Init: alpha=1.5, g=0.25, seed=1
Epoch 0 | Train Acc: 0.0998 | Test Acc: 0.1041
Epoch 1 | Train Acc: 0.1035 | Test Acc: 0.1083
Epoch 2 | Train Acc: 0.1075 | Test Acc: 0.1154
Epoch 3 | Train Acc: 0.1231 | Test Acc: 0.1332
Epoch 4 | Train Acc: 0.1436 | Test Acc: 0.1530
Epoch 5 | Train Acc: 0.1558 | Test Acc: 0.1566
Epoch 6 | Train Acc: 0.1462 | Test Acc: 0.1622
Epoch 7 | Train Acc: 0.1663 | Test Acc: 0.1716
Epoch 8 | Train Acc: 0.1718 | Test Acc: 0.1767
Epoch 9 | Train Acc: 0.1739 | Test Acc: 0.1794
Epoch 10 | Train Acc: 0.1761 | Test Acc: 0.1805
Epoch 11 | Train Acc: 0.1776 | Test Acc: 0.1816
Epoch 12 | Train Acc: 0.1787 | Test Acc: 0.1823
Epoch 13 | Train Acc: 0.1795 | Test Acc: 0.1839
Epoch 14 | Train Acc: 0.1808 | Test Acc: 0.1848
Epoch 15 | Train Acc: 0.1813 | Test Acc: 0.1857
Epoch 16 | Train Acc: 0.1824 | Test Acc: 0.1863
Epoch 17 | Train Acc: 0.1831 | Test Acc: 0.1876
Epoch 18 | Train Acc: 0.1839 | Test Acc: 0.1871
Epoch 19 | Train Acc: 0.1846 | Test Acc: 0.1873
Epoch 20 | Train Acc: 0.1846 | Test Acc: 0.1878
Epoch 21 | Train Acc: 0.1850 | Test Acc: 0.1897
Epoch 22 | Train Acc: 0.1860 | Test Acc: 0.1893
Epoch 23 | Train Acc: 0.1860 | Test Acc: 0.1891
Epoch 24 | Train Acc: 0.1869 | Test Acc: 0.1905
Epoch 25 | Train Acc: 0.1865 | Test Acc: 0.1912
Epoch 26 | Train Acc: 0.1871 | Test Acc: 0.1915
Epoch 27 | Train Acc: 0.1871 | Test Acc: 0.1897
Epoch 28 | Train Acc: 0.1873 | Test Acc: 0.1874
Epoch 29 | Train Acc: 0.1875 | Test Acc: 0.1911
Epoch 30 | Train Acc: 0.1880 | Test Acc: 0.1923
Epoch 31 | Train Acc: 0.1881 | Test Acc: 0.1914
Epoch 32 | Train Acc: 0.1886 | Test Acc: 0.1921
Epoch 33 | Train Acc: 0.1890 | Test Acc: 0.1926
Epoch 34 | Train Acc: 0.1897 | Test Acc: 0.1925
Epoch 35 | Train Acc: 0.1900 | Test Acc: 0.1927
Epoch 36 | Train Acc: 0.1903 | Test Acc: 0.1917
Epoch 37 | Train Acc: 0.1906 | Test Acc: 0.1938
Epoch 38 | Train Acc: 0.1913 | Test Acc: 0.1934
Epoch 39 | Train Acc: 0.1918 | Test Acc: 0.1922
Epoch 40 | Train Acc: 0.1920 | Test Acc: 0.1942
Epoch 41 | Train Acc: 0.1926 | Test Acc: 0.1943
Epoch 42 | Train Acc: 0.1933 | Test Acc: 0.1952
Epoch 43 | Train Acc: 0.1938 | Test Acc: 0.1963
Epoch 44 | Train Acc: 0.1944 | Test Acc: 0.1973
Epoch 45 | Train Acc: 0.1955 | Test Acc: 0.1964
Epoch 46 | Train Acc: 0.1962 | Test Acc: 0.1998
Epoch 47 | Train Acc: 0.1974 | Test Acc: 0.2017
Epoch 48 | Train Acc: 0.1987 | Test Acc: 0.2007
Epoch 49 | Train Acc: 0.1999 | Test Acc: 0.2015
Epoch 50 | Train Acc: 0.2011 | Test Acc: 0.2043
Epoch 51 | Train Acc: 0.2035 | Test Acc: 0.2091
Epoch 52 | Train Acc: 0.2049 | Test Acc: 0.2092
Epoch 53 | Train Acc: 0.2081 | Test Acc: 0.2054
Epoch 54 | Train Acc: 0.2104 | Test Acc: 0.2182
Epoch 55 | Train Acc: 0.2148 | Test Acc: 0.2189
Epoch 56 | Train Acc: 0.2172 | Test Acc: 0.2237
Epoch 57 | Train Acc: 0.2309 | Test Acc: 0.2422
Epoch 58 | Train Acc: 0.2611 | Test Acc: 0.2681
Epoch 59 | Train Acc: 0.2834 | Test Acc: 0.2885
Epoch 60 | Train Acc: 0.2938 | Test Acc: 0.2918
Epoch 61 | Train Acc: 0.2970 | Test Acc: 0.2949
Epoch 62 | Train Acc: 0.2981 | Test Acc: 0.2996
Epoch 63 | Train Acc: 0.2991 | Test Acc: 0.2947
Epoch 64 | Train Acc: 0.2974 | Test Acc: 0.3000
Epoch 65 | Train Acc: 0.2981 | Test Acc: 0.2953
Epoch 66 | Train Acc: 0.2972 | Test Acc: 0.2966
Epoch 67 | Train Acc: 0.2964 | Test Acc: 0.2957
Epoch 68 | Train Acc: 0.2947 | Test Acc: 0.2937
Epoch 69 | Train Acc: 0.2945 | Test Acc: 0.2924
Epoch 70 | Train Acc: 0.2933 | Test Acc: 0.2912
Epoch 71 | Train Acc: 0.2933 | Test Acc: 0.2907
Epoch 72 | Train Acc: 0.2925 | Test Acc: 0.2883
Epoch 73 | Train Acc: 0.2922 | Test Acc: 0.2894
Epoch 74 | Train Acc: 0.2907 | Test Acc: 0.2868
Epoch 75 | Train Acc: 0.2910 | Test Acc: 0.2880
Epoch 76 | Train Acc: 0.2902 | Test Acc: 0.2866
Epoch 77 | Train Acc: 0.2891 | Test Acc: 0.2863
Epoch 78 | Train Acc: 0.2886 | Test Acc: 0.2870
Epoch 79 | Train Acc: 0.2885 | Test Acc: 0.2843
Epoch 80 | Train Acc: 0.2883 | Test Acc: 0.2870
Epoch 81 | Train Acc: 0.2887 | Test Acc: 0.2870
Epoch 82 | Train Acc: 0.2887 | Test Acc: 0.2869
Epoch 83 | Train Acc: 0.2887 | Test Acc: 0.2882
Epoch 84 | Train Acc: 0.2892 | Test Acc: 0.2874
Epoch 85 | Train Acc: 0.2894 | Test Acc: 0.2885
Epoch 86 | Train Acc: 0.2899 | Test Acc: 0.2881
Epoch 87 | Train Acc: 0.2902 | Test Acc: 0.2895
Epoch 88 | Train Acc: 0.2905 | Test Acc: 0.2889
Epoch 89 | Train Acc: 0.2905 | Test Acc: 0.2897
Epoch 90 | Train Acc: 0.2909 | Test Acc: 0.2889
