Logging initialized in: training_runs/mnist_mlp_sweep/alpha_1.2_g_0.25/GeneralMLP_LR0.001_BS1024_20260427_190243_s1
Overwriting weights with Heavy-Tailed Distribution (α=1.2, g=0.25)
Applying HT Init: alpha=1.2, g=0.25, seed=1
Epoch 0 | Train Acc: 0.1064 | Test Acc: 0.1050
Epoch 1 | Train Acc: 0.1496 | Test Acc: 0.1931
Epoch 2 | Train Acc: 0.1844 | Test Acc: 0.1953
Epoch 3 | Train Acc: 0.1833 | Test Acc: 0.1853
Epoch 4 | Train Acc: 0.2149 | Test Acc: 0.2404
Epoch 5 | Train Acc: 0.2473 | Test Acc: 0.2514
Epoch 6 | Train Acc: 0.2628 | Test Acc: 0.2645
Epoch 7 | Train Acc: 0.2716 | Test Acc: 0.2768
Epoch 8 | Train Acc: 0.2770 | Test Acc: 0.2813
Epoch 9 | Train Acc: 0.2812 | Test Acc: 0.2807
Epoch 10 | Train Acc: 0.2789 | Test Acc: 0.2808
Epoch 11 | Train Acc: 0.2780 | Test Acc: 0.2784
Epoch 12 | Train Acc: 0.2797 | Test Acc: 0.2795
Epoch 13 | Train Acc: 0.2809 | Test Acc: 0.2813
Epoch 14 | Train Acc: 0.2823 | Test Acc: 0.2820
Epoch 15 | Train Acc: 0.2843 | Test Acc: 0.2813
Epoch 16 | Train Acc: 0.2886 | Test Acc: 0.2933
Epoch 17 | Train Acc: 0.2947 | Test Acc: 0.2937
Epoch 18 | Train Acc: 0.3003 | Test Acc: 0.3051
Epoch 19 | Train Acc: 0.3098 | Test Acc: 0.3126
Epoch 20 | Train Acc: 0.3179 | Test Acc: 0.3282
Epoch 21 | Train Acc: 0.3321 | Test Acc: 0.3364
Epoch 22 | Train Acc: 0.3402 | Test Acc: 0.3475
Epoch 23 | Train Acc: 0.3466 | Test Acc: 0.3451
Epoch 24 | Train Acc: 0.3518 | Test Acc: 0.3567
Epoch 25 | Train Acc: 0.3543 | Test Acc: 0.3589
Epoch 26 | Train Acc: 0.3586 | Test Acc: 0.3557
Epoch 27 | Train Acc: 0.3604 | Test Acc: 0.3488
Epoch 28 | Train Acc: 0.3698 | Test Acc: 0.3670
Epoch 29 | Train Acc: 0.3818 | Test Acc: 0.3910
Epoch 30 | Train Acc: 0.3961 | Test Acc: 0.4037
Epoch 31 | Train Acc: 0.4121 | Test Acc: 0.4220
Epoch 32 | Train Acc: 0.4268 | Test Acc: 0.4400
Epoch 33 | Train Acc: 0.4445 | Test Acc: 0.4569
Epoch 34 | Train Acc: 0.4610 | Test Acc: 0.4677
Epoch 35 | Train Acc: 0.4693 | Test Acc: 0.4762
Epoch 36 | Train Acc: 0.4717 | Test Acc: 0.4723
Epoch 37 | Train Acc: 0.4734 | Test Acc: 0.4793
Epoch 38 | Train Acc: 0.4835 | Test Acc: 0.4999
Epoch 39 | Train Acc: 0.5074 | Test Acc: 0.5250
Epoch 40 | Train Acc: 0.5386 | Test Acc: 0.5685
