step,task_0_acc,task_1_acc,task_2_acc,task_3_acc,task_4_acc,task_5_acc,task_6_acc,task_7_acc,task_8_acc,task_9_acc,task_10_acc,task_11_acc,task_12_acc,task_13_acc,task_14_acc,task_15_acc,task_16_acc,task_17_acc,task_18_acc,task_19_acc,total_basis_rank,basis_rank_features.0.weight,basis_rank_features.2.weight,basis_rank_features.4.weight,basis_rank_features.6.weight,basis_rank_features.8.weight,basis_rank_features.10.weight,basis_rank_features.12.weight,basis_rank_features.14.weight,basis_rank_features.16.weight,basis_rank_classifier.weight
0,0.2939999997615814,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
100,0.8600000143051147,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
200,0.9040000438690186,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
300,0.9310000538825989,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
400,0.940000057220459,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
500,0.9420000314712524,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
600,0.9490000605583191,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
700,0.9490000605583191,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
800,0.9520000219345093,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
900,0.956000030040741,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
1000,0.9590000510215759,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
1100,0.9620000720024109,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
1200,0.9590000510215759,0.5300000309944153,,,,,,,,,,,,,,,,,,,771.0,134.0,108.0,83.0,73.0,65.0,67.0,62.0,62.0,60.0,57.0
1300,0.9580000638961792,0.800000011920929,,,,,,,,,,,,,,,,,,,771.0,134.0,108.0,83.0,73.0,65.0,67.0,62.0,62.0,60.0,57.0
1400,0.9580000638961792,0.8580000400543213,,,,,,,,,,,,,,,,,,,771.0,134.0,108.0,83.0,73.0,65.0,67.0,62.0,62.0,60.0,57.0
1500,0.9580000638961792,0.8820000290870667,,,,,,,,,,,,,,,,,,,771.0,134.0,108.0,83.0,73.0,65.0,67.0,62.0,62.0,60.0,57.0
1600,0.9590000510215759,0.8870000243186951,,,,,,,,,,,,,,,,,,,771.0,134.0,108.0,83.0,73.0,65.0,67.0,62.0,62.0,60.0,57.0
1700,0.9580000638961792,0.8990000486373901,,,,,,,,,,,,,,,,,,,771.0,134.0,108.0,83.0,73.0,65.0,67.0,62.0,62.0,60.0,57.0
1800,0.9570000171661377,0.9050000309944153,,,,,,,,,,,,,,,,,,,771.0,134.0,108.0,83.0,73.0,65.0,67.0,62.0,62.0,60.0,57.0
1900,0.9570000171661377,0.9120000600814819,,,,,,,,,,,,,,,,,,,771.0,134.0,108.0,83.0,73.0,65.0,67.0,62.0,62.0,60.0,57.0
2000,0.956000030040741,0.9190000295639038,,,,,,,,,,,,,,,,,,,771.0,134.0,108.0,83.0,73.0,65.0,67.0,62.0,62.0,60.0,57.0
2100,0.956000030040741,0.909000039100647,,,,,,,,,,,,,,,,,,,771.0,134.0,108.0,83.0,73.0,65.0,67.0,62.0,62.0,60.0,57.0
2200,0.9570000171661377,0.9190000295639038,,,,,,,,,,,,,,,,,,,771.0,134.0,108.0,83.0,73.0,65.0,67.0,62.0,62.0,60.0,57.0
2300,0.9570000171661377,0.9180000424385071,,,,,,,,,,,,,,,,,,,771.0,134.0,108.0,83.0,73.0,65.0,67.0,62.0,62.0,60.0,57.0
2400,0.9570000171661377,0.9180000424385071,0.6330000162124634,,,,,,,,,,,,,,,,,,1181.0,244.0,185.0,132.0,110.0,95.0,92.0,84.0,82.0,80.0,77.0
2500,0.9580000638961792,0.921000063419342,0.7790000438690186,,,,,,,,,,,,,,,,,,1181.0,244.0,185.0,132.0,110.0,95.0,92.0,84.0,82.0,80.0,77.0
2600,0.9580000638961792,0.9200000166893005,0.8360000252723694,,,,,,,,,,,,,,,,,,1181.0,244.0,185.0,132.0,110.0,95.0,92.0,84.0,82.0,80.0,77.0
2700,0.9580000638961792,0.9190000295639038,0.8510000109672546,,,,,,,,,,,,,,,,,,1181.0,244.0,185.0,132.0,110.0,95.0,92.0,84.0,82.0,80.0,77.0
2800,0.9570000171661377,0.9190000295639038,0.8660000562667847,,,,,,,,,,,,,,,,,,1181.0,244.0,185.0,132.0,110.0,95.0,92.0,84.0,82.0,80.0,77.0
2900,0.9570000171661377,0.9170000553131104,0.8800000548362732,,,,,,,,,,,,,,,,,,1181.0,244.0,185.0,132.0,110.0,95.0,92.0,84.0,82.0,80.0,77.0
3000,0.9570000171661377,0.9170000553131104,0.8850000500679016,,,,,,,,,,,,,,,,,,1181.0,244.0,185.0,132.0,110.0,95.0,92.0,84.0,82.0,80.0,77.0
3100,0.9570000171661377,0.9160000681877136,0.8910000324249268,,,,,,,,,,,,,,,,,,1181.0,244.0,185.0,132.0,110.0,95.0,92.0,84.0,82.0,80.0,77.0
3200,0.9570000171661377,0.9160000681877136,0.8950000405311584,,,,,,,,,,,,,,,,,,1181.0,244.0,185.0,132.0,110.0,95.0,92.0,84.0,82.0,80.0,77.0
3300,0.9570000171661377,0.9160000681877136,0.8970000147819519,,,,,,,,,,,,,,,,,,1181.0,244.0,185.0,132.0,110.0,95.0,92.0,84.0,82.0,80.0,77.0
3400,0.9580000638961792,0.9150000214576721,0.9030000567436218,,,,,,,,,,,,,,,,,,1181.0,244.0,185.0,132.0,110.0,95.0,92.0,84.0,82.0,80.0,77.0
3500,0.9570000171661377,0.9170000553131104,0.9030000567436218,,,,,,,,,,,,,,,,,,1181.0,244.0,185.0,132.0,110.0,95.0,92.0,84.0,82.0,80.0,77.0
3600,0.9570000171661377,0.9160000681877136,0.9010000228881836,0.6880000233650208,,,,,,,,,,,,,,,,,1463.0,338.0,241.0,167.0,132.0,113.0,106.0,97.0,94.0,90.0,85.0
3700,0.9580000638961792,0.9160000681877136,0.9020000696182251,0.7900000214576721,,,,,,,,,,,,,,,,,1463.0,338.0,241.0,167.0,132.0,113.0,106.0,97.0,94.0,90.0,85.0
3800,0.9580000638961792,0.9160000681877136,0.9010000228881836,0.831000030040741,,,,,,,,,,,,,,,,,1463.0,338.0,241.0,167.0,132.0,113.0,106.0,97.0,94.0,90.0,85.0
3900,0.9580000638961792,0.9160000681877136,0.9030000567436218,0.843000054359436,,,,,,,,,,,,,,,,,1463.0,338.0,241.0,167.0,132.0,113.0,106.0,97.0,94.0,90.0,85.0
4000,0.9580000638961792,0.9160000681877136,0.9030000567436218,0.8600000143051147,,,,,,,,,,,,,,,,,1463.0,338.0,241.0,167.0,132.0,113.0,106.0,97.0,94.0,90.0,85.0
4100,0.9580000638961792,0.9160000681877136,0.9030000567436218,0.8700000643730164,,,,,,,,,,,,,,,,,1463.0,338.0,241.0,167.0,132.0,113.0,106.0,97.0,94.0,90.0,85.0
