alpha,g,epoch,task_id,train_loss,train_acc,task_1_acc,task_2_acc,task_3_acc,task_4_acc,task_5_acc,task_6_acc,task_7_acc,task_8_acc,task_9_acc,task_10_acc
1.2,1.0,1,1,2.923125974913396,0.3244666666666667,0.7179999947547913,,,,,,,,,
1.2,1.0,2,1,0.47701172524296653,0.8576333333333334,0.9039999842643738,,,,,,,,,
1.2,1.0,3,1,0.25793572718591323,0.9243333333333333,0.9268999695777893,,,,,,,,,
1.2,1.0,4,1,0.19261175288415666,0.94195,0.9510999917984009,,,,,,,,,
1.2,1.0,5,1,0.15832398780214507,0.9526166666666667,0.9487999677658081,,,,,,,,,
1.2,1.0,6,1,0.13629307306365673,0.9595333333333333,0.9562999606132507,,,,,,,,,
1.2,1.0,7,1,0.11545170839629702,0.9655666666666667,0.9603999853134155,,,,,,,,,
1.2,1.0,8,1,0.10348545062913696,0.9694166666666667,0.9667999744415283,,,,,,,,,
1.2,1.0,9,1,0.09220588984273707,0.9723833333333334,0.9648999571800232,,,,,,,,,
1.2,1.0,10,1,0.08210418765335831,0.9754666666666667,0.9704999923706055,,,,,,,,,
1.2,1.0,1,2,0.765377889341637,0.7716333333333333,0.7558000087738037,0.9275999665260315,,,,,,,,
1.2,1.0,2,2,0.21020333207587696,0.9367666666666666,0.7671999931335449,0.944599986076355,,,,,,,,
1.2,1.0,3,2,0.15418753286859374,0.9532833333333334,0.685699999332428,0.9475999474525452,,,,,,,,
1.2,1.0,4,2,0.15136023570717907,0.957,0.724399983882904,0.9576999545097351,,,,,,,,
1.2,1.0,5,2,0.11137343163111571,0.9663,0.6886000037193298,0.9619999527931213,,,,,,,,
1.2,1.0,6,2,0.09127449304826542,0.9725666666666667,0.6692000031471252,0.9635999798774719,,,,,,,,
1.2,1.0,7,2,0.08131807433492912,0.9759666666666666,0.604699969291687,0.9558999538421631,,,,,,,,
1.2,1.0,8,2,0.06986720058352136,0.9792,0.692799985408783,0.9672999978065491,,,,,,,,
1.2,1.0,9,2,0.060931999915476036,0.9817166666666667,0.6406999826431274,0.9714999794960022,,,,,,,,
1.2,1.0,10,2,0.05265557761790592,0.9839333333333333,0.5837999582290649,0.965999960899353,,,,,,,,
1.2,1.0,1,3,0.6168088490393624,0.8343166666666667,0.3296999931335449,0.7818999886512756,0.937999963760376,,,,,,,
1.2,1.0,2,3,0.1772131762747317,0.9468666666666666,0.2994999885559082,0.710599958896637,0.9490999579429626,,,,,,,
1.2,1.0,3,3,0.1317876229551174,0.9598,0.30069997906684875,0.7613999843597412,0.9569000005722046,,,,,,,
1.2,1.0,4,3,0.10641321489837632,0.9676833333333333,0.24639999866485596,0.6466999650001526,0.9621999859809875,,,,,,,
1.2,1.0,5,3,0.08871300189471892,0.9724166666666667,0.26339998841285706,0.6696000099182129,0.9623000025749207,,,,,,,
1.2,1.0,6,3,0.07732744265133257,0.97655,0.29159998893737793,0.7107999920845032,0.9652999639511108,,,,,,,
1.2,1.0,7,3,0.06452430431335879,0.98025,0.2759999930858612,0.6974999904632568,0.9661999940872192,,,,,,,
1.2,1.0,8,3,0.05670443677238183,0.9828333333333333,0.28299999237060547,0.7392999529838562,0.9679999947547913,,,,,,,
1.2,1.0,9,3,0.04727637238586063,0.9858666666666667,0.2685999870300293,0.6895999908447266,0.9695000052452087,,,,,,,
1.2,1.0,10,3,0.04260500999135789,0.9866333333333334,0.24849998950958252,0.73499995470047,0.9708999991416931,,,,,,,
1.2,1.0,1,4,0.6301828175465435,0.82845,0.19200000166893005,0.5282999873161316,0.7541999816894531,0.9303999543190002,,,,,,
1.2,1.0,2,4,0.18767732898913211,0.94275,0.17419999837875366,0.5246999859809875,0.7095999717712402,0.946899950504303,,,,,,
1.2,1.0,3,4,0.13524569391108143,0.9588833333333333,0.16249999403953552,0.5037999749183655,0.7138999700546265,0.9528999924659729,,,,,,
1.2,1.0,4,4,0.10671185955865932,0.9674666666666667,0.16679999232292175,0.5015999674797058,0.7095999717712402,0.9643999934196472,,,,,,
1.2,1.0,5,4,0.10702936533989428,0.9672166666666666,0.14249999821186066,0.45009997487068176,0.6667999625205994,0.9615999460220337,,,,,,
1.2,1.0,6,4,0.08410686736445883,0.9741833333333333,0.17159999907016754,0.45009997487068176,0.6789999604225159,0.9679999947547913,,,,,,
1.2,1.0,7,4,0.06941342426499705,0.9782666666666666,0.16049998998641968,0.42100000381469727,0.6513999700546265,0.967799961566925,,,,,,
1.2,1.0,8,4,0.058948975190448796,0.9821333333333333,0.14139999449253082,0.39389997720718384,0.6496999859809875,0.9715999960899353,,,,,,
1.2,1.0,9,4,0.050122619890518534,0.9851166666666666,0.14810000360012054,0.4250999987125397,0.6721000075340271,0.9704999923706055,,,,,,
1.2,1.0,10,4,0.04143385285499698,0.9877166666666667,0.18140000104904175,0.44839999079704285,0.6685000061988831,0.9714999794960022,,,,,,
1.2,1.0,1,5,0.5525806598158788,0.8378666666666666,0.13279999792575836,0.2676999866962433,0.4940999746322632,0.8657999634742737,0.9285999536514282,,,,,
1.2,1.0,2,5,0.18196641587054552,0.9436,0.1314999908208847,0.2644999921321869,0.4894999861717224,0.8317999839782715,0.9530999660491943,,,,,
1.2,1.0,3,5,0.13112711236039712,0.9593833333333334,0.13009999692440033,0.25540000200271606,0.4659999907016754,0.7875999808311462,0.9575999975204468,,,,,
1.2,1.0,4,5,0.106198509475951,0.96725,0.11659999936819077,0.2523999810218811,0.46230000257492065,0.7876999974250793,0.9577999711036682,,,,,
1.2,1.0,5,5,0.09076381498165349,0.9719333333333333,0.1305999904870987,0.2450999915599823,0.43719998002052307,0.7642999887466431,0.9673999547958374,,,,,
1.2,1.0,6,5,0.08029601493600144,0.9748166666666667,0.11679999530315399,0.24139998853206635,0.444599986076355,0.7924000024795532,0.9677000045776367,,,,,
1.2,1.0,7,5,0.06746047486795355,0.9785833333333334,0.12889999151229858,0.2441999912261963,0.44110000133514404,0.7889999747276306,0.9686999917030334,,,,,
1.2,1.0,8,5,0.055902083815415025,0.9835,0.1282999962568283,0.23759999871253967,0.4148999750614166,0.7310999631881714,0.9702999591827393,,,,,
1.2,1.0,9,5,0.04883548043576925,0.9851,0.12439999729394913,0.24199999868869781,0.44179999828338623,0.7538999915122986,0.9684000015258789,,,,,
1.2,1.0,10,5,0.04246505315123654,0.9871666666666666,0.12019999325275421,0.23189999163150787,0.4221999943256378,0.7394999861717224,0.973099946975708,,,,,
