Logging initialized in: training_runs/mnist_mlp_sweep/alpha_1.2_g_3.0/GeneralMLP_LR0.001_BS1024_20260427_191317_s1
Overwriting weights with Heavy-Tailed Distribution (α=1.2, g=3.0)
Applying HT Init: alpha=1.2, g=3.0, seed=1
Epoch 0 | Train Acc: 0.1285 | Test Acc: 0.1316
Epoch 1 | Train Acc: 0.3929 | Test Acc: 0.5249
Epoch 2 | Train Acc: 0.5739 | Test Acc: 0.6097
Epoch 3 | Train Acc: 0.6388 | Test Acc: 0.6536
Epoch 4 | Train Acc: 0.6778 | Test Acc: 0.6887
Epoch 5 | Train Acc: 0.7021 | Test Acc: 0.7080
Epoch 6 | Train Acc: 0.7236 | Test Acc: 0.7251
Epoch 7 | Train Acc: 0.7407 | Test Acc: 0.7393
Epoch 8 | Train Acc: 0.7543 | Test Acc: 0.7483
Epoch 9 | Train Acc: 0.7640 | Test Acc: 0.7580
Epoch 10 | Train Acc: 0.7713 | Test Acc: 0.7617
Epoch 11 | Train Acc: 0.7777 | Test Acc: 0.7680
Epoch 12 | Train Acc: 0.7833 | Test Acc: 0.7720
Epoch 13 | Train Acc: 0.7866 | Test Acc: 0.7755
Epoch 14 | Train Acc: 0.7944 | Test Acc: 0.7800
Epoch 15 | Train Acc: 0.7989 | Test Acc: 0.7832
Epoch 16 | Train Acc: 0.8037 | Test Acc: 0.7857
Epoch 17 | Train Acc: 0.8066 | Test Acc: 0.7889
Epoch 18 | Train Acc: 0.8105 | Test Acc: 0.7886
Epoch 19 | Train Acc: 0.8126 | Test Acc: 0.7944
Epoch 20 | Train Acc: 0.8169 | Test Acc: 0.7975
Epoch 21 | Train Acc: 0.8195 | Test Acc: 0.7982
Epoch 22 | Train Acc: 0.8224 | Test Acc: 0.7981
Epoch 23 | Train Acc: 0.8252 | Test Acc: 0.8013
Epoch 24 | Train Acc: 0.8275 | Test Acc: 0.8015
Epoch 25 | Train Acc: 0.8282 | Test Acc: 0.8033
Epoch 26 | Train Acc: 0.8284 | Test Acc: 0.8068
Epoch 27 | Train Acc: 0.8290 | Test Acc: 0.8095
Epoch 28 | Train Acc: 0.8963 | Test Acc: 0.8923
Epoch 29 | Train Acc: 0.9138 | Test Acc: 0.8920
Epoch 30 | Train Acc: 0.9154 | Test Acc: 0.8929
Epoch 31 | Train Acc: 0.9173 | Test Acc: 0.8982
Epoch 32 | Train Acc: 0.9202 | Test Acc: 0.8970
Epoch 33 | Train Acc: 0.9234 | Test Acc: 0.8961
Epoch 34 | Train Acc: 0.9257 | Test Acc: 0.8962
Epoch 35 | Train Acc: 0.9264 | Test Acc: 0.8985
Epoch 36 | Train Acc: 0.9291 | Test Acc: 0.8991
Epoch 37 | Train Acc: 0.9305 | Test Acc: 0.9008
Epoch 38 | Train Acc: 0.9312 | Test Acc: 0.9014
Epoch 39 | Train Acc: 0.9320 | Test Acc: 0.9034
Epoch 40 | Train Acc: 0.9350 | Test Acc: 0.9037
Epoch 41 | Train Acc: 0.9369 | Test Acc: 0.9025
Epoch 42 | Train Acc: 0.9377 | Test Acc: 0.9059
Epoch 43 | Train Acc: 0.9390 | Test Acc: 0.9045
Epoch 44 | Train Acc: 0.9401 | Test Acc: 0.9085
Epoch 45 | Train Acc: 0.9426 | Test Acc: 0.9077
Epoch 46 | Train Acc: 0.9438 | Test Acc: 0.9065
Epoch 47 | Train Acc: 0.9440 | Test Acc: 0.9077
Epoch 48 | Train Acc: 0.9459 | Test Acc: 0.9077
Epoch 49 | Train Acc: 0.9462 | Test Acc: 0.9090
Epoch 50 | Train Acc: 0.9452 | Test Acc: 0.9075
Epoch 51 | Train Acc: 0.9464 | Test Acc: 0.9074
Epoch 52 | Train Acc: 0.9474 | Test Acc: 0.9103
Epoch 53 | Train Acc: 0.9487 | Test Acc: 0.9091
Epoch 54 | Train Acc: 0.9496 | Test Acc: 0.9112
Epoch 55 | Train Acc: 0.9514 | Test Acc: 0.9099
Epoch 56 | Train Acc: 0.9524 | Test Acc: 0.9119
Epoch 57 | Train Acc: 0.9543 | Test Acc: 0.9126
Epoch 58 | Train Acc: 0.9546 | Test Acc: 0.9127
Epoch 59 | Train Acc: 0.9561 | Test Acc: 0.9132
Epoch 60 | Train Acc: 0.9574 | Test Acc: 0.9133
Epoch 61 | Train Acc: 0.9576 | Test Acc: 0.9129
Epoch 62 | Train Acc: 0.9591 | Test Acc: 0.9154
Epoch 63 | Train Acc: 0.9601 | Test Acc: 0.9141
Epoch 64 | Train Acc: 0.9608 | Test Acc: 0.9147
Epoch 65 | Train Acc: 0.9612 | Test Acc: 0.9153
Epoch 66 | Train Acc: 0.9612 | Test Acc: 0.9165
Epoch 67 | Train Acc: 0.9625 | Test Acc: 0.9155
Epoch 68 | Train Acc: 0.9639 | Test Acc: 0.9156
Epoch 69 | Train Acc: 0.9637 | Test Acc: 0.9149
Epoch 70 | Train Acc: 0.9651 | Test Acc: 0.9166
Epoch 71 | Train Acc: 0.9659 | Test Acc: 0.9163
Epoch 72 | Train Acc: 0.9663 | Test Acc: 0.9167
Epoch 73 | Train Acc: 0.9666 | Test Acc: 0.9173
Epoch 74 | Train Acc: 0.9676 | Test Acc: 0.9172
Epoch 75 | Train Acc: 0.9679 | Test Acc: 0.9181
Epoch 76 | Train Acc: 0.9676 | Test Acc: 0.9177
Epoch 77 | Train Acc: 0.9675 | Test Acc: 0.9180
Epoch 78 | Train Acc: 0.9685 | Test Acc: 0.9176
Epoch 79 | Train Acc: 0.9694 | Test Acc: 0.9172
Epoch 80 | Train Acc: 0.9696 | Test Acc: 0.9178
Epoch 81 | Train Acc: 0.9700 | Test Acc: 0.9183
Epoch 82 | Train Acc: 0.9706 | Test Acc: 0.9179
Epoch 83 | Train Acc: 0.9708 | Test Acc: 0.9196
Epoch 84 | Train Acc: 0.9712 | Test Acc: 0.9205
Epoch 85 | Train Acc: 0.9720 | Test Acc: 0.9195
Epoch 86 | Train Acc: 0.9723 | Test Acc: 0.9196
Epoch 87 | Train Acc: 0.9724 | Test Acc: 0.9195
Epoch 88 | Train Acc: 0.9726 | Test Acc: 0.9204
Epoch 89 | Train Acc: 0.9723 | Test Acc: 0.9191
Epoch 90 | Train Acc: 0.9730 | Test Acc: 0.9193
Epoch 91 | Train Acc: 0.9729 | Test Acc: 0.9199
Epoch 92 | Train Acc: 0.9738 | Test Acc: 0.9199
Epoch 93 | Train Acc: 0.9742 | Test Acc: 0.9209
Epoch 94 | Train Acc: 0.9747 | Test Acc: 0.9206
Epoch 95 | Train Acc: 0.9743 | Test Acc: 0.9215
Epoch 96 | Train Acc: 0.9753 | Test Acc: 0.9212
Epoch 97 | Train Acc: 0.9757 | Test Acc: 0.9207
Epoch 98 | Train Acc: 0.9759 | Test Acc: 0.9204
Epoch 99 | Train Acc: 0.9764 | Test Acc: 0.9219
Epoch 100 | Train Acc: 0.9768 | Test Acc: 0.9215
Epoch 101 | Train Acc: 0.9772 | Test Acc: 0.9214
Epoch 102 | Train Acc: 0.9771 | Test Acc: 0.9207
Epoch 103 | Train Acc: 0.9775 | Test Acc: 0.9218
Epoch 104 | Train Acc: 0.9778 | Test Acc: 0.9211
Epoch 105 | Train Acc: 0.9781 | Test Acc: 0.9216
Epoch 106 | Train Acc: 0.9783 | Test Acc: 0.9216
Epoch 107 | Train Acc: 0.9785 | Test Acc: 0.9225
Epoch 108 | Train Acc: 0.9786 | Test Acc: 0.9229
Epoch 109 | Train Acc: 0.9787 | Test Acc: 0.9214
Epoch 110 | Train Acc: 0.9790 | Test Acc: 0.9219
Epoch 111 | Train Acc: 0.9794 | Test Acc: 0.9217
Epoch 112 | Train Acc: 0.9797 | Test Acc: 0.9225
Epoch 113 | Train Acc: 0.9799 | Test Acc: 0.9219
Epoch 114 | Train Acc: 0.9800 | Test Acc: 0.9219
Epoch 115 | Train Acc: 0.9799 | Test Acc: 0.9228
Epoch 116 | Train Acc: 0.9799 | Test Acc: 0.9226
Epoch 117 | Train Acc: 0.9803 | Test Acc: 0.9231
Epoch 118 | Train Acc: 0.9808 | Test Acc: 0.9232
Epoch 119 | Train Acc: 0.9807 | Test Acc: 0.9230
