run_id,alpha,sigma,lr,layer,delta_t,msd,std_msd,pair_count
alpha_2.0_g_1.0,2.0,1.0,,GLOBAL_MODEL,3,0.0006328725612218251,0.0038152160916408054,647
alpha_2.0_g_1.0,2.0,1.0,,GLOBAL_MODEL,4,0.0010239326868994986,0.0055084659796464965,646
alpha_2.0_g_1.0,2.0,1.0,,GLOBAL_MODEL,6,0.00200729838750969,0.0089832821111823,644
alpha_2.0_g_1.0,2.0,1.0,,GLOBAL_MODEL,8,0.0032322769897804265,0.012505149120859788,642
alpha_2.0_g_1.0,2.0,1.0,,GLOBAL_MODEL,12,0.006337614638731705,0.019640371964037846,638
alpha_2.0_g_1.0,2.0,1.0,,GLOBAL_MODEL,16,0.010250468643167058,0.026921794259905804,634
alpha_2.0_g_1.0,2.0,1.0,,GLOBAL_MODEL,24,0.020312105431903923,0.04211486570919706,626
alpha_2.0_g_1.0,2.0,1.0,,GLOBAL_MODEL,32,0.03316116222369695,0.0583604913781423,618
alpha_2.0_g_1.0,2.0,1.0,,GLOBAL_MODEL,48,0.06659653979747426,0.09432731591577849,602
alpha_2.0_g_1.0,2.0,1.0,,GLOBAL_MODEL,64,0.10959077443495041,0.13472853210420171,586
alpha_2.0_g_1.0,2.0,1.0,,GLOBAL_MODEL,96,0.22150307646853806,0.2260107385455675,554
alpha_2.0_g_1.0,2.0,1.0,,GLOBAL_MODEL,128,0.3645404244612963,0.32604768988148003,522
alpha_2.0_g_1.0,2.0,1.0,,classifier.weight,1,1.222893420036894e-06,1.0659949864947814e-05,649
alpha_2.0_g_1.0,2.0,1.0,,classifier.weight,2,4.078857225594301e-06,3.062613078151278e-05,648
alpha_2.0_g_1.0,2.0,1.0,,classifier.weight,3,8.047632585165291e-06,5.343882821383236e-05,647
alpha_2.0_g_1.0,2.0,1.0,,classifier.weight,4,1.2914389407766016e-05,7.725167647697755e-05,646
alpha_2.0_g_1.0,2.0,1.0,,classifier.weight,6,2.4932679670771295e-05,0.00012549883182816357,644
alpha_2.0_g_1.0,2.0,1.0,,classifier.weight,8,3.963735809231587e-05,0.00017327231926499327,642
alpha_2.0_g_1.0,2.0,1.0,,classifier.weight,12,7.626410345417805e-05,0.0002663224184871364,638
alpha_2.0_g_1.0,2.0,1.0,,classifier.weight,16,0.0001218257972106717,0.0003565917039547572,634
alpha_2.0_g_1.0,2.0,1.0,,classifier.weight,24,0.00023817283424915905,0.0005330273270498582,626
alpha_2.0_g_1.0,2.0,1.0,,classifier.weight,32,0.0003868784728931138,0.0007102277619112512,618
alpha_2.0_g_1.0,2.0,1.0,,classifier.weight,48,0.0007779598496423065,0.0010832438776492087,602
alpha_2.0_g_1.0,2.0,1.0,,classifier.weight,64,0.0012902467246481246,0.0014939253912403339,586
alpha_2.0_g_1.0,2.0,1.0,,classifier.weight,96,0.0026646149303765788,0.002439459637218339,554
alpha_2.0_g_1.0,2.0,1.0,,classifier.weight,128,0.004486610354914533,0.003527355089093312,522
alpha_2.0_g_1.0,2.0,1.0,,features.0.weight,1,2.1156043842196782e-05,0.00011542902578882311,649
alpha_2.0_g_1.0,2.0,1.0,,features.0.weight,2,7.495948886184192e-05,0.00034542642228782084,648
alpha_2.0_g_1.0,2.0,1.0,,features.0.weight,3,0.0001560225168499587,0.0006266965907952142,647
alpha_2.0_g_1.0,2.0,1.0,,features.0.weight,4,0.0002616510162106661,0.0009401044418190805,646
alpha_2.0_g_1.0,2.0,1.0,,features.0.weight,6,0.0005406493951482189,0.0016346020892700683,644
alpha_2.0_g_1.0,2.0,1.0,,features.0.weight,8,0.0009036744077801646,0.0023987147111054004,642
alpha_2.0_g_1.0,2.0,1.0,,features.0.weight,12,0.0018630589043840526,0.004095058366468486,638
alpha_2.0_g_1.0,2.0,1.0,,features.0.weight,16,0.0031133715669923443,0.005984031685840576,634
alpha_2.0_g_1.0,2.0,1.0,,features.0.weight,24,0.0064246543183232455,0.01027799958229476,626
alpha_2.0_g_1.0,2.0,1.0,,features.0.weight,32,0.010747023616445741,0.015199119366485148,618
alpha_2.0_g_1.0,2.0,1.0,,features.0.weight,48,0.022190278109419856,0.026696667203751325,602
alpha_2.0_g_1.0,2.0,1.0,,features.0.weight,64,0.03707144340681414,0.040037376669045006,586
alpha_2.0_g_1.0,2.0,1.0,,features.0.weight,96,0.07607256407960443,0.07063445353079828,554
alpha_2.0_g_1.0,2.0,1.0,,features.0.weight,128,0.1260424806376013,0.10418263180503945,522
alpha_2.0_g_1.0,2.0,1.0,,features.10.weight,1,7.71690215008578e-06,7.669949554097966e-05,649
alpha_2.0_g_1.0,2.0,1.0,,features.10.weight,2,2.4695142140940812e-05,0.00021203107594476423,648
alpha_2.0_g_1.0,2.0,1.0,,features.10.weight,3,4.7423224341428894e-05,0.0003601611882496808,647
alpha_2.0_g_1.0,2.0,1.0,,features.10.weight,4,7.459430962020965e-05,0.0005103490825790938,646
alpha_2.0_g_1.0,2.0,1.0,,features.10.weight,6,0.00013995423341768727,0.0008063085929785771,644
alpha_2.0_g_1.0,2.0,1.0,,features.10.weight,8,0.00021804737664431718,0.0010931045547180763,642
alpha_2.0_g_1.0,2.0,1.0,,features.10.weight,12,0.000407790887970876,0.0016430235219165067,638
alpha_2.0_g_1.0,2.0,1.0,,features.10.weight,16,0.0006383334660625995,0.0021727052383533436,634
alpha_2.0_g_1.0,2.0,1.0,,features.10.weight,24,0.0012116042067506574,0.003208843378083889,626
alpha_2.0_g_1.0,2.0,1.0,,features.10.weight,32,0.001924638178896138,0.004251641465344484,618
alpha_2.0_g_1.0,2.0,1.0,,features.10.weight,48,0.003739617845492957,0.0064353836900715175,602
alpha_2.0_g_1.0,2.0,1.0,,features.10.weight,64,0.006037651760755552,0.008794057253638419,586
alpha_2.0_g_1.0,2.0,1.0,,features.10.weight,96,0.011953993101557212,0.013995314329246476,554
alpha_2.0_g_1.0,2.0,1.0,,features.10.weight,128,0.01947386896102136,0.019640925480291494,522
alpha_2.0_g_1.0,2.0,1.0,,features.12.weight,1,7.5576795896736276e-06,7.636348221364296e-05,649
alpha_2.0_g_1.0,2.0,1.0,,features.12.weight,2,2.4177443434518582e-05,0.00021146122873428732,648
alpha_2.0_g_1.0,2.0,1.0,,features.12.weight,3,4.633532923724845e-05,0.0003596307701516347,647
alpha_2.0_g_1.0,2.0,1.0,,features.12.weight,4,7.271864295621991e-05,0.0005099088116661578,646
alpha_2.0_g_1.0,2.0,1.0,,features.12.weight,6,0.00013584274237436717,0.0008057628641705299,644
alpha_2.0_g_1.0,2.0,1.0,,features.12.weight,8,0.00021082980247993984,0.0010914643502716874,642
alpha_2.0_g_1.0,2.0,1.0,,features.12.weight,12,0.000391909151742803,0.0016361949122877441,638
alpha_2.0_g_1.0,2.0,1.0,,features.12.weight,16,0.0006107537862105235,0.0021567815910892895,634
alpha_2.0_g_1.0,2.0,1.0,,features.12.weight,24,0.001152500777822226,0.003164851805630329,626
alpha_2.0_g_1.0,2.0,1.0,,features.12.weight,32,0.0018243970148859494,0.004169049713269214,618
alpha_2.0_g_1.0,2.0,1.0,,features.12.weight,48,0.003532391582210347,0.006251660225496473,602
alpha_2.0_g_1.0,2.0,1.0,,features.12.weight,64,0.005695575609828628,0.008485911774719097,586
alpha_2.0_g_1.0,2.0,1.0,,features.12.weight,96,0.011278227827720182,0.013404031690665268,554
alpha_2.0_g_1.0,2.0,1.0,,features.12.weight,128,0.01840436875720248,0.01876514454478998,522
alpha_2.0_g_1.0,2.0,1.0,,features.14.weight,1,8.07729313957931e-06,8.097632375993988e-05,649
alpha_2.0_g_1.0,2.0,1.0,,features.14.weight,2,2.5987066674340552e-05,0.0002263413438339407,648
alpha_2.0_g_1.0,2.0,1.0,,features.14.weight,3,4.992073737571129e-05,0.00038712371869929773,647
alpha_2.0_g_1.0,2.0,1.0,,features.14.weight,4,7.842826880416126e-05,0.0005508715014460395,646
alpha_2.0_g_1.0,2.0,1.0,,features.14.weight,6,0.00014658735413713262,0.0008738651409808485,644
alpha_2.0_g_1.0,2.0,1.0,,features.14.weight,8,0.00022746036769054296,0.0011857409780997356,642
alpha_2.0_g_1.0,2.0,1.0,,features.14.weight,12,0.00042249779008588206,0.0017783188819053193,638
alpha_2.0_g_1.0,2.0,1.0,,features.14.weight,16,0.0006580575605732652,0.0023409788358349786,634
alpha_2.0_g_1.0,2.0,1.0,,features.14.weight,24,0.0012416686687805206,0.003420722421512306,626
alpha_2.0_g_1.0,2.0,1.0,,features.14.weight,32,0.0019672984179588938,0.004487293107585618,618
alpha_2.0_g_1.0,2.0,1.0,,features.14.weight,48,0.003821092413311385,0.006689542669362351,602
alpha_2.0_g_1.0,2.0,1.0,,features.14.weight,64,0.006184243091895426,0.009057883740741858,586
alpha_2.0_g_1.0,2.0,1.0,,features.14.weight,96,0.01233733546061085,0.014332935967447481,554
alpha_2.0_g_1.0,2.0,1.0,,features.14.weight,128,0.020265781425003862,0.020184554432604057,522
alpha_2.0_g_1.0,2.0,1.0,,features.16.weight,1,9.07738586472088e-06,8.641411619614662e-05,649
alpha_2.0_g_1.0,2.0,1.0,,features.16.weight,2,2.964786038313675e-05,0.0002447848885905612,648
alpha_2.0_g_1.0,2.0,1.0,,features.16.weight,3,5.756910673147285e-05,0.00042275408906596837,647
alpha_2.0_g_1.0,2.0,1.0,,features.16.weight,4,9.1202535901068e-05,0.0006062691260237167,646
alpha_2.0_g_1.0,2.0,1.0,,features.16.weight,6,0.00017257991297421022,0.0009731971893662568,644
alpha_2.0_g_1.0,2.0,1.0,,features.16.weight,8,0.00027017197719367324,0.0013318166033547568,642
alpha_2.0_g_1.0,2.0,1.0,,features.16.weight,12,0.0005080553584610408,0.0020209683026361654,638
alpha_2.0_g_1.0,2.0,1.0,,features.16.weight,16,0.0007980977573794862,0.002681295528406093,634
alpha_2.0_g_1.0,2.0,1.0,,features.16.weight,24,0.0015237073719664403,0.003958090888514413,626
alpha_2.0_g_1.0,2.0,1.0,,features.16.weight,32,0.0024341082426551338,0.005227668489322899,618
alpha_2.0_g_1.0,2.0,1.0,,features.16.weight,48,0.0047828851652910245,0.007868525546463313,602
alpha_2.0_g_1.0,2.0,1.0,,features.16.weight,64,0.007805505222140306,0.010731689476110837,586
alpha_2.0_g_1.0,2.0,1.0,,features.16.weight,96,0.015761489441974714,0.01719092742611338,554
alpha_2.0_g_1.0,2.0,1.0,,features.16.weight,128,0.02612142978767754,0.024466322310829687,522
alpha_2.0_g_1.0,2.0,1.0,,features.2.weight,1,1.357572300660892e-05,9.214081183461799e-05,649
alpha_2.0_g_1.0,2.0,1.0,,features.2.weight,2,4.613485937682773e-05,0.00026713427234716043,648
alpha_2.0_g_1.0,2.0,1.0,,features.2.weight,3,9.355043946917e-05,0.0004723936601126248,647
alpha_2.0_g_1.0,2.0,1.0,,features.2.weight,4,0.00015387568132877385,0.0006932372032283479,646
alpha_2.0_g_1.0,2.0,1.0,,features.2.weight,6,0.0003092636008026919,0.0011624056928688726,644
alpha_2.0_g_1.0,2.0,1.0,,features.2.weight,8,0.0005069562091457301,0.0016557778712492242,642
alpha_2.0_g_1.0,2.0,1.0,,features.2.weight,12,0.0010180698167727925,0.0026969985770340095,638
alpha_2.0_g_1.0,2.0,1.0,,features.2.weight,16,0.0016720652788578553,0.0037998877151505404,634
alpha_2.0_g_1.0,2.0,1.0,,features.2.weight,24,0.0033752540014955713,0.00618187430883067,626
alpha_2.0_g_1.0,2.0,1.0,,features.2.weight,32,0.005569810689913718,0.008795113656012946,618
alpha_2.0_g_1.0,2.0,1.0,,features.2.weight,48,0.01131867381734031,0.014687487200317916,602
alpha_2.0_g_1.0,2.0,1.0,,features.2.weight,64,0.0187422191579556,0.021374713107932538,586
alpha_2.0_g_1.0,2.0,1.0,,features.2.weight,96,0.03811217939635799,0.036558238434606614,554
alpha_2.0_g_1.0,2.0,1.0,,features.2.weight,128,0.06287467102359595,0.05320273746324147,522
alpha_2.0_g_1.0,2.0,1.0,,features.4.weight,1,1.0596021758374614e-05,8.382662230180407e-05,649
alpha_2.0_g_1.0,2.0,1.0,,features.4.weight,2,3.502009352896044e-05,0.00023841910222509733,648
alpha_2.0_g_1.0,2.0,1.0,,features.4.weight,3,6.952331980522496e-05,0.0004144697363647567,647
alpha_2.0_g_1.0,2.0,1.0,,features.4.weight,4,0.00011247226285622082,0.0005991999497397203,646
alpha_2.0_g_1.0,2.0,1.0,,features.4.weight,6,0.00022054460505980546,0.0009796350080187343,644
alpha_2.0_g_1.0,2.0,1.0,,features.4.weight,8,0.0003551817177548035,0.0013665301489926478,642
alpha_2.0_g_1.0,2.0,1.0,,features.4.weight,12,0.0006963024063401787,0.002154556979206665,638
alpha_2.0_g_1.0,2.0,1.0,,features.4.weight,16,0.0011255468637755945,0.0029631308434195144,634
alpha_2.0_g_1.0,2.0,1.0,,features.4.weight,24,0.0022263912695912667,0.004660348852180509,626
alpha_2.0_g_1.0,2.0,1.0,,features.4.weight,32,0.003627097541321307,0.0064835642366856995,618
alpha_2.0_g_1.0,2.0,1.0,,features.4.weight,48,0.007251806492299194,0.010526926366798865,602
alpha_2.0_g_1.0,2.0,1.0,,features.4.weight,64,0.011881146751425258,0.015057192730162677,586
alpha_2.0_g_1.0,2.0,1.0,,features.4.weight,96,0.023817189366452475,0.025212973374070764,554
alpha_2.0_g_1.0,2.0,1.0,,features.4.weight,128,0.038904744108525104,0.03621035359219765,522
alpha_2.0_g_1.0,2.0,1.0,,features.6.weight,1,8.887314170905145e-06,7.920734216645407e-05,649
alpha_2.0_g_1.0,2.0,1.0,,features.6.weight,2,2.8832664446133128e-05,0.00022177582387366716,648
alpha_2.0_g_1.0,2.0,1.0,,features.6.weight,3,5.6263869606015635e-05,0.00038057943098394886,647
alpha_2.0_g_1.0,2.0,1.0,,features.6.weight,4,8.974434450217409e-05,0.0005441241041257616,646
alpha_2.0_g_1.0,2.0,1.0,,features.6.weight,6,0.00017219419774134977,0.0008730514655724414,644
alpha_2.0_g_1.0,2.0,1.0,,features.6.weight,8,0.0002729083628671284,0.0011991604664741082,642
alpha_2.0_g_1.0,2.0,1.0,,features.6.weight,12,0.0005231476912615171,0.001843882087609699,638
alpha_2.0_g_1.0,2.0,1.0,,features.6.weight,16,0.0008329013767754123,0.002486061073012507,634
alpha_2.0_g_1.0,2.0,1.0,,features.6.weight,24,0.0016153030870502782,0.003790193888358398,626
alpha_2.0_g_1.0,2.0,1.0,,features.6.weight,32,0.002598964900714963,0.005149249783191775,618
alpha_2.0_g_1.0,2.0,1.0,,features.6.weight,48,0.005118950445899597,0.00808200636273465,602
alpha_2.0_g_1.0,2.0,1.0,,features.6.weight,64,0.008314977426029449,0.01130732048754284,586
alpha_2.0_g_1.0,2.0,1.0,,features.6.weight,96,0.016516842743186853,0.01846111706325452,554
alpha_2.0_g_1.0,2.0,1.0,,features.6.weight,128,0.02686485515861019,0.026191856038068586,522
alpha_2.0_g_1.0,2.0,1.0,,features.8.weight,1,7.745132316485474e-06,7.364414955244961e-05,649
alpha_2.0_g_1.0,2.0,1.0,,features.8.weight,2,2.493016263204209e-05,0.00020403557726440263,648
alpha_2.0_g_1.0,2.0,1.0,,features.8.weight,3,4.8216385220429e-05,0.0003475234434611625,647
alpha_2.0_g_1.0,2.0,1.0,,features.8.weight,4,7.63312353122389e-05,0.0004938800580262055,646
alpha_2.0_g_1.0,2.0,1.0,,features.8.weight,6,0.00014474966618345547,0.0007850104552766809,644
alpha_2.0_g_1.0,2.0,1.0,,features.8.weight,8,0.00022740941013181098,0.0010704462881728283,642
alpha_2.0_g_1.0,2.0,1.0,,features.8.weight,12,0.00043051852825838383,0.001627468362822075,638
alpha_2.0_g_1.0,2.0,1.0,,features.8.weight,16,0.0006795151893293051,0.0021746613684439863,634
alpha_2.0_g_1.0,2.0,1.0,,features.8.weight,24,0.0013028488958745595,0.003268344459859236,626
alpha_2.0_g_1.0,2.0,1.0,,features.8.weight,32,0.0020809451480119936,0.004389284522454915,618
alpha_2.0_g_1.0,2.0,1.0,,features.8.weight,48,0.0040628840765672926,0.006766704304123061,602
alpha_2.0_g_1.0,2.0,1.0,,features.8.weight,64,0.006567765283457929,0.009345947606192145,586
alpha_2.0_g_1.0,2.0,1.0,,features.8.weight,96,0.012988640120696775,0.015017855691758146,554
alpha_2.0_g_1.0,2.0,1.0,,features.8.weight,128,0.02110161424714401,0.02113355548240238,522
alpha_2.0_g_3.0,2.0,3.0,,GLOBAL_MODEL,1,0.0006637551898202139,0.008480484378273253,649
alpha_2.0_g_3.0,2.0,3.0,,GLOBAL_MODEL,2,0.0015733491182607822,0.01924994737732661,648
alpha_2.0_g_3.0,2.0,3.0,,GLOBAL_MODEL,3,0.0025608424963878555,0.030302545988710985,647
alpha_2.0_g_3.0,2.0,3.0,,GLOBAL_MODEL,4,0.003509089405591632,0.04046202937139122,646
alpha_2.0_g_3.0,2.0,3.0,,GLOBAL_MODEL,6,0.005151541251959647,0.05714527627600415,644
alpha_2.0_g_3.0,2.0,3.0,,GLOBAL_MODEL,8,0.00644451870876685,0.06939876345592406,642
alpha_2.0_g_3.0,2.0,3.0,,GLOBAL_MODEL,12,0.008286494767753425,0.08510176564776424,638
alpha_2.0_g_3.0,2.0,3.0,,GLOBAL_MODEL,16,0.009578672038394725,0.09460030136210308,634
alpha_2.0_g_3.0,2.0,3.0,,GLOBAL_MODEL,24,0.011484826141276983,0.10628502903366494,626
alpha_2.0_g_3.0,2.0,3.0,,GLOBAL_MODEL,32,0.013031915148421239,0.11401305877864483,618
alpha_2.0_g_3.0,2.0,3.0,,GLOBAL_MODEL,48,0.01579247341723044,0.12524266225082178,602
alpha_2.0_g_3.0,2.0,3.0,,GLOBAL_MODEL,64,0.01842095693001802,0.13402935313539713,586
alpha_2.0_g_3.0,2.0,3.0,,GLOBAL_MODEL,96,0.023702418372754403,0.14850259170721644,554
alpha_2.0_g_3.0,2.0,3.0,,GLOBAL_MODEL,128,0.029262662104962336,0.16111255456715848,522
alpha_2.0_g_3.0,2.0,3.0,,classifier.weight,1,2.7711971832226946e-06,4.248465695592137e-05,649
alpha_2.0_g_3.0,2.0,3.0,,classifier.weight,2,7.660635908803706e-06,0.00011363854576399774,648
alpha_2.0_g_3.0,2.0,3.0,,classifier.weight,3,1.25827657268656e-05,0.00018154751278421304,647
alpha_2.0_g_3.0,2.0,3.0,,classifier.weight,4,1.6986176087741274e-05,0.0002392490147181596,646
alpha_2.0_g_3.0,2.0,3.0,,classifier.weight,6,2.4058108224096377e-05,0.0003252135941107931,644
alpha_2.0_g_3.0,2.0,3.0,,classifier.weight,8,2.9319707255859237e-05,0.0003830485590271735,642
alpha_2.0_g_3.0,2.0,3.0,,classifier.weight,12,3.6711394288779226e-05,0.0004531671882746313,638
alpha_2.0_g_3.0,2.0,3.0,,classifier.weight,16,4.2072422941405774e-05,0.0004950310117599892,634
alpha_2.0_g_3.0,2.0,3.0,,classifier.weight,24,5.051961408983421e-05,0.0005481570725769607,626
alpha_2.0_g_3.0,2.0,3.0,,classifier.weight,32,5.78022892469175e-05,0.0005845485005214035,618
alpha_2.0_g_3.0,2.0,3.0,,classifier.weight,48,7.144854452483974e-05,0.0006386180259768317,602
alpha_2.0_g_3.0,2.0,3.0,,classifier.weight,64,8.497983900664118e-05,0.0006816725462970238,586
alpha_2.0_g_3.0,2.0,3.0,,classifier.weight,96,0.00011316635717840105,0.0007538169108235133,554
alpha_2.0_g_3.0,2.0,3.0,,classifier.weight,128,0.0001436829726653776,0.0008177730064461597,522
alpha_2.0_g_3.0,2.0,3.0,,features.0.weight,1,0.000221818249610013,0.0028107031018817,649
alpha_2.0_g_3.0,2.0,3.0,,features.0.weight,2,0.0004503613121726731,0.005471710244889549,648
alpha_2.0_g_3.0,2.0,3.0,,features.0.weight,3,0.0006950592293654403,0.008175420206363965,647
alpha_2.0_g_3.0,2.0,3.0,,features.0.weight,4,0.0009253815039190729,0.010617468434042533,646
alpha_2.0_g_3.0,2.0,3.0,,features.0.weight,6,0.0013153427588439264,0.014553077781588378,644
alpha_2.0_g_3.0,2.0,3.0,,features.0.weight,8,0.0016128709317439823,0.01737598576570845,642
alpha_2.0_g_3.0,2.0,3.0,,features.0.weight,12,0.0020163454804360812,0.020814605002399525,638
alpha_2.0_g_3.0,2.0,3.0,,features.0.weight,16,0.0022858404592004293,0.02279050205762542,634
alpha_2.0_g_3.0,2.0,3.0,,features.0.weight,24,0.0026677511553210376,0.02511421801261291,626
alpha_2.0_g_3.0,2.0,3.0,,features.0.weight,32,0.002970434469707735,0.0266016338363341,618
alpha_2.0_g_3.0,2.0,3.0,,features.0.weight,48,0.003505425299735001,0.028741306723869667,602
alpha_2.0_g_3.0,2.0,3.0,,features.0.weight,64,0.004011957224425627,0.030416208943535437,586
alpha_2.0_g_3.0,2.0,3.0,,features.0.weight,96,0.005024697315855106,0.03319115249814311,554
alpha_2.0_g_3.0,2.0,3.0,,features.0.weight,128,0.006086556314986058,0.03563178161342499,522
alpha_2.0_g_3.0,2.0,3.0,,features.10.weight,1,3.367957938717994e-05,0.00045238085984110105,649
alpha_2.0_g_3.0,2.0,3.0,,features.10.weight,2,9.235653370159104e-05,0.0011875982525848755,648
alpha_2.0_g_3.0,2.0,3.0,,features.10.weight,3,0.0001555419860971487,0.0019281152818517312,647
alpha_2.0_g_3.0,2.0,3.0,,features.10.weight,4,0.0002160615652854704,0.0025996178874010817,646
alpha_2.0_g_3.0,2.0,3.0,,features.10.weight,6,0.00032147515929917183,0.0036947688207087256,644
alpha_2.0_g_3.0,2.0,3.0,,features.10.weight,8,0.00040595820054972493,0.004504711195226419,642
alpha_2.0_g_3.0,2.0,3.0,,features.10.weight,12,0.0005304259831400935,0.005573063623713576,638
alpha_2.0_g_3.0,2.0,3.0,,features.10.weight,16,0.0006209897842991583,0.006243551608597416,634
alpha_2.0_g_3.0,2.0,3.0,,features.10.weight,24,0.0007586213367044757,0.007099186602349038,626
alpha_2.0_g_3.0,2.0,3.0,,features.10.weight,32,0.000871994382361051,0.007678453285096415,618
alpha_2.0_g_3.0,2.0,3.0,,features.10.weight,48,0.0010752610970497052,0.00852623590669979,602
alpha_2.0_g_3.0,2.0,3.0,,features.10.weight,64,0.0012692590173620799,0.009190323622072113,586
alpha_2.0_g_3.0,2.0,3.0,,features.10.weight,96,0.0016597764667235244,0.010282109723734232,554
alpha_2.0_g_3.0,2.0,3.0,,features.10.weight,128,0.002071507262016162,0.011229659485081587,522
alpha_2.0_g_3.0,2.0,3.0,,features.12.weight,1,2.7315770284166982e-05,0.000383432833697744,649
alpha_2.0_g_3.0,2.0,3.0,,features.12.weight,2,7.541561596958721e-05,0.0010149576696589153,648
alpha_2.0_g_3.0,2.0,3.0,,features.12.weight,3,0.00012632760999692032,0.0016407475276011042,647
alpha_2.0_g_3.0,2.0,3.0,,features.12.weight,4,0.0001742526109840985,0.0021961360943518016,646
alpha_2.0_g_3.0,2.0,3.0,,features.12.weight,6,0.00025643355747524026,0.0030819532146863053,644
alpha_2.0_g_3.0,2.0,3.0,,features.12.weight,8,0.00032168783561193937,0.0037261348404234057,642
alpha_2.0_g_3.0,2.0,3.0,,features.12.weight,12,0.00041778486816778753,0.004570291737079315,638
alpha_2.0_g_3.0,2.0,3.0,,features.12.weight,16,0.00048817394976067186,0.005100967023933599,634
alpha_2.0_g_3.0,2.0,3.0,,features.12.weight,24,0.0005962550573641171,0.00578386235639315,626
alpha_2.0_g_3.0,2.0,3.0,,features.12.weight,32,0.0006860567669423805,0.006250414579657158,618
alpha_2.0_g_3.0,2.0,3.0,,features.12.weight,48,0.0008479664896478661,0.006936891440030223,602
alpha_2.0_g_3.0,2.0,3.0,,features.12.weight,64,0.001003095718012412,0.007476213648817074,586
alpha_2.0_g_3.0,2.0,3.0,,features.12.weight,96,0.001316368706051146,0.008365013124450987,554
alpha_2.0_g_3.0,2.0,3.0,,features.12.weight,128,0.0016474272701946146,0.009137804039786285,522
alpha_2.0_g_3.0,2.0,3.0,,features.14.weight,1,2.4028003430631428e-05,0.00034904873888920267,649
alpha_2.0_g_3.0,2.0,3.0,,features.14.weight,2,6.667444263744566e-05,0.0009319349791580623,648
alpha_2.0_g_3.0,2.0,3.0,,features.14.weight,3,0.00011110554410610302,0.001502707338243356,647
alpha_2.0_g_3.0,2.0,3.0,,features.14.weight,4,0.00015227552677116673,0.002002173767812601,646
alpha_2.0_g_3.0,2.0,3.0,,features.14.weight,6,0.00022154609373588828,0.0027829582010538865,644
alpha_2.0_g_3.0,2.0,3.0,,features.14.weight,8,0.000275584210592568,0.003339011946473008,642
alpha_2.0_g_3.0,2.0,3.0,,features.14.weight,12,0.0003541031892985489,0.004051959331280727,638
alpha_2.0_g_3.0,2.0,3.0,,features.14.weight,16,0.0004115839831704285,0.004496850413303218,634
alpha_2.0_g_3.0,2.0,3.0,,features.14.weight,24,0.0005004626244599625,0.005071637963352833,626
alpha_2.0_g_3.0,2.0,3.0,,features.14.weight,32,0.0005748475842278307,0.005466685899595901,618
alpha_2.0_g_3.0,2.0,3.0,,features.14.weight,48,0.000709672281946313,0.006049838283514495,602
alpha_2.0_g_3.0,2.0,3.0,,features.14.weight,64,0.000839383023472574,0.00650903566216615,586
alpha_2.0_g_3.0,2.0,3.0,,features.14.weight,96,0.0011022584422208648,0.007267310428534998,554
alpha_2.0_g_3.0,2.0,3.0,,features.14.weight,128,0.0013808660928327885,0.007928208359471162,522
alpha_2.0_g_3.0,2.0,3.0,,features.16.weight,1,2.3064258634965917e-05,0.0003444382444969388,649
alpha_2.0_g_3.0,2.0,3.0,,features.16.weight,2,6.405820364788309e-05,0.000922898539937895,648
alpha_2.0_g_3.0,2.0,3.0,,features.16.weight,3,0.0001061450752078883,0.0014833301521232336,647
alpha_2.0_g_3.0,2.0,3.0,,features.16.weight,4,0.0001445940013834279,0.0019687625314520484,646
alpha_2.0_g_3.0,2.0,3.0,,features.16.weight,6,0.00020801606207817796,0.0027126157297738722,644
alpha_2.0_g_3.0,2.0,3.0,,features.16.weight,8,0.0002565718491363637,0.003232408460293077,642
alpha_2.0_g_3.0,2.0,3.0,,features.16.weight,12,0.0003260009269708906,0.003886429332078694,638
alpha_2.0_g_3.0,2.0,3.0,,features.16.weight,16,0.0003762868267824723,0.004287230328045551,634
alpha_2.0_g_3.0,2.0,3.0,,features.16.weight,24,0.0004539608091436704,0.004800225616559711,626
alpha_2.0_g_3.0,2.0,3.0,,features.16.weight,32,0.0005191880472498078,0.005151081256590854,618
alpha_2.0_g_3.0,2.0,3.0,,features.16.weight,48,0.0006381014181587914,0.005668407935731952,602
alpha_2.0_g_3.0,2.0,3.0,,features.16.weight,64,0.0007532143224292941,0.006076078858761464,586
alpha_2.0_g_3.0,2.0,3.0,,features.16.weight,96,0.0009879713416767414,0.006750864912350434,554
alpha_2.0_g_3.0,2.0,3.0,,features.16.weight,128,0.0012381001182440315,0.0073413127783404,522
alpha_2.0_g_3.0,2.0,3.0,,features.2.weight,1,0.00013551822269722492,0.0016642853415614,649
alpha_2.0_g_3.0,2.0,3.0,,features.2.weight,2,0.00031347431421624303,0.003654065003298579,648
alpha_2.0_g_3.0,2.0,3.0,,features.2.weight,3,0.0005109500456193675,0.0057646278648852915,647
alpha_2.0_g_3.0,2.0,3.0,,features.2.weight,4,0.0007038101131639975,0.007756381098953444,646
alpha_2.0_g_3.0,2.0,3.0,,features.2.weight,6,0.0010418943520123483,0.011096813006830904,644
alpha_2.0_g_3.0,2.0,3.0,,features.2.weight,8,0.0013094661096784462,0.013582669550448808,642
alpha_2.0_g_3.0,2.0,3.0,,features.2.weight,12,0.0016891681797147572,0.016777621531331843,638
alpha_2.0_g_3.0,2.0,3.0,,features.2.weight,16,0.0019522678374408226,0.018690096478774655,634
