alpha,sigma,run_id,delta_t,method,layer_A,layer_B,correlation
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.4.weight,features.2.weight,0.9997827660622226
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.4.weight,features.4.weight,1.0
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.4.weight,features.6.weight,0.9999198224150411
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.4.weight,features.8.weight,0.9997536082107333
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.6.weight,classifier.weight,0.9993135567878346
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.6.weight,features.0.weight,0.9961605241207505
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.6.weight,features.10.weight,0.9998419939048169
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.6.weight,features.12.weight,0.9997082023353383
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.6.weight,features.14.weight,0.9995655004923875
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.6.weight,features.16.weight,0.9994331150504432
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.6.weight,features.2.weight,0.9994585162424114
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.6.weight,features.4.weight,0.9999198224150411
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.6.weight,features.6.weight,1.0
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.6.weight,features.8.weight,0.9999484949105383
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.8.weight,classifier.weight,0.9996219312609335
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.8.weight,features.0.weight,0.9952883316548613
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.8.weight,features.10.weight,0.9999661489610278
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.8.weight,features.12.weight,0.9998944428054938
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.8.weight,features.14.weight,0.9998028154626766
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.8.weight,features.16.weight,0.9997100334211695
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.8.weight,features.2.weight,0.9990967048746943
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.8.weight,features.4.weight,0.9997536082107333
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.8.weight,features.6.weight,0.9999484949105383
2.0,3.0,alpha_2.0_g_3.0,128,spearman,features.8.weight,features.8.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,1,spearman,classifier.weight,classifier.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,1,spearman,classifier.weight,features.0.weight,0.9435347384060105
1.5,3.0,alpha_1.5_g_3.0,1,spearman,classifier.weight,features.10.weight,0.9791622732310766
1.5,3.0,alpha_1.5_g_3.0,1,spearman,classifier.weight,features.12.weight,0.9825083780880681
1.5,3.0,alpha_1.5_g_3.0,1,spearman,classifier.weight,features.14.weight,0.9904357993537951
1.5,3.0,alpha_1.5_g_3.0,1,spearman,classifier.weight,features.16.weight,0.9944700017131209
1.5,3.0,alpha_1.5_g_3.0,1,spearman,classifier.weight,features.2.weight,0.9519359222553411
1.5,3.0,alpha_1.5_g_3.0,1,spearman,classifier.weight,features.4.weight,0.9568987425186398
1.5,3.0,alpha_1.5_g_3.0,1,spearman,classifier.weight,features.6.weight,0.9653933155397397
1.5,3.0,alpha_1.5_g_3.0,1,spearman,classifier.weight,features.8.weight,0.9694638245479421
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.0.weight,classifier.weight,0.9435347384060105
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.0.weight,features.0.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.0.weight,features.10.weight,0.9734960914806683
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.0.weight,features.12.weight,0.9684602905778729
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.0.weight,features.14.weight,0.9598355009217538
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.0.weight,features.16.weight,0.9516508781657794
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.0.weight,features.2.weight,0.9933706679492361
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.0.weight,features.4.weight,0.9893899914686654
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.0.weight,features.6.weight,0.9848652458905038
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.0.weight,features.8.weight,0.9803788948045749
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.10.weight,classifier.weight,0.9791622732310766
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.10.weight,features.0.weight,0.9734960914806683
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.10.weight,features.10.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.10.weight,features.12.weight,0.9965115071101337
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.10.weight,features.14.weight,0.9924056013646798
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.10.weight,features.16.weight,0.986881307752454
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.10.weight,features.2.weight,0.9806125200735957
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.10.weight,features.4.weight,0.9839462712324173
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.10.weight,features.6.weight,0.990770971702575
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.10.weight,features.8.weight,0.9933663188858638
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.12.weight,classifier.weight,0.9825083780880681
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.12.weight,features.0.weight,0.9684602905778729
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.12.weight,features.10.weight,0.9965115071101337
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.12.weight,features.12.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.12.weight,features.14.weight,0.99535903507834
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.12.weight,features.16.weight,0.9905177949602503
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.12.weight,features.2.weight,0.9755154695140739
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.12.weight,features.4.weight,0.9790063044739369
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.12.weight,features.6.weight,0.9861865621031143
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.12.weight,features.8.weight,0.9890512655531298
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.14.weight,classifier.weight,0.9904357993537951
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.14.weight,features.0.weight,0.9598355009217538
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.14.weight,features.10.weight,0.9924056013646798
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.14.weight,features.12.weight,0.99535903507834
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.14.weight,features.14.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.14.weight,features.16.weight,0.9967826291498603
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.14.weight,features.2.weight,0.9676387719085996
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.14.weight,features.4.weight,0.9720328973814658
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.14.weight,features.6.weight,0.9801079046601682
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.14.weight,features.8.weight,0.9839330701462767
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.16.weight,classifier.weight,0.9944700017131209
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.16.weight,features.0.weight,0.9516508781657794
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.16.weight,features.10.weight,0.986881307752454
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.16.weight,features.12.weight,0.9905177949602503
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.16.weight,features.14.weight,0.9967826291498603
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.16.weight,features.16.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.16.weight,features.2.weight,0.9596750578478452
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.16.weight,features.4.weight,0.9645770790270211
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.16.weight,features.6.weight,0.9729661692004444
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.16.weight,features.8.weight,0.9773821971685464
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.2.weight,classifier.weight,0.9519359222553411
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.2.weight,features.0.weight,0.9933706679492361
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.2.weight,features.10.weight,0.9806125200735957
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.2.weight,features.12.weight,0.9755154695140739
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.2.weight,features.14.weight,0.9676387719085996
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.2.weight,features.16.weight,0.9596750578478452
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.2.weight,features.2.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.2.weight,features.4.weight,0.9944369407174191
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.2.weight,features.6.weight,0.9906986353880909
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.2.weight,features.8.weight,0.9864369378095889
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.4.weight,classifier.weight,0.9568987425186398
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.4.weight,features.0.weight,0.9893899914686654
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.4.weight,features.10.weight,0.9839462712324173
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.4.weight,features.12.weight,0.9790063044739369
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.4.weight,features.14.weight,0.9720328973814658
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.4.weight,features.16.weight,0.9645770790270211
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.4.weight,features.2.weight,0.9944369407174191
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.4.weight,features.4.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.4.weight,features.6.weight,0.9931360219999067
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.4.weight,features.8.weight,0.9891539248581209
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.6.weight,classifier.weight,0.9653933155397397
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.6.weight,features.0.weight,0.9848652458905038
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.6.weight,features.10.weight,0.990770971702575
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.6.weight,features.12.weight,0.9861865621031143
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.6.weight,features.14.weight,0.9801079046601682
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.6.weight,features.16.weight,0.9729661692004444
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.6.weight,features.2.weight,0.9906986353880909
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.6.weight,features.4.weight,0.9931360219999067
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.6.weight,features.6.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.6.weight,features.8.weight,0.9947407964078702
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.8.weight,classifier.weight,0.9694638245479421
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.8.weight,features.0.weight,0.9803788948045749
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.8.weight,features.10.weight,0.9933663188858638
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.8.weight,features.12.weight,0.9890512655531298
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.8.weight,features.14.weight,0.9839330701462767
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.8.weight,features.16.weight,0.9773821971685464
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.8.weight,features.2.weight,0.9864369378095889
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.8.weight,features.4.weight,0.9891539248581209
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.8.weight,features.6.weight,0.9947407964078702
1.5,3.0,alpha_1.5_g_3.0,1,spearman,features.8.weight,features.8.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,2,spearman,classifier.weight,classifier.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,2,spearman,classifier.weight,features.0.weight,0.9516133016021264
1.5,3.0,alpha_1.5_g_3.0,2,spearman,classifier.weight,features.10.weight,0.9818055325592749
1.5,3.0,alpha_1.5_g_3.0,2,spearman,classifier.weight,features.12.weight,0.9841047931702596
1.5,3.0,alpha_1.5_g_3.0,2,spearman,classifier.weight,features.14.weight,0.9913161097535442
1.5,3.0,alpha_1.5_g_3.0,2,spearman,classifier.weight,features.16.weight,0.9951221958313643
1.5,3.0,alpha_1.5_g_3.0,2,spearman,classifier.weight,features.2.weight,0.9594343784187459
1.5,3.0,alpha_1.5_g_3.0,2,spearman,classifier.weight,features.4.weight,0.9633056699021041
1.5,3.0,alpha_1.5_g_3.0,2,spearman,classifier.weight,features.6.weight,0.9709547725833145
1.5,3.0,alpha_1.5_g_3.0,2,spearman,classifier.weight,features.8.weight,0.9737590486038618
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.0.weight,classifier.weight,0.9516133016021264
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.0.weight,features.0.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.0.weight,features.10.weight,0.9766427516420008
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.0.weight,features.12.weight,0.9726770546840702
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.0.weight,features.14.weight,0.9655608676120274
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.0.weight,features.16.weight,0.9592891313066396
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.0.weight,features.2.weight,0.9935875131720368
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.0.weight,features.4.weight,0.9897562056250052
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.0.weight,features.6.weight,0.9855179010717414
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.0.weight,features.8.weight,0.9819981604314664
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.10.weight,classifier.weight,0.9818055325592749
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.10.weight,features.0.weight,0.9766427516420008
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.10.weight,features.10.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.10.weight,features.12.weight,0.9966742334346127
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.10.weight,features.14.weight,0.9934152310693395
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.10.weight,features.16.weight,0.9888302739487383
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.10.weight,features.2.weight,0.9832519917756718
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.10.weight,features.4.weight,0.985581197301371
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.10.weight,features.6.weight,0.9924694979490278
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.10.weight,features.8.weight,0.994098461068096
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.12.weight,classifier.weight,0.9841047931702596
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.12.weight,features.0.weight,0.9726770546840702
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.12.weight,features.10.weight,0.9966742334346127
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.12.weight,features.12.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.12.weight,features.14.weight,0.996004695588727
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.12.weight,features.16.weight,0.9918535137056026
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.12.weight,features.2.weight,0.9789414559400239
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.12.weight,features.4.weight,0.9812118818688392
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.12.weight,features.6.weight,0.9882134294202501
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.12.weight,features.8.weight,0.9901149581160971
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.14.weight,classifier.weight,0.9913161097535442
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.14.weight,features.0.weight,0.9655608676120274
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.14.weight,features.10.weight,0.9934152310693395
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.14.weight,features.12.weight,0.996004695588727
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.14.weight,features.14.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.14.weight,features.16.weight,0.9974089659123992
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.14.weight,features.2.weight,0.9725666978391271
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.14.weight,features.4.weight,0.9757393848670346
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.14.weight,features.6.weight,0.9833946966102187
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.14.weight,features.8.weight,0.9861987240990553
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.16.weight,classifier.weight,0.9951221958313643
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.16.weight,features.0.weight,0.9592891313066396
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.16.weight,features.10.weight,0.9888302739487383
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.16.weight,features.12.weight,0.9918535137056026
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.16.weight,features.14.weight,0.9974089659123992
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.16.weight,features.16.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.16.weight,features.2.weight,0.96652221054559
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.16.weight,features.4.weight,0.9700885540217242
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.16.weight,features.6.weight,0.9777558672819051
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.16.weight,features.8.weight,0.9809037381368938
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.2.weight,classifier.weight,0.9594343784187459
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.2.weight,features.0.weight,0.9935875131720368
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.2.weight,features.10.weight,0.9832519917756718
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.2.weight,features.12.weight,0.9789414559400239
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.2.weight,features.14.weight,0.9725666978391271
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.2.weight,features.16.weight,0.96652221054559
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.2.weight,features.2.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.2.weight,features.4.weight,0.9949863411614416
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.2.weight,features.6.weight,0.9914094925722384
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.2.weight,features.8.weight,0.9878853554511249
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.4.weight,classifier.weight,0.9633056699021041
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.4.weight,features.0.weight,0.9897562056250052
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.4.weight,features.10.weight,0.985581197301371
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.4.weight,features.12.weight,0.9812118818688392
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.4.weight,features.14.weight,0.9757393848670346
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.4.weight,features.16.weight,0.9700885540217242
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.4.weight,features.2.weight,0.9949863411614416
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.4.weight,features.4.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.4.weight,features.6.weight,0.9931194298514626
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.4.weight,features.8.weight,0.9895649117252067
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.6.weight,classifier.weight,0.9709547725833145
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.6.weight,features.0.weight,0.9855179010717414
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.6.weight,features.10.weight,0.9924694979490278
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.6.weight,features.12.weight,0.9882134294202501
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.6.weight,features.14.weight,0.9833946966102187
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.6.weight,features.16.weight,0.9777558672819051
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.6.weight,features.2.weight,0.9914094925722384
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.6.weight,features.4.weight,0.9931194298514626
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.6.weight,features.6.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.6.weight,features.8.weight,0.9954152103610165
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.8.weight,classifier.weight,0.9737590486038618
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.8.weight,features.0.weight,0.9819981604314664
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.8.weight,features.10.weight,0.994098461068096
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.8.weight,features.12.weight,0.9901149581160971
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.8.weight,features.14.weight,0.9861987240990553
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.8.weight,features.16.weight,0.9809037381368938
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.8.weight,features.2.weight,0.9878853554511249
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.8.weight,features.4.weight,0.9895649117252067
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.8.weight,features.6.weight,0.9954152103610165
1.5,3.0,alpha_1.5_g_3.0,2,spearman,features.8.weight,features.8.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,4,spearman,classifier.weight,classifier.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,4,spearman,classifier.weight,features.0.weight,0.9589407050529022
1.5,3.0,alpha_1.5_g_3.0,4,spearman,classifier.weight,features.10.weight,0.9844768117708893
1.5,3.0,alpha_1.5_g_3.0,4,spearman,classifier.weight,features.12.weight,0.9864597650937101
1.5,3.0,alpha_1.5_g_3.0,4,spearman,classifier.weight,features.14.weight,0.9926788775902913
1.5,3.0,alpha_1.5_g_3.0,4,spearman,classifier.weight,features.16.weight,0.9959506868577999
1.5,3.0,alpha_1.5_g_3.0,4,spearman,classifier.weight,features.2.weight,0.9653678722671252
1.5,3.0,alpha_1.5_g_3.0,4,spearman,classifier.weight,features.4.weight,0.9679467195128272
1.5,3.0,alpha_1.5_g_3.0,4,spearman,classifier.weight,features.6.weight,0.9757783854637018
1.5,3.0,alpha_1.5_g_3.0,4,spearman,classifier.weight,features.8.weight,0.9780156459791246
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.0.weight,classifier.weight,0.9589407050529022
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.0.weight,features.0.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.0.weight,features.10.weight,0.9793410353806893
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.0.weight,features.12.weight,0.9758553601132837
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.0.weight,features.14.weight,0.9698251893251177
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.0.weight,features.16.weight,0.9653715698447181
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.0.weight,features.2.weight,0.9939760807310707
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.0.weight,features.4.weight,0.9904082340599223
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.0.weight,features.6.weight,0.9865540749357612
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.0.weight,features.8.weight,0.9837362963981149
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.10.weight,classifier.weight,0.9844768117708893
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.10.weight,features.0.weight,0.9793410353806893
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.10.weight,features.10.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.10.weight,features.12.weight,0.9964054306430669
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.10.weight,features.14.weight,0.9938149520129994
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.10.weight,features.16.weight,0.9902640320588991
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.10.weight,features.2.weight,0.9850493378599188
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.10.weight,features.4.weight,0.9863155560622502
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.10.weight,features.6.weight,0.9937676275972505
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.10.weight,features.8.weight,0.9948267730358623
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.12.weight,classifier.weight,0.9864597650937101
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.12.weight,features.0.weight,0.9758553601132837
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.12.weight,features.10.weight,0.9964054306430669
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.12.weight,features.12.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.12.weight,features.14.weight,0.9965723325788423
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.12.weight,features.16.weight,0.9932340886386329
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.12.weight,features.2.weight,0.9809045569734903
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.12.weight,features.4.weight,0.9819117947607726
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.12.weight,features.6.weight,0.9893141905779151
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.12.weight,features.8.weight,0.9908476806348443
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.14.weight,classifier.weight,0.9926788775902913
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.14.weight,features.0.weight,0.9698251893251177
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.14.weight,features.10.weight,0.9938149520129994
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.14.weight,features.12.weight,0.9965723325788423
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.14.weight,features.14.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.14.weight,features.16.weight,0.9979516091596227
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.14.weight,features.2.weight,0.9755740542102845
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.14.weight,features.4.weight,0.9774296623898415
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.14.weight,features.6.weight,0.9853788296728324
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.14.weight,features.8.weight,0.9877469338205229
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.16.weight,classifier.weight,0.9959506868577999
1.5,3.0,alpha_1.5_g_3.0,4,spearman,features.16.weight,features.0.weight,0.9653715698447181
