alpha,sigma,run_id,delta_t,method,layer_A,layer_B,correlation
1.5,3.0,alpha_1.5_g_3.0,6,dcor,classifier.weight,classifier.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,6,dcor,classifier.weight,features.0.weight,0.9571020809109303
1.5,3.0,alpha_1.5_g_3.0,6,dcor,classifier.weight,features.10.weight,0.9740579709274091
1.5,3.0,alpha_1.5_g_3.0,6,dcor,classifier.weight,features.12.weight,0.9736576303296279
1.5,3.0,alpha_1.5_g_3.0,6,dcor,classifier.weight,features.14.weight,0.9960300715295539
1.5,3.0,alpha_1.5_g_3.0,6,dcor,classifier.weight,features.16.weight,0.9996298231721652
1.5,3.0,alpha_1.5_g_3.0,6,dcor,classifier.weight,features.2.weight,0.9481828364083226
1.5,3.0,alpha_1.5_g_3.0,6,dcor,classifier.weight,features.4.weight,0.9518328629103353
1.5,3.0,alpha_1.5_g_3.0,6,dcor,classifier.weight,features.6.weight,0.9624974101261546
1.5,3.0,alpha_1.5_g_3.0,6,dcor,classifier.weight,features.8.weight,0.9699807059540719
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.0.weight,classifier.weight,0.9571020809109303
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.0.weight,features.0.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.0.weight,features.10.weight,0.9889366590404159
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.0.weight,features.12.weight,0.9834209813429555
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.0.weight,features.14.weight,0.9721562343153818
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.0.weight,features.16.weight,0.9554352383807404
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.0.weight,features.2.weight,0.994801008434736
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.0.weight,features.4.weight,0.9948623647591923
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.0.weight,features.6.weight,0.9924165755058452
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.0.weight,features.8.weight,0.9930858698344791
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.10.weight,classifier.weight,0.9740579709274091
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.10.weight,features.0.weight,0.9889366590404159
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.10.weight,features.10.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.10.weight,features.12.weight,0.9969141578000633
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.10.weight,features.14.weight,0.9889861179398166
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.10.weight,features.16.weight,0.9750020667860967
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.10.weight,features.2.weight,0.9804677587848135
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.10.weight,features.4.weight,0.9874009242552501
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.10.weight,features.6.weight,0.9977246877404421
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.10.weight,features.8.weight,0.9986039213023841
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.12.weight,classifier.weight,0.9736576303296279
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.12.weight,features.0.weight,0.9834209813429555
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.12.weight,features.10.weight,0.9969141578000633
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.12.weight,features.12.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.12.weight,features.14.weight,0.9864974454681497
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.12.weight,features.16.weight,0.9741606349318118
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.12.weight,features.2.weight,0.9774059330078879
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.12.weight,features.4.weight,0.9843634874853153
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.12.weight,features.6.weight,0.9940830166020901
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.12.weight,features.8.weight,0.9957767837394759
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.14.weight,classifier.weight,0.9960300715295539
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.14.weight,features.0.weight,0.9721562343153818
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.14.weight,features.10.weight,0.9889861179398166
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.14.weight,features.12.weight,0.9864974454681497
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.14.weight,features.14.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.14.weight,features.16.weight,0.9968519079593403
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.14.weight,features.2.weight,0.9617670353376749
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.14.weight,features.4.weight,0.9679099763798862
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.14.weight,features.6.weight,0.98066713650726
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.14.weight,features.8.weight,0.9853847096869355
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.16.weight,classifier.weight,0.9996298231721652
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.16.weight,features.0.weight,0.9554352383807404
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.16.weight,features.10.weight,0.9750020667860967
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.16.weight,features.12.weight,0.9741606349318118
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.16.weight,features.14.weight,0.9968519079593403
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.16.weight,features.16.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.16.weight,features.2.weight,0.9448904634228416
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.16.weight,features.4.weight,0.9495663243827531
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.16.weight,features.6.weight,0.962882365023501
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.16.weight,features.8.weight,0.9700732586279119
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.2.weight,classifier.weight,0.9481828364083226
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.2.weight,features.0.weight,0.994801008434736
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.2.weight,features.10.weight,0.9804677587848135
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.2.weight,features.12.weight,0.9774059330078879
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.2.weight,features.14.weight,0.9617670353376749
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.2.weight,features.16.weight,0.9448904634228416
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.2.weight,features.2.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.2.weight,features.4.weight,0.9970782330217389
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.2.weight,features.6.weight,0.9864994683418841
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.2.weight,features.8.weight,0.9867433989935656
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.4.weight,classifier.weight,0.9518328629103353
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.4.weight,features.0.weight,0.9948623647591923
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.4.weight,features.10.weight,0.9874009242552501
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.4.weight,features.12.weight,0.9843634874853153
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.4.weight,features.14.weight,0.9679099763798862
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.4.weight,features.16.weight,0.9495663243827531
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.4.weight,features.2.weight,0.9970782330217389
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.4.weight,features.4.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.4.weight,features.6.weight,0.9933986844067574
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.4.weight,features.8.weight,0.9928434686045127
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.6.weight,classifier.weight,0.9624974101261546
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.6.weight,features.0.weight,0.9924165755058452
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.6.weight,features.10.weight,0.9977246877404421
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.6.weight,features.12.weight,0.9940830166020901
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.6.weight,features.14.weight,0.98066713650726
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.6.weight,features.16.weight,0.962882365023501
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.6.weight,features.2.weight,0.9864994683418841
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.6.weight,features.4.weight,0.9933986844067574
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.6.weight,features.6.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.6.weight,features.8.weight,0.9990650659223842
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.8.weight,classifier.weight,0.9699807059540719
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.8.weight,features.0.weight,0.9930858698344791
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.8.weight,features.10.weight,0.9986039213023841
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.8.weight,features.12.weight,0.9957767837394759
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.8.weight,features.14.weight,0.9853847096869355
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.8.weight,features.16.weight,0.9700732586279119
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.8.weight,features.2.weight,0.9867433989935656
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.8.weight,features.4.weight,0.9928434686045127
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.8.weight,features.6.weight,0.9990650659223842
1.5,3.0,alpha_1.5_g_3.0,6,dcor,features.8.weight,features.8.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,8,dcor,classifier.weight,classifier.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,8,dcor,classifier.weight,features.0.weight,0.9679050811499083
1.5,3.0,alpha_1.5_g_3.0,8,dcor,classifier.weight,features.10.weight,0.9780076421606536
1.5,3.0,alpha_1.5_g_3.0,8,dcor,classifier.weight,features.12.weight,0.9790939496363964
1.5,3.0,alpha_1.5_g_3.0,8,dcor,classifier.weight,features.14.weight,0.9957771262009697
1.5,3.0,alpha_1.5_g_3.0,8,dcor,classifier.weight,features.16.weight,0.9996249933511626
1.5,3.0,alpha_1.5_g_3.0,8,dcor,classifier.weight,features.2.weight,0.9648159539191786
1.5,3.0,alpha_1.5_g_3.0,8,dcor,classifier.weight,features.4.weight,0.965871202774038
1.5,3.0,alpha_1.5_g_3.0,8,dcor,classifier.weight,features.6.weight,0.9680819683657776
1.5,3.0,alpha_1.5_g_3.0,8,dcor,classifier.weight,features.8.weight,0.9752972427837598
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.0.weight,classifier.weight,0.9679050811499083
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.0.weight,features.0.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.0.weight,features.10.weight,0.9931029407584537
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.0.weight,features.12.weight,0.9907653571327921
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.0.weight,features.14.weight,0.9816808320004492
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.0.weight,features.16.weight,0.9680240133933765
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.0.weight,features.2.weight,0.995812029312884
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.0.weight,features.4.weight,0.9958688005848714
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.0.weight,features.6.weight,0.9946410263588121
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.0.weight,features.8.weight,0.9950871782403058
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.10.weight,classifier.weight,0.9780076421606536
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.10.weight,features.0.weight,0.9931029407584537
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.10.weight,features.10.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.10.weight,features.12.weight,0.9979899342789279
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.10.weight,features.14.weight,0.992165579959694
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.10.weight,features.16.weight,0.9799697168567657
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.10.weight,features.2.weight,0.9870643013654657
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.10.weight,features.4.weight,0.9926639959361763
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.10.weight,features.6.weight,0.9982332972974943
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.10.weight,features.8.weight,0.9992773987429502
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.12.weight,classifier.weight,0.9790939496363964
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.12.weight,features.0.weight,0.9907653571327921
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.12.weight,features.10.weight,0.9979899342789279
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.12.weight,features.12.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.12.weight,features.14.weight,0.9910907332221297
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.12.weight,features.16.weight,0.9802750678771328
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.12.weight,features.2.weight,0.9880541996375921
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.12.weight,features.4.weight,0.993204118712222
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.12.weight,features.6.weight,0.996435507238853
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.12.weight,features.8.weight,0.9975076719726695
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.14.weight,classifier.weight,0.9957771262009697
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.14.weight,features.0.weight,0.9816808320004492
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.14.weight,features.10.weight,0.992165579959694
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.14.weight,features.12.weight,0.9910907332221297
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.14.weight,features.14.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.14.weight,features.16.weight,0.9969944349643077
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.14.weight,features.2.weight,0.9760778213647462
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.14.weight,features.4.weight,0.9799964544658147
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.14.weight,features.6.weight,0.9853807238989069
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.14.weight,features.8.weight,0.9900082766181383
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.16.weight,classifier.weight,0.9996249933511626
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.16.weight,features.0.weight,0.9680240133933765
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.16.weight,features.10.weight,0.9799697168567657
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.16.weight,features.12.weight,0.9802750678771328
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.16.weight,features.14.weight,0.9969944349643077
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.16.weight,features.16.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.16.weight,features.2.weight,0.9634259882928949
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.16.weight,features.4.weight,0.965510190458188
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.16.weight,features.6.weight,0.9698129316969939
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.16.weight,features.8.weight,0.9768025404797311
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.2.weight,classifier.weight,0.9648159539191786
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.2.weight,features.0.weight,0.995812029312884
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.2.weight,features.10.weight,0.9870643013654657
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.2.weight,features.12.weight,0.9880541996375921
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.2.weight,features.14.weight,0.9760778213647462
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.2.weight,features.16.weight,0.9634259882928949
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.2.weight,features.2.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.2.weight,features.4.weight,0.9972256004894902
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.2.weight,features.6.weight,0.9904947029915832
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.2.weight,features.8.weight,0.9908495036585832
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.4.weight,classifier.weight,0.965871202774038
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.4.weight,features.0.weight,0.9958688005848714
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.4.weight,features.10.weight,0.9926639959361763
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.4.weight,features.12.weight,0.993204118712222
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.4.weight,features.14.weight,0.9799964544658147
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.4.weight,features.16.weight,0.965510190458188
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.4.weight,features.2.weight,0.9972256004894902
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.4.weight,features.4.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.4.weight,features.6.weight,0.9962788505676019
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.4.weight,features.8.weight,0.9958048143838366
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.6.weight,classifier.weight,0.9680819683657776
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.6.weight,features.0.weight,0.9946410263588121
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.6.weight,features.10.weight,0.9982332972974943
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.6.weight,features.12.weight,0.996435507238853
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.6.weight,features.14.weight,0.9853807238989069
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.6.weight,features.16.weight,0.9698129316969939
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.6.weight,features.2.weight,0.9904947029915832
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.6.weight,features.4.weight,0.9962788505676019
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.6.weight,features.6.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.6.weight,features.8.weight,0.9993324671881492
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.8.weight,classifier.weight,0.9752972427837598
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.8.weight,features.0.weight,0.9950871782403058
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.8.weight,features.10.weight,0.9992773987429502
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.8.weight,features.12.weight,0.9975076719726695
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.8.weight,features.14.weight,0.9900082766181383
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.8.weight,features.16.weight,0.9768025404797311
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.8.weight,features.2.weight,0.9908495036585832
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.8.weight,features.4.weight,0.9958048143838366
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.8.weight,features.6.weight,0.9993324671881492
1.5,3.0,alpha_1.5_g_3.0,8,dcor,features.8.weight,features.8.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,12,dcor,classifier.weight,classifier.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,12,dcor,classifier.weight,features.0.weight,0.9778046358682323
1.5,3.0,alpha_1.5_g_3.0,12,dcor,classifier.weight,features.10.weight,0.9816738226732696
1.5,3.0,alpha_1.5_g_3.0,12,dcor,classifier.weight,features.12.weight,0.9847992620516943
1.5,3.0,alpha_1.5_g_3.0,12,dcor,classifier.weight,features.14.weight,0.9952560061619865
1.5,3.0,alpha_1.5_g_3.0,12,dcor,classifier.weight,features.16.weight,0.999579029610157
1.5,3.0,alpha_1.5_g_3.0,12,dcor,classifier.weight,features.2.weight,0.980144901684614
1.5,3.0,alpha_1.5_g_3.0,12,dcor,classifier.weight,features.4.weight,0.9768791353038065
1.5,3.0,alpha_1.5_g_3.0,12,dcor,classifier.weight,features.6.weight,0.9732952684759292
1.5,3.0,alpha_1.5_g_3.0,12,dcor,classifier.weight,features.8.weight,0.9788296622504454
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.0.weight,classifier.weight,0.9778046358682323
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.0.weight,features.0.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.0.weight,features.10.weight,0.9973025407393518
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.0.weight,features.12.weight,0.9966716219623548
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.0.weight,features.14.weight,0.9909598975653029
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.0.weight,features.16.weight,0.9805775751967282
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.0.weight,features.2.weight,0.99752879633513
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.0.weight,features.4.weight,0.9971629423779717
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.0.weight,features.6.weight,0.9972385126770895
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.0.weight,features.8.weight,0.9977301811748057
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.10.weight,classifier.weight,0.9816738226732696
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.10.weight,features.0.weight,0.9973025407393518
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.10.weight,features.10.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.10.weight,features.12.weight,0.9986234043370796
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.10.weight,features.14.weight,0.9951411972445873
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.10.weight,features.16.weight,0.9852830208831878
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.10.weight,features.2.weight,0.9946160374474341
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.10.weight,features.4.weight,0.9959175698261927
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.10.weight,features.6.weight,0.998801029158984
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.10.weight,features.8.weight,0.9995917413816405
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.12.weight,classifier.weight,0.9847992620516943
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.12.weight,features.0.weight,0.9966716219623548
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.12.weight,features.10.weight,0.9986234043370796
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.12.weight,features.12.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.12.weight,features.14.weight,0.9953845254800316
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.12.weight,features.16.weight,0.9873202902843337
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.12.weight,features.2.weight,0.9967399053804958
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.12.weight,features.4.weight,0.9974682434384247
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.12.weight,features.6.weight,0.997484672871361
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.12.weight,features.8.weight,0.9986495844751268
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.14.weight,classifier.weight,0.9952560061619865
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.14.weight,features.0.weight,0.9909598975653029
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.14.weight,features.10.weight,0.9951411972445873
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.14.weight,features.12.weight,0.9953845254800316
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.14.weight,features.14.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.14.weight,features.16.weight,0.9972338679774411
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.14.weight,features.2.weight,0.990306553682803
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.14.weight,features.4.weight,0.9894798478339137
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.14.weight,features.6.weight,0.9900530998138142
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.14.weight,features.8.weight,0.9933654096097213
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.16.weight,classifier.weight,0.999579029610157
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.16.weight,features.0.weight,0.9805775751967282
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.16.weight,features.10.weight,0.9852830208831878
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.16.weight,features.12.weight,0.9873202902843337
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.16.weight,features.14.weight,0.9972338679774411
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.16.weight,features.16.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.16.weight,features.2.weight,0.9818325314858736
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.16.weight,features.4.weight,0.9791608664780924
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.16.weight,features.6.weight,0.9773099460920539
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.16.weight,features.8.weight,0.9824811747145485
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.2.weight,classifier.weight,0.980144901684614
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.2.weight,features.0.weight,0.99752879633513
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.2.weight,features.10.weight,0.9946160374474341
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.2.weight,features.12.weight,0.9967399053804958
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.2.weight,features.14.weight,0.990306553682803
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.2.weight,features.16.weight,0.9818325314858736
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.2.weight,features.2.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.2.weight,features.4.weight,0.9987341698779189
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.2.weight,features.6.weight,0.9951112158851435
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.2.weight,features.8.weight,0.9958424420746054
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.4.weight,classifier.weight,0.9768791353038065
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.4.weight,features.0.weight,0.9971629423779717
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.4.weight,features.10.weight,0.9959175698261927
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.4.weight,features.12.weight,0.9974682434384247
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.4.weight,features.14.weight,0.9894798478339137
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.4.weight,features.16.weight,0.9791608664780924
1.5,3.0,alpha_1.5_g_3.0,12,dcor,features.4.weight,features.2.weight,0.9987341698779189
