init_alpha,init_sigma,epoch,layer,alpha,frobenius
1.4,2.0,600,features.12.weight,1.414505,232.81075
1.4,2.0,600,features.14.weight,1.4041137,1975.8921
1.4,2.0,600,features.16.weight,1.4476743,176.74875
1.4,2.0,600,classifier.weight,1.5952331,20.142912
1.4,2.0,6,features.0.weight,1.4248449,126.73271
1.4,2.0,6,features.2.weight,1.4106556,110.96487
1.4,2.0,6,features.4.weight,1.4129896,154.57706
1.4,2.0,6,features.6.weight,1.4128747,281.6928
1.4,2.0,6,features.8.weight,1.425882,284.02615
1.4,2.0,6,features.10.weight,1.379925,162.10188
1.4,2.0,6,features.12.weight,1.414583,232.80966
1.4,2.0,6,features.14.weight,1.4161774,1975.8921
1.4,2.0,6,features.16.weight,1.4482288,176.7456
1.4,2.0,6,classifier.weight,1.588278,20.097904
1.4,2.0,8,features.0.weight,1.4248536,126.73312
1.4,2.0,8,features.2.weight,1.4106667,110.96496
1.4,2.0,8,features.4.weight,1.4130006,154.5769
1.4,2.0,8,features.6.weight,1.4128866,281.6928
1.4,2.0,8,features.8.weight,1.4258955,284.02618
1.4,2.0,8,features.10.weight,1.3799173,162.1019
1.4,2.0,8,features.12.weight,1.4145709,232.80975
1.4,2.0,8,features.14.weight,1.4161901,1975.8921
1.4,2.0,8,features.16.weight,1.4482477,176.74556
1.4,2.0,8,classifier.weight,1.588278,20.09771
1.4,2.0,15,features.0.weight,1.4249266,126.73322
1.4,2.0,15,features.2.weight,1.4106692,110.96475
1.4,2.0,15,features.4.weight,1.4130272,154.57729
1.4,2.0,15,features.6.weight,1.4129072,281.69348
1.4,2.0,15,features.8.weight,1.4258653,284.02628
1.4,2.0,15,features.10.weight,1.3915452,162.10184
1.4,2.0,15,features.12.weight,1.4145951,232.80977
1.4,2.0,15,features.14.weight,1.4162358,1975.8921
1.4,2.0,15,features.16.weight,1.4482721,176.74557
1.4,2.0,15,classifier.weight,1.5885916,20.095034
1.4,2.0,20,features.0.weight,1.4249883,126.73392
1.4,2.0,20,features.2.weight,1.4106896,110.9647
1.4,2.0,20,features.4.weight,1.4130354,154.57718
1.4,2.0,20,features.6.weight,1.4129001,281.69366
1.4,2.0,20,features.8.weight,1.4258674,284.0262
1.4,2.0,20,features.10.weight,1.3799582,162.10178
1.4,2.0,20,features.12.weight,1.4146167,232.80983
1.4,2.0,20,features.14.weight,1.416253,1975.8921
1.4,2.0,20,features.16.weight,1.4482474,176.74564
1.4,2.0,20,classifier.weight,1.5884454,20.09567
1.4,2.0,100,features.0.weight,1.42499,126.73424
1.4,2.0,100,features.2.weight,1.4107329,110.96551
1.4,2.0,100,features.4.weight,1.4130316,154.57738
1.4,2.0,100,features.6.weight,1.4128942,281.69388
1.4,2.0,100,features.8.weight,1.4258488,284.02628
1.4,2.0,100,features.10.weight,1.3915646,162.1022
1.4,2.0,100,features.12.weight,1.4146148,232.8102
1.4,2.0,100,features.14.weight,1.41622,1975.8921
1.4,2.0,100,features.16.weight,1.4480755,176.74628
1.4,2.0,100,classifier.weight,1.6004968,20.108114
1.4,2.0,2,features.0.weight,1.4247756,126.73188
1.4,2.0,2,features.2.weight,1.4106296,110.965065
1.4,2.0,2,features.4.weight,1.4129995,154.57716
1.4,2.0,2,features.6.weight,1.4128265,281.69293
1.4,2.0,2,features.8.weight,1.4258001,284.02618
1.4,2.0,2,features.10.weight,1.3914539,162.1021
1.4,2.0,2,features.12.weight,1.4145696,232.80966
1.4,2.0,2,features.14.weight,1.4162008,1975.8921
1.4,2.0,2,features.16.weight,1.4481767,176.7461
1.4,2.0,2,classifier.weight,1.5884376,20.098448
1.4,2.0,4,features.0.weight,1.4248375,126.73193
1.4,2.0,4,features.2.weight,1.4106587,110.96497
1.4,2.0,4,features.4.weight,1.4129912,154.57724
1.4,2.0,4,features.6.weight,1.4128742,281.69278
1.4,2.0,4,features.8.weight,1.4258646,284.02615
1.4,2.0,4,features.10.weight,1.3914917,162.10202
1.4,2.0,4,features.12.weight,1.4145939,232.80959
1.4,2.0,4,features.14.weight,1.416206,1975.8921
1.4,2.0,4,features.16.weight,1.4482077,176.74565
1.4,2.0,4,classifier.weight,1.588278,20.098034
1.4,2.0,125,features.0.weight,1.4250212,126.73426
1.4,2.0,125,features.2.weight,1.4107337,110.96554
1.4,2.0,125,features.4.weight,1.4130067,154.57776
1.4,2.0,125,features.6.weight,1.4128872,281.69397
1.4,2.0,125,features.8.weight,1.4258388,284.0264
1.4,2.0,125,features.10.weight,1.3915535,162.1023
1.4,2.0,125,features.12.weight,1.4146038,232.81029
1.4,2.0,125,features.14.weight,1.4162097,1975.8921
1.4,2.0,125,features.16.weight,1.4480522,176.74654
1.4,2.0,125,classifier.weight,1.6000212,20.111673
1.4,2.0,0,features.0.weight,1.4246782,126.73287
1.4,2.0,0,features.2.weight,1.4104863,110.96522
1.4,2.0,0,features.4.weight,1.4129988,154.57668
1.4,2.0,0,features.6.weight,1.412806,281.6936
1.4,2.0,0,features.8.weight,1.4257137,284.02618
1.4,2.0,0,features.10.weight,1.3914129,162.1022
1.4,2.0,0,features.12.weight,1.4145422,232.80968
1.4,2.0,0,features.14.weight,1.416093,1975.8921
1.4,2.0,0,features.16.weight,1.4481285,176.74619
1.4,2.0,0,classifier.weight,1.5867947,20.10269
1.4,2.0,150,features.0.weight,1.425012,126.73425
1.4,2.0,150,features.2.weight,1.4107214,110.965706
1.4,2.0,150,features.4.weight,1.4130265,154.57755
1.4,2.0,150,features.6.weight,1.4129064,281.694
1.4,2.0,150,features.8.weight,1.4258441,284.02643
1.4,2.0,150,features.10.weight,1.3799608,162.10245
1.4,2.0,150,features.12.weight,1.414612,232.81033
1.4,2.0,150,features.14.weight,1.41617,1975.8921
1.4,2.0,150,features.16.weight,1.4480107,176.74675
1.4,2.0,150,classifier.weight,1.599888,20.11384
1.4,2.0,550,features.0.weight,1.4251195,126.734436
1.4,2.0,550,features.2.weight,1.410699,110.966446
1.4,2.0,550,features.4.weight,1.4130591,154.5777
1.4,2.0,550,features.6.weight,1.424806,281.69437
1.4,2.0,550,features.8.weight,1.4258561,284.0266
1.4,2.0,550,features.10.weight,1.3915492,162.10313
1.4,2.0,550,features.12.weight,1.4145118,232.8107
1.4,2.0,550,features.14.weight,1.4041052,1975.8921
1.4,2.0,550,features.16.weight,1.4476973,176.74854
1.4,2.0,550,classifier.weight,1.5952331,20.141594
1.4,2.0,500,features.0.weight,1.4251008,126.73441
1.4,2.0,500,features.2.weight,1.4107081,110.96643
1.4,2.0,500,features.4.weight,1.4130515,154.57768
1.4,2.0,500,features.6.weight,1.4248012,281.6943
1.4,2.0,500,features.8.weight,1.4258381,284.02664
1.4,2.0,500,features.10.weight,1.3799347,162.10312
1.4,2.0,500,features.12.weight,1.4145116,232.81068
1.4,2.0,500,features.14.weight,1.4041221,1975.8921
1.4,2.0,500,features.16.weight,1.447712,176.7484
1.4,2.0,500,classifier.weight,1.5956931,20.139267
1.4,2.0,40,features.0.weight,1.4249837,126.7341
1.4,2.0,40,features.2.weight,1.4107203,110.964836
1.4,2.0,40,features.4.weight,1.4130495,154.57724
1.4,2.0,40,features.6.weight,1.4129311,281.69376
1.4,2.0,40,features.8.weight,1.4258695,284.02618
1.4,2.0,40,features.10.weight,1.3799281,162.10216
1.4,2.0,40,features.12.weight,1.4146175,232.80984
1.4,2.0,40,features.14.weight,1.4162683,1975.8921
1.4,2.0,40,features.16.weight,1.4481897,176.74576
1.4,2.0,40,classifier.weight,1.5877546,20.1004
1.4,2.0,300,features.0.weight,1.4250871,126.734215
1.4,2.0,300,features.2.weight,1.4106997,110.96625
1.4,2.0,300,features.4.weight,1.4130397,154.57753
1.4,2.0,300,features.6.weight,1.4248197,281.69415
1.4,2.0,300,features.8.weight,1.4258407,284.0265
1.4,2.0,300,features.10.weight,1.3799394,162.10295
1.4,2.0,300,features.12.weight,1.4145827,232.81038
1.4,2.0,300,features.14.weight,1.4160944,1975.8921
1.4,2.0,300,features.16.weight,1.4478375,176.74747
1.4,2.0,300,classifier.weight,1.5977918,20.128847
1.4,2.0,75,features.0.weight,1.4250168,126.73404
1.4,2.0,75,features.2.weight,1.4107367,110.96528
1.4,2.0,75,features.4.weight,1.4130435,154.57745
1.4,2.0,75,features.6.weight,1.4128792,281.6939
1.4,2.0,75,features.8.weight,1.4258491,284.0262
1.4,2.0,75,features.10.weight,1.391542,162.10219
1.4,2.0,75,features.12.weight,1.4146253,232.8101
1.4,2.0,75,features.14.weight,1.4162441,1975.8921
1.4,2.0,75,features.16.weight,1.4481081,176.74611
1.4,2.0,75,classifier.weight,1.6011661,20.105139
1.4,2.0,200,features.0.weight,1.4250653,126.734146
1.4,2.0,200,features.2.weight,1.4107249,110.965866
1.4,2.0,200,features.4.weight,1.4130267,154.57768
1.4,2.0,200,features.6.weight,1.4128796,281.69406
1.4,2.0,200,features.8.weight,1.4258294,284.02646
1.4,2.0,200,features.10.weight,1.3799806,162.10257
1.4,2.0,200,features.12.weight,1.4146056,232.81036
1.4,2.0,200,features.14.weight,1.4161217,1975.8921
1.4,2.0,200,features.16.weight,1.4479426,176.747
1.4,2.0,200,classifier.weight,1.5989276,20.120213
1.4,2.0,10,features.0.weight,1.4249066,126.733894
1.4,2.0,10,features.2.weight,1.4106812,110.96494
1.4,2.0,10,features.4.weight,1.4130263,154.57689
1.4,2.0,10,features.6.weight,1.412881,281.69287
1.4,2.0,10,features.8.weight,1.4258846,284.0262
1.4,2.0,10,features.10.weight,1.3799419,162.10188
1.4,2.0,10,features.12.weight,1.4145732,232.80978
1.4,2.0,10,features.14.weight,1.416217,1975.8921
1.4,2.0,10,features.16.weight,1.4482683,176.74553
1.4,2.0,10,classifier.weight,1.5884196,20.097557
1.4,2.0,3,features.0.weight,1.4248341,126.73188
1.4,2.0,3,features.2.weight,1.4106536,110.96498
1.4,2.0,3,features.4.weight,1.4129986,154.57712
1.4,2.0,3,features.6.weight,1.4128478,281.69287
1.4,2.0,3,features.8.weight,1.4258517,284.02612
1.4,2.0,3,features.10.weight,1.3914664,162.10208
1.4,2.0,3,features.12.weight,1.4145734,232.80963
1.4,2.0,3,features.14.weight,1.4162122,1975.8921
1.4,2.0,3,features.16.weight,1.44818,176.74608
1.4,2.0,3,classifier.weight,1.588278,20.098295
1.4,2.0,250,features.0.weight,1.4250824,126.73421
1.4,2.0,250,features.2.weight,1.4107076,110.96621
1.4,2.0,250,features.4.weight,1.413034,154.57756
1.4,2.0,250,features.6.weight,1.4248294,281.69412
1.4,2.0,250,features.8.weight,1.4258275,284.02652
1.4,2.0,250,features.10.weight,1.3799508,162.1029
1.4,2.0,250,features.12.weight,1.4145786,232.8104
1.4,2.0,250,features.14.weight,1.4161175,1975.8921
1.4,2.0,250,features.16.weight,1.4478946,176.74718
1.4,2.0,250,classifier.weight,1.5981483,20.12448
1.4,2.0,400,features.0.weight,1.4250996,126.7344
1.4,2.0,400,features.2.weight,1.4107025,110.966385
1.4,2.0,400,features.4.weight,1.4130571,154.5776
1.4,2.0,400,features.6.weight,1.4248096,281.69424
1.4,2.0,400,features.8.weight,1.4258504,284.02658
1.4,2.0,400,features.10.weight,1.3915371,162.10297
1.4,2.0,400,features.12.weight,1.4145374,232.81061
1.4,2.0,400,features.14.weight,1.4160825,1975.8921
1.4,2.0,400,features.16.weight,1.4477708,176.74783
1.4,2.0,400,classifier.weight,1.596591,20.133839
1.4,2.0,650,features.0.weight,1.429489,126.7246
1.4,2.0,650,features.2.weight,1.4069462,110.87099
1.4,2.0,650,features.4.weight,1.4152832,154.56166
1.4,2.0,650,features.6.weight,1.4193491,281.48727
1.4,2.0,650,features.8.weight,1.4269726,284.13205
1.4,2.0,650,features.10.weight,1.3857131,161.90523
1.4,2.0,650,features.12.weight,1.4183662,233.01358
1.4,2.0,650,features.14.weight,1.409907,1973.4298
1.4,2.0,650,features.16.weight,1.4471507,176.66107
1.4,2.0,650,classifier.weight,1.5922464,20.150482
1.0,3.0,30,features.0.weight,1.0018544,870.2101
1.0,3.0,30,features.2.weight,1.0027021,490.2797
1.0,3.0,30,features.4.weight,0.9994716,852.24207
1.0,3.0,30,features.6.weight,0.99224323,2149.4963
1.0,3.0,30,features.8.weight,1.0174495,2186.689
1.0,3.0,30,features.10.weight,0.99233127,848.1687
1.0,3.0,30,features.12.weight,0.99918896,2537.5652
1.0,3.0,30,features.14.weight,0.9972076,49479.727
1.0,3.0,30,features.16.weight,1.0100757,1345.9684
1.0,3.0,30,classifier.weight,1.1432408,102.3041
1.0,3.0,50,features.0.weight,1.0019119,870.2102
1.0,3.0,50,features.2.weight,1.0027218,490.2798
1.0,3.0,50,features.4.weight,0.9954926,852.242
1.0,3.0,50,features.6.weight,0.99229115,2149.4963
1.0,3.0,50,features.8.weight,1.0174601,2186.689
1.0,3.0,50,features.10.weight,0.99236286,848.1687
1.0,3.0,50,features.12.weight,0.9991967,2537.5652
1.0,3.0,50,features.14.weight,0.99719596,49479.727
1.0,3.0,50,features.16.weight,1.0100611,1345.9685
1.0,3.0,50,classifier.weight,1.1431304,102.30557
1.0,3.0,1,features.0.weight,0.99896884,870.208
1.0,3.0,1,features.2.weight,1.0026327,490.27844
1.0,3.0,1,features.4.weight,0.99933666,852.2419
1.0,3.0,1,features.6.weight,0.99213964,2149.4963
1.0,3.0,1,features.8.weight,1.017308,2186.6892
1.0,3.0,1,features.10.weight,0.9921863,848.1685
1.0,3.0,1,features.12.weight,0.99912065,2537.5652
1.0,3.0,1,features.14.weight,0.9971163,49479.727
1.0,3.0,1,features.16.weight,1.0142523,1345.968
1.0,3.0,1,classifier.weight,1.0890467,102.265625
1.0,3.0,600,features.0.weight,1.0020132,870.2107
1.0,3.0,600,features.2.weight,1.0027971,490.2805
1.0,3.0,600,features.4.weight,0.99563783,852.24225
1.0,3.0,600,features.6.weight,0.99235934,2149.4966
1.0,3.0,600,features.8.weight,1.0175879,2186.6892
1.0,3.0,600,features.10.weight,0.99236965,848.169
1.0,3.0,600,features.12.weight,0.9991487,2537.565
1.0,3.0,600,features.14.weight,0.99711764,49479.727
1.0,3.0,600,features.16.weight,1.0096935,1345.9689
1.0,3.0,600,classifier.weight,1.1405823,102.32045
1.0,3.0,6,features.0.weight,1.0018383,870.20984
1.0,3.0,6,features.2.weight,1.002645,490.28
1.0,3.0,6,features.4.weight,0.999428,852.2419
1.0,3.0,6,features.6.weight,0.9921841,2149.4963
1.0,3.0,6,features.8.weight,1.0173848,2186.689
1.0,3.0,6,features.10.weight,0.99224865,848.1687
1.0,3.0,6,features.12.weight,0.9991602,2537.5652
1.0,3.0,6,features.14.weight,0.99716645,49479.727
1.0,3.0,6,features.16.weight,1.0102128,1345.9681
1.0,3.0,6,classifier.weight,1.0923369,102.278015
1.0,3.0,8,features.0.weight,1.0018541,870.2099
1.0,3.0,8,features.2.weight,1.002647,490.28006
1.0,3.0,8,features.4.weight,0.99944335,852.2419
1.0,3.0,8,features.6.weight,0.9961676,2149.4963
1.0,3.0,8,features.8.weight,1.0173687,2186.6892
1.0,3.0,8,features.10.weight,0.9922889,848.1687
1.0,3.0,8,features.12.weight,0.9991755,2537.5652
1.0,3.0,8,features.14.weight,0.99717927,49479.727
1.0,3.0,8,features.16.weight,1.0101775,1345.9683
1.0,3.0,8,classifier.weight,1.1061236,102.28455
1.0,3.0,15,features.0.weight,1.0018276,870.21
1.0,3.0,15,features.2.weight,1.0026722,490.27963
1.0,3.0,15,features.4.weight,0.9994617,852.24194
1.0,3.0,15,features.6.weight,0.9922348,2149.4963
1.0,3.0,15,features.8.weight,1.0174152,2186.689
1.0,3.0,15,features.10.weight,0.9923113,848.1687
1.0,3.0,15,features.12.weight,0.99917716,2537.5652
1.0,3.0,15,features.14.weight,0.99721295,49479.727
1.0,3.0,15,features.16.weight,1.010086,1345.9684
1.0,3.0,15,classifier.weight,1.143482,102.300804
1.0,3.0,20,features.0.weight,1.0018337,870.2101
1.0,3.0,20,features.2.weight,1.0027113,490.27963
1.0,3.0,20,features.4.weight,0.9994777,852.24194
1.0,3.0,20,features.6.weight,0.99224985,2149.4963
1.0,3.0,20,features.8.weight,1.0174235,2186.689
1.0,3.0,20,features.10.weight,0.9923178,848.1687
1.0,3.0,20,features.12.weight,0.99917126,2537.5652
1.0,3.0,20,features.14.weight,0.99721426,49479.727
1.0,3.0,20,features.16.weight,1.010083,1345.9684
1.0,3.0,20,classifier.weight,1.1433249,102.30242
1.0,3.0,100,features.0.weight,1.0018959,870.2105
1.0,3.0,100,features.2.weight,1.0027636,490.28024
1.0,3.0,100,features.4.weight,0.9955391,852.24207
1.0,3.0,100,features.6.weight,0.9962767,2149.4963
1.0,3.0,100,features.8.weight,1.0175408,2186.689
1.0,3.0,100,features.10.weight,0.99238294,848.1687
1.0,3.0,100,features.12.weight,0.99919504,2537.5652
1.0,3.0,100,features.14.weight,0.9971951,49479.727
1.0,3.0,100,features.16.weight,1.0099872,1345.9685
1.0,3.0,100,classifier.weight,1.1422782,102.31154
1.0,3.0,2,features.0.weight,0.99894196,870.20807
1.0,3.0,2,features.2.weight,1.0026379,490.27908
1.0,3.0,2,features.4.weight,0.99937844,852.24194
1.0,3.0,2,features.6.weight,0.99214864,2149.4966
1.0,3.0,2,features.8.weight,1.0173213,2186.6892
1.0,3.0,2,features.10.weight,0.9882544,848.16864
1.0,3.0,2,features.12.weight,0.99915206,2537.5652
1.0,3.0,2,features.14.weight,0.99712247,49479.727
1.0,3.0,2,features.16.weight,1.0102407,1345.968
1.0,3.0,2,classifier.weight,1.0889597,102.26722
1.0,3.0,4,features.0.weight,1.0017997,870.20984
1.0,3.0,4,features.2.weight,1.0026376,490.28006
1.0,3.0,4,features.4.weight,0.99941075,852.24194
1.0,3.0,4,features.6.weight,0.9921914,2149.4966
1.0,3.0,4,features.8.weight,1.0173305,2186.6892
1.0,3.0,4,features.10.weight,0.9882712,848.1687
1.0,3.0,4,features.12.weight,0.999151,2537.5652
1.0,3.0,4,features.14.weight,0.997157,49479.727
1.0,3.0,4,features.16.weight,1.0102538,1345.968
1.0,3.0,4,classifier.weight,1.0883379,102.271736
1.0,3.0,125,features.0.weight,1.0019237,870.2105
1.0,3.0,125,features.2.weight,1.0027536,490.28024
1.0,3.0,125,features.4.weight,0.99556136,852.24207
1.0,3.0,125,features.6.weight,0.9962993,2149.4963
1.0,3.0,125,features.8.weight,1.0175469,2186.689
1.0,3.0,125,features.10.weight,0.988439,848.1687
1.0,3.0,125,features.12.weight,0.9991999,2537.5652
1.0,3.0,125,features.14.weight,0.9971825,49479.727
1.0,3.0,125,features.16.weight,1.0099548,1345.9686
1.0,3.0,125,classifier.weight,1.14219,102.3123
1.0,3.0,0,features.0.weight,0.9950598,870.20734
1.0,3.0,0,features.2.weight,1.0067966,490.2782
1.0,3.0,0,features.4.weight,0.9953302,852.242
1.0,3.0,0,features.6.weight,0.99215746,2149.4963
1.0,3.0,0,features.8.weight,1.0173818,2186.6892
1.0,3.0,0,features.10.weight,0.9882692,848.16833
1.0,3.0,0,features.12.weight,0.99910337,2537.5652
1.0,3.0,0,features.14.weight,0.9970868,49479.727
1.0,3.0,0,features.16.weight,1.0102131,1345.968
1.0,3.0,0,classifier.weight,1.0894705,102.264595
1.0,3.0,150,features.0.weight,1.0019444,870.2106
1.0,3.0,150,features.2.weight,1.0027581,490.2802
1.0,3.0,150,features.4.weight,0.99556446,852.24207
1.0,3.0,150,features.6.weight,0.9962903,2149.4963
1.0,3.0,150,features.8.weight,1.0175557,2186.689
1.0,3.0,150,features.10.weight,0.99238104,848.1687
1.0,3.0,150,features.12.weight,0.99920005,2537.5652
1.0,3.0,150,features.14.weight,0.9971705,49479.727
1.0,3.0,150,features.16.weight,1.0099367,1345.9686
1.0,3.0,150,classifier.weight,1.1418979,102.31312
1.0,3.0,550,features.0.weight,1.0020121,870.2107
1.0,3.0,550,features.2.weight,1.0028003,490.28043
1.0,3.0,550,features.4.weight,0.9956359,852.24225
1.0,3.0,550,features.6.weight,0.99235934,2149.4966
1.0,3.0,550,features.8.weight,1.0175837,2186.6892
1.0,3.0,550,features.10.weight,0.9923689,848.169
1.0,3.0,550,features.12.weight,0.99915147,2537.565
1.0,3.0,550,features.14.weight,0.99712664,49479.727
1.0,3.0,550,features.16.weight,1.0096968,1345.9689
1.0,3.0,550,classifier.weight,1.140789,102.3199
1.0,3.0,500,features.0.weight,1.0020162,870.2107
1.0,3.0,500,features.2.weight,1.0028063,490.28043
1.0,3.0,500,features.4.weight,0.9956428,852.24225
1.0,3.0,500,features.6.weight,0.9923604,2149.4966
1.0,3.0,500,features.8.weight,1.0175736,2186.6892
1.0,3.0,500,features.10.weight,0.9884249,848.1689
1.0,3.0,500,features.12.weight,0.99915814,2537.565
1.0,3.0,500,features.14.weight,0.99713135,49479.727
1.0,3.0,500,features.16.weight,1.0097194,1345.9689
1.0,3.0,500,classifier.weight,1.140789,102.31957
1.0,3.0,40,features.0.weight,1.0019115,870.21014
1.0,3.0,40,features.2.weight,1.0027379,490.28012
1.0,3.0,40,features.4.weight,0.999493,852.242
1.0,3.0,40,features.6.weight,0.99623966,2149.4963
1.0,3.0,40,features.8.weight,1.0174493,2186.689
1.0,3.0,40,features.10.weight,0.9884077,848.1687
1.0,3.0,40,features.12.weight,0.99919444,2537.5652
1.0,3.0,40,features.14.weight,0.99720144,49479.727
1.0,3.0,40,features.16.weight,1.010061,1345.9685
1.0,3.0,40,classifier.weight,1.143152,102.30483
1.0,3.0,300,features.0.weight,1.0019695,870.2107
1.0,3.0,300,features.2.weight,1.002794,490.28043
1.0,3.0,300,features.4.weight,0.9956039,852.2422
1.0,3.0,300,features.6.weight,0.9923746,2149.4966
1.0,3.0,300,features.8.weight,1.0175775,2186.689
1.0,3.0,300,features.10.weight,0.9883994,848.16895
1.0,3.0,300,features.12.weight,0.9991905,2537.5652
1.0,3.0,300,features.14.weight,0.9971457,49479.727
1.0,3.0,300,features.16.weight,1.0097978,1345.9688
1.0,3.0,300,classifier.weight,1.1414967,102.31637
1.0,3.0,75,features.0.weight,1.0018654,870.2105
1.0,3.0,75,features.2.weight,1.002768,490.28018
1.0,3.0,75,features.4.weight,0.99551576,852.24207
1.0,3.0,75,features.6.weight,0.99627197,2149.4966
1.0,3.0,75,features.8.weight,1.017503,2186.689
1.0,3.0,75,features.10.weight,0.9923993,848.1687
1.0,3.0,75,features.12.weight,0.99919933,2537.5652
1.0,3.0,75,features.14.weight,0.99719477,49479.727
1.0,3.0,75,features.16.weight,1.010023,1345.9685
1.0,3.0,75,classifier.weight,1.1426003,102.30928
1.0,3.0,200,features.0.weight,1.0019808,870.21063
1.0,3.0,200,features.2.weight,1.0027971,490.28043
1.0,3.0,200,features.4.weight,0.9955859,852.2421
1.0,3.0,200,features.6.weight,0.9923488,2149.4963
1.0,3.0,200,features.8.weight,1.0175568,2186.689
1.0,3.0,200,features.10.weight,0.9884239,848.1689
1.0,3.0,200,features.12.weight,0.9992005,2537.5652
1.0,3.0,200,features.14.weight,0.9971507,49479.727
1.0,3.0,200,features.16.weight,1.0098729,1345.9686
1.0,3.0,200,classifier.weight,1.1417726,102.31445
1.0,3.0,10,features.0.weight,1.0018364,870.2099
1.0,3.0,10,features.2.weight,1.0026541,490.28003
1.0,3.0,10,features.4.weight,0.9994586,852.2419
1.0,3.0,10,features.6.weight,0.99221647,2149.4966
1.0,3.0,10,features.8.weight,1.0173812,2186.689
1.0,3.0,10,features.10.weight,0.9922984,848.1687
1.0,3.0,10,features.12.weight,0.999161,2537.5652
1.0,3.0,10,features.14.weight,0.9972018,49479.727
1.0,3.0,10,features.16.weight,1.0101507,1345.9684
1.0,3.0,10,classifier.weight,1.1194102,102.293205
1.0,3.0,3,features.0.weight,0.9989467,870.2082
1.0,3.0,3,features.2.weight,1.0026531,490.27917
1.0,3.0,3,features.4.weight,0.99939454,852.24194
1.0,3.0,3,features.6.weight,0.99217296,2149.4966
1.0,3.0,3,features.8.weight,1.017329,2186.6892
1.0,3.0,3,features.10.weight,0.9882608,848.16864
1.0,3.0,3,features.12.weight,0.99913955,2537.5652
1.0,3.0,3,features.14.weight,0.99712974,49479.727
1.0,3.0,3,features.16.weight,1.0102534,1345.9681
1.0,3.0,3,classifier.weight,1.0885359,102.26934
1.0,3.0,250,features.0.weight,1.0019724,870.2107
1.0,3.0,250,features.2.weight,1.0027792,490.2804
1.0,3.0,250,features.4.weight,0.99560755,852.24207
1.0,3.0,250,features.6.weight,0.9923538,2149.4963
1.0,3.0,250,features.8.weight,1.017565,2186.689
1.0,3.0,250,features.10.weight,0.98841476,848.1689
1.0,3.0,250,features.12.weight,0.99920577,2537.5652
1.0,3.0,250,features.14.weight,0.9971486,49479.727
1.0,3.0,250,features.16.weight,1.0098386,1345.9688
1.0,3.0,250,classifier.weight,1.1415923,102.315865
1.0,3.0,400,features.0.weight,1.0020064,870.2107
1.0,3.0,400,features.2.weight,1.0027976,490.28043
1.0,3.0,400,features.4.weight,0.99562657,852.2422
1.0,3.0,400,features.6.weight,0.99236286,2149.4966
1.0,3.0,400,features.8.weight,1.0175704,2186.6892
1.0,3.0,400,features.10.weight,0.9884084,848.1689
1.0,3.0,400,features.12.weight,0.9991698,2537.565
1.0,3.0,400,features.14.weight,0.99714226,49479.727
1.0,3.0,400,features.16.weight,1.009751,1345.9688
1.0,3.0,400,classifier.weight,1.1412661,102.31806
1.0,3.0,650,features.0.weight,1.0011824,870.9449
1.0,3.0,650,features.2.weight,1.0030438,490.65567
1.0,3.0,650,features.4.weight,0.9964393,851.2893
1.0,3.0,650,features.6.weight,0.9940013,2147.878
1.0,3.0,650,features.8.weight,1.0182451,2186.8303
1.0,3.0,650,features.10.weight,0.99053824,848.3109
1.0,3.0,650,features.12.weight,0.9983973,2542.1436
1.0,3.0,650,features.14.weight,0.99820936,49478.895
1.0,3.0,650,features.16.weight,1.0112151,1345.8962
1.0,3.0,650,classifier.weight,1.1422124,102.37166
1.6,2.0,30,features.0.weight,1.6642389,83.45278
1.6,2.0,30,features.2.weight,1.6339345,80.50344
1.6,2.0,30,features.4.weight,1.6352538,101.51825
1.6,2.0,30,features.6.weight,1.649686,156.06212
1.6,2.0,30,features.8.weight,1.6661808,156.96077
1.6,2.0,30,features.10.weight,1.6254224,105.5959
1.6,2.0,30,features.12.weight,1.6640958,122.88102
1.6,2.0,30,features.14.weight,1.639354,746.8559
1.6,2.0,30,features.16.weight,1.6811031,106.02173
1.6,2.0,30,classifier.weight,1.9097553,18.188057
1.6,2.0,50,features.0.weight,1.6642358,83.45306
1.6,2.0,50,features.2.weight,1.6339571,80.502594
1.6,2.0,50,features.4.weight,1.6351947,101.51863
1.6,2.0,50,features.6.weight,1.6497811,156.06218
1.6,2.0,50,features.8.weight,1.6662225,156.96077
1.6,2.0,50,features.10.weight,1.6253754,105.5963
1.6,2.0,50,features.12.weight,1.6640564,122.881325
1.6,2.0,50,features.14.weight,1.6393613,746.85596
1.6,2.0,50,features.16.weight,1.6811013,106.02218
1.6,2.0,50,classifier.weight,1.908646,18.194046
1.6,2.0,1,features.0.weight,1.6639909,83.45155
1.6,2.0,1,features.2.weight,1.6338885,80.50325
1.6,2.0,1,features.4.weight,1.6351347,101.518425
1.6,2.0,1,features.6.weight,1.6497004,156.06245
1.6,2.0,1,features.8.weight,1.6662124,156.96034
1.6,2.0,1,features.10.weight,1.6254283,105.596054
1.6,2.0,1,features.12.weight,1.6640711,122.88066
1.6,2.0,1,features.14.weight,1.6392933,746.8559
1.6,2.0,1,features.16.weight,1.6810815,106.0219
1.6,2.0,1,classifier.weight,1.9072912,18.20385
1.6,2.0,600,features.0.weight,1.664452,83.45418
1.6,2.0,600,features.2.weight,1.6339866,80.50374
1.6,2.0,600,features.4.weight,1.6352756,101.51968
