init_alpha,init_sigma,epoch,layer,alpha,frobenius
1.0,2.0,200,features.14.weight,0.99491066,32989.13
1.0,2.0,200,features.16.weight,1.0095369,898.4947
1.0,2.0,200,classifier.weight,1.1552634,68.1261
1.0,2.0,10,features.0.weight,1.0128288,579.77155
1.0,2.0,10,features.2.weight,1.0027891,326.99182
1.0,2.0,10,features.4.weight,0.99940395,567.10144
1.0,2.0,10,features.6.weight,0.9922019,1432.9886
1.0,2.0,10,features.8.weight,1.01534,1458.1895
1.0,2.0,10,features.10.weight,0.9922395,565.9473
1.0,2.0,10,features.12.weight,1.0010867,1691.6385
1.0,2.0,10,features.14.weight,0.99504435,32989.13
1.0,2.0,10,features.16.weight,1.0098404,898.49426
1.0,2.0,10,classifier.weight,1.1430937,68.32793
1.0,2.0,3,features.0.weight,1.0127201,579.77155
1.0,2.0,3,features.2.weight,1.0026944,326.9919
1.0,2.0,3,features.4.weight,0.99932444,567.1014
1.0,2.0,3,features.6.weight,0.9921406,1432.9886
1.0,2.0,3,features.8.weight,1.0215151,1458.1895
1.0,2.0,3,features.10.weight,0.9922051,565.9472
1.0,2.0,3,features.12.weight,1.0011148,1691.6385
1.0,2.0,3,features.14.weight,0.9951167,32989.13
1.0,2.0,3,features.16.weight,1.0101014,898.4939
1.0,2.0,3,classifier.weight,1.0872849,68.30427
1.0,2.0,250,features.0.weight,1.0131156,579.7716
1.0,2.0,250,features.2.weight,1.003059,326.992
1.0,2.0,250,features.4.weight,0.9995357,567.10144
1.0,2.0,250,features.6.weight,0.9923045,1432.9886
1.0,2.0,250,features.8.weight,1.0154178,1458.1896
1.0,2.0,250,features.10.weight,0.9922845,565.94745
1.0,2.0,250,features.12.weight,1.00104,1691.6387
1.0,2.0,250,features.14.weight,0.9948901,32989.13
1.0,2.0,250,features.16.weight,1.0095019,898.49475
1.0,2.0,250,classifier.weight,1.1546973,68.12768
1.0,2.0,400,features.0.weight,1.0131556,579.77167
1.0,2.0,400,features.2.weight,1.0030975,326.99203
1.0,2.0,400,features.4.weight,0.99956566,567.1015
1.0,2.0,400,features.6.weight,0.99229443,1432.9886
1.0,2.0,400,features.8.weight,1.0154376,1458.1896
1.0,2.0,400,features.10.weight,0.992243,565.9475
1.0,2.0,400,features.12.weight,1.0010062,1691.6387
1.0,2.0,400,features.14.weight,0.9948383,32989.13
1.0,2.0,400,features.16.weight,1.0094339,898.4949
1.0,2.0,400,classifier.weight,1.1545202,68.130264
1.0,2.0,650,features.0.weight,1.0151185,580.6308
1.0,2.0,650,features.2.weight,1.0054833,327.10406
1.0,2.0,650,features.4.weight,0.99713826,567.5264
1.0,2.0,650,features.6.weight,0.9928035,1431.9188
1.0,2.0,650,features.8.weight,1.0181668,1457.8871
1.0,2.0,650,features.10.weight,0.9892924,565.5407
1.0,2.0,650,features.12.weight,0.9983354,1694.762
1.0,2.0,650,features.14.weight,0.9968821,32985.93
1.0,2.0,650,features.16.weight,1.0120673,897.2648
1.0,2.0,650,classifier.weight,1.1547315,68.24812
1.8,1.5,30,features.0.weight,2.0197606,47.71118
1.8,1.5,30,features.2.weight,2.006335,47.84135
1.8,1.5,30,features.4.weight,1.9940933,54.194576
1.8,1.5,30,features.6.weight,1.9946067,69.33987
1.8,1.5,30,features.8.weight,2.0173893,69.590515
1.8,1.5,30,features.10.weight,1.966119,55.531757
1.8,1.5,30,features.12.weight,1.9975142,57.390137
1.8,1.5,30,features.14.weight,2.008124,227.60594
1.8,1.5,30,features.16.weight,2.0333798,54.05998
1.8,1.5,30,classifier.weight,2.4898634,13.300464
1.8,1.5,50,features.0.weight,2.0198958,47.710632
1.8,1.5,50,features.2.weight,2.006364,47.841034
1.8,1.5,50,features.4.weight,1.9941732,54.193813
1.8,1.5,50,features.6.weight,1.9946933,69.33979
1.8,1.5,50,features.8.weight,2.01724,69.59068
1.8,1.5,50,features.10.weight,1.9660633,55.53216
1.8,1.5,50,features.12.weight,1.9975744,57.39104
1.8,1.5,50,features.14.weight,2.008135,227.60608
1.8,1.5,50,features.16.weight,2.0332153,54.060825
1.8,1.5,50,classifier.weight,2.4882777,13.305183
1.8,1.5,1,features.0.weight,2.0194254,47.711613
1.8,1.5,1,features.2.weight,2.006209,47.842022
1.8,1.5,1,features.4.weight,1.9938731,54.19453
1.8,1.5,1,features.6.weight,1.994313,69.34065
1.8,1.5,1,features.8.weight,2.0171113,69.59123
1.8,1.5,1,features.10.weight,1.9659202,55.531414
1.8,1.5,1,features.12.weight,1.9976094,57.390667
1.8,1.5,1,features.14.weight,2.0082026,227.60579
1.8,1.5,1,features.16.weight,2.0333424,54.058964
1.8,1.5,1,classifier.weight,2.491524,13.2975855
1.8,1.5,600,features.0.weight,2.0204406,47.711704
1.8,1.5,600,features.2.weight,2.0069218,47.8453
1.8,1.5,600,features.4.weight,1.966964,54.19823
1.8,1.5,600,features.6.weight,1.9943986,69.34356
1.8,1.5,600,features.8.weight,2.0167742,69.59496
1.8,1.5,600,features.10.weight,1.965577,55.537643
1.8,1.5,600,features.12.weight,1.9967046,57.399094
1.8,1.5,600,features.14.weight,2.0071573,227.60852
1.8,1.5,600,features.16.weight,2.0311828,54.07556
1.8,1.5,600,classifier.weight,2.5001628,13.404064
1.8,1.5,6,features.0.weight,2.0195076,47.71158
1.8,1.5,6,features.2.weight,2.0063846,47.84206
1.8,1.5,6,features.4.weight,1.9940428,54.194794
1.8,1.5,6,features.6.weight,1.9943874,69.34054
1.8,1.5,6,features.8.weight,2.017273,69.591125
1.8,1.5,6,features.10.weight,1.9659969,55.53172
1.8,1.5,6,features.12.weight,1.9975756,57.38965
1.8,1.5,6,features.14.weight,2.00821,227.60582
1.8,1.5,6,features.16.weight,2.033475,54.058254
1.8,1.5,6,classifier.weight,2.4927318,13.295879
1.8,1.5,8,features.0.weight,2.0195832,47.711525
1.8,1.5,8,features.2.weight,2.0063646,47.84218
1.8,1.5,8,features.4.weight,1.9940364,54.194485
1.8,1.5,8,features.6.weight,1.9944156,69.34051
1.8,1.5,8,features.8.weight,2.0172844,69.59107
1.8,1.5,8,features.10.weight,1.9660121,55.53172
1.8,1.5,8,features.12.weight,1.9976099,57.38957
1.8,1.5,8,features.14.weight,2.0082536,227.60585
1.8,1.5,8,features.16.weight,2.0334907,54.058308
1.8,1.5,8,classifier.weight,2.492407,13.296056
1.8,1.5,15,features.0.weight,2.019678,47.711086
1.8,1.5,15,features.2.weight,2.006406,47.840473
1.8,1.5,15,features.4.weight,1.9940797,54.19432
1.8,1.5,15,features.6.weight,1.9945259,69.34028
1.8,1.5,15,features.8.weight,2.0173328,69.59105
1.8,1.5,15,features.10.weight,1.9660112,55.53163
1.8,1.5,15,features.12.weight,1.9974914,57.389786
1.8,1.5,15,features.14.weight,2.0082445,227.60582
1.8,1.5,15,features.16.weight,2.0334997,54.058437
1.8,1.5,15,classifier.weight,2.491526,13.29785
1.8,1.5,20,features.0.weight,2.0196898,47.711327
1.8,1.5,20,features.2.weight,2.0063713,47.840942
1.8,1.5,20,features.4.weight,1.9941471,54.19428
1.8,1.5,20,features.6.weight,1.9944768,69.34021
1.8,1.5,20,features.8.weight,2.0173914,69.590805
1.8,1.5,20,features.10.weight,1.9661084,55.531536
1.8,1.5,20,features.12.weight,1.9975418,57.389816
1.8,1.5,20,features.14.weight,2.008159,227.60585
1.8,1.5,20,features.16.weight,2.0334172,54.058952
1.8,1.5,20,classifier.weight,2.4921277,13.297705
1.8,1.5,100,features.0.weight,2.02008,47.71046
1.8,1.5,100,features.2.weight,2.00652,47.841873
1.8,1.5,100,features.4.weight,1.967128,54.194424
1.8,1.5,100,features.6.weight,1.9945942,69.34003
1.8,1.5,100,features.8.weight,2.0171688,69.59135
1.8,1.5,100,features.10.weight,1.9660494,55.532616
1.8,1.5,100,features.12.weight,1.9974897,57.39184
1.8,1.5,100,features.14.weight,2.0079799,227.60667
1.8,1.5,100,features.16.weight,2.0328994,54.062984
1.8,1.5,100,classifier.weight,2.4842076,13.319379
1.8,1.5,2,features.0.weight,2.0194583,47.711685
1.8,1.5,2,features.2.weight,2.0062883,47.841877
1.8,1.5,2,features.4.weight,1.9939013,54.194397
1.8,1.5,2,features.6.weight,1.9942701,69.3406
1.8,1.5,2,features.8.weight,2.0171585,69.59112
1.8,1.5,2,features.10.weight,1.9659423,55.53139
1.8,1.5,2,features.12.weight,1.9975891,57.39049
1.8,1.5,2,features.14.weight,2.0082724,227.60577
1.8,1.5,2,features.16.weight,2.0333743,54.058823
1.8,1.5,2,classifier.weight,2.491524,13.297499
1.8,1.5,4,features.0.weight,2.0194416,47.711914
1.8,1.5,4,features.2.weight,2.0063643,47.842083
1.8,1.5,4,features.4.weight,1.9940221,54.19411
1.8,1.5,4,features.6.weight,1.9943156,69.34066
1.8,1.5,4,features.8.weight,2.0172865,69.591034
1.8,1.5,4,features.10.weight,1.9660027,55.531376
1.8,1.5,4,features.12.weight,1.9975814,57.39043
1.8,1.5,4,features.14.weight,2.0082686,227.6058
1.8,1.5,4,features.16.weight,2.0333605,54.05885
1.8,1.5,4,classifier.weight,2.4930604,13.296057
1.8,1.5,125,features.0.weight,2.0201037,47.71032
1.8,1.5,125,features.2.weight,2.0066226,47.84183
1.8,1.5,125,features.4.weight,1.967054,54.19483
1.8,1.5,125,features.6.weight,1.9945043,69.3404
1.8,1.5,125,features.8.weight,2.0171952,69.59163
1.8,1.5,125,features.10.weight,1.9660575,55.53308
1.8,1.5,125,features.12.weight,1.997373,57.392963
1.8,1.5,125,features.14.weight,2.0078385,227.60681
1.8,1.5,125,features.16.weight,2.0327735,54.063957
1.8,1.5,125,classifier.weight,2.4802182,13.327192
1.8,1.5,0,features.0.weight,2.019287,47.7123
1.8,1.5,0,features.2.weight,2.0063374,47.84236
1.8,1.5,0,features.4.weight,1.9666448,54.19465
1.8,1.5,0,features.6.weight,1.99423,69.340614
1.8,1.5,0,features.8.weight,2.0171964,69.591034
1.8,1.5,0,features.10.weight,1.9659442,55.531715
1.8,1.5,0,features.12.weight,1.9975994,57.38983
1.8,1.5,0,features.14.weight,2.0081427,227.60582
1.8,1.5,0,features.16.weight,2.0330818,54.06026
1.8,1.5,0,classifier.weight,2.490093,13.30055
1.8,1.5,150,features.0.weight,2.0201604,47.71046
1.8,1.5,150,features.2.weight,2.0066662,47.842323
1.8,1.5,150,features.4.weight,1.9670831,54.19455
1.8,1.5,150,features.6.weight,1.9945602,69.34084
1.8,1.5,150,features.8.weight,2.01707,69.591896
1.8,1.5,150,features.10.weight,1.9660803,55.533527
1.8,1.5,150,features.12.weight,1.9973395,57.393177
1.8,1.5,150,features.14.weight,2.0078354,227.60695
1.8,1.5,150,features.16.weight,2.0326056,54.065113
1.8,1.5,150,classifier.weight,2.5023348,13.334569
1.8,1.5,550,features.0.weight,2.0204256,47.711586
1.8,1.5,550,features.2.weight,2.0068731,47.845417
1.8,1.5,550,features.4.weight,1.9669894,54.19809
1.8,1.5,550,features.6.weight,1.9944003,69.34338
1.8,1.5,550,features.8.weight,2.0167625,69.59483
1.8,1.5,550,features.10.weight,1.9655703,55.537422
1.8,1.5,550,features.12.weight,1.9967589,57.398685
1.8,1.5,550,features.14.weight,2.0072246,227.6084
1.8,1.5,550,features.16.weight,2.0312614,54.07482
1.8,1.5,550,classifier.weight,2.5014288,13.400253
1.8,1.5,500,features.0.weight,2.020392,47.711655
1.8,1.5,500,features.2.weight,2.0069022,47.845158
1.8,1.5,500,features.4.weight,1.9670397,54.198032
1.8,1.5,500,features.6.weight,1.9943315,69.34331
1.8,1.5,500,features.8.weight,2.016757,69.59467
1.8,1.5,500,features.10.weight,1.9655787,55.5372
1.8,1.5,500,features.12.weight,1.9967499,57.39838
1.8,1.5,500,features.14.weight,2.0072787,227.6083
1.8,1.5,500,features.16.weight,2.0313256,54.074177
1.8,1.5,500,classifier.weight,2.502348,13.395718
1.8,1.5,40,features.0.weight,2.0197997,47.71072
1.8,1.5,40,features.2.weight,2.0063746,47.84102
1.8,1.5,40,features.4.weight,1.9941641,54.193813
1.8,1.5,40,features.6.weight,1.994645,69.33983
1.8,1.5,40,features.8.weight,2.0172906,69.59065
1.8,1.5,40,features.10.weight,1.9660969,55.531944
1.8,1.5,40,features.12.weight,1.9975384,57.39034
1.8,1.5,40,features.14.weight,2.008111,227.60612
1.8,1.5,40,features.16.weight,2.0332737,54.0603
1.8,1.5,40,classifier.weight,2.4892676,13.302792
1.8,1.5,300,features.0.weight,2.0203023,47.71092
1.8,1.5,300,features.2.weight,2.0069075,47.843838
1.8,1.5,300,features.4.weight,1.967113,54.1969
1.8,1.5,300,features.6.weight,1.9944259,69.34228
1.8,1.5,300,features.8.weight,2.0168698,69.5936
1.8,1.5,300,features.10.weight,1.9658223,55.535507
1.8,1.5,300,features.12.weight,1.9970275,57.39603
1.8,1.5,300,features.14.weight,2.0075197,227.60771
1.8,1.5,300,features.16.weight,2.0318851,54.069912
1.8,1.5,300,classifier.weight,2.486521,13.366432
1.8,1.5,75,features.0.weight,2.0200322,47.710194
1.8,1.5,75,features.2.weight,2.0064218,47.841602
1.8,1.5,75,features.4.weight,1.967095,54.19429
1.8,1.5,75,features.6.weight,1.9945928,69.340065
1.8,1.5,75,features.8.weight,2.0171978,69.59104
1.8,1.5,75,features.10.weight,1.966048,55.532383
1.8,1.5,75,features.12.weight,1.99752,57.391277
1.8,1.5,75,features.14.weight,2.0080097,227.60643
1.8,1.5,75,features.16.weight,2.032978,54.061893
1.8,1.5,75,classifier.weight,2.4856732,13.313402
1.8,1.5,200,features.0.weight,2.0202296,47.710266
1.8,1.5,200,features.2.weight,2.0067928,47.8437
1.8,1.5,200,features.4.weight,1.9670355,54.195423
1.8,1.5,200,features.6.weight,1.994523,69.341484
1.8,1.5,200,features.8.weight,2.016965,69.59293
1.8,1.5,200,features.10.weight,1.965914,55.534203
1.8,1.5,200,features.12.weight,1.9971937,57.394238
1.8,1.5,200,features.14.weight,2.007671,227.60724
1.8,1.5,200,features.16.weight,2.0323117,54.066948
1.8,1.5,200,classifier.weight,2.4979267,13.345639
1.8,1.5,10,features.0.weight,2.0196784,47.71143
1.8,1.5,10,features.2.weight,2.0064168,47.84191
1.8,1.5,10,features.4.weight,1.9941123,54.194366
1.8,1.5,10,features.6.weight,1.9944156,69.34057
1.8,1.5,10,features.8.weight,2.0172777,69.59112
1.8,1.5,10,features.10.weight,1.9660133,55.53166
1.8,1.5,10,features.12.weight,1.9975917,57.38968
1.8,1.5,10,features.14.weight,2.0082314,227.60583
1.8,1.5,10,features.16.weight,2.0334764,54.058292
1.8,1.5,10,classifier.weight,2.4929097,13.296147
1.8,1.5,3,features.0.weight,2.019482,47.71183
1.8,1.5,3,features.2.weight,2.0063243,47.84082
1.8,1.5,3,features.4.weight,1.9939226,54.194355
1.8,1.5,3,features.6.weight,1.9943132,69.34052
1.8,1.5,3,features.8.weight,2.017211,69.59105
1.8,1.5,3,features.10.weight,1.9660022,55.531372
1.8,1.5,3,features.12.weight,1.9975399,57.390606
1.8,1.5,3,features.14.weight,2.0082717,227.60579
1.8,1.5,3,features.16.weight,2.0333798,54.058796
1.8,1.5,3,classifier.weight,2.491919,13.296967
1.8,1.5,250,features.0.weight,2.0202577,47.710686
1.8,1.5,250,features.2.weight,2.0068347,47.843708
1.8,1.5,250,features.4.weight,1.9671214,54.195885
1.8,1.5,250,features.6.weight,1.9944574,69.341934
1.8,1.5,250,features.8.weight,2.0168834,69.59343
1.8,1.5,250,features.10.weight,1.965879,55.5351
1.8,1.5,250,features.12.weight,1.9970865,57.395065
1.8,1.5,250,features.14.weight,2.00757,227.60751
1.8,1.5,250,features.16.weight,2.0320446,54.068695
1.8,1.5,250,classifier.weight,2.4904435,13.358106
1.8,1.5,400,features.0.weight,2.0203445,47.711536
1.8,1.5,400,features.2.weight,2.00689,47.844707
1.8,1.5,400,features.4.weight,1.9671029,54.19751
1.8,1.5,400,features.6.weight,1.9944223,69.342896
1.8,1.5,400,features.8.weight,2.016763,69.59417
1.8,1.5,400,features.10.weight,1.965685,55.536434
1.8,1.5,400,features.12.weight,1.9968587,57.397472
1.8,1.5,400,features.14.weight,2.007371,227.60806
1.8,1.5,400,features.16.weight,2.0315347,54.072113
1.8,1.5,400,classifier.weight,2.480869,13.385651
1.8,1.5,650,features.0.weight,2.024885,47.703743
1.8,1.5,650,features.2.weight,2.0112686,47.836994
1.8,1.5,650,features.4.weight,1.9766984,54.195038
1.8,1.5,650,features.6.weight,1.9973556,69.322685
1.8,1.5,650,features.8.weight,2.0148633,69.56048
1.8,1.5,650,features.10.weight,1.9705528,55.523266
1.8,1.5,650,features.12.weight,1.9983624,57.349087
1.8,1.5,650,features.14.weight,1.9999497,227.44794
1.8,1.5,650,features.16.weight,2.0351994,54.053528
1.8,1.5,650,classifier.weight,2.4932032,13.407612
1.6,1.5,30,features.0.weight,1.6594893,62.57999
1.6,1.5,30,features.2.weight,1.638756,60.424923
1.6,1.5,30,features.4.weight,1.630522,76.13096
1.6,1.5,30,features.6.weight,1.6592498,117.000565
1.6,1.5,30,features.8.weight,1.6662518,117.909836
1.6,1.5,30,features.10.weight,1.6254951,79.13975
1.6,1.5,30,features.12.weight,1.6687958,92.37644
1.6,1.5,30,features.14.weight,1.6394254,560.4516
1.6,1.5,30,features.16.weight,1.6713438,79.5102
1.6,1.5,30,classifier.weight,1.8997728,13.654061
1.6,1.5,50,features.0.weight,1.659515,62.58061
1.6,1.5,50,features.2.weight,1.6387068,60.425285
1.6,1.5,50,features.4.weight,1.6305982,76.13061
1.6,1.5,50,features.6.weight,1.6592208,117.00106
1.6,1.5,50,features.8.weight,1.6663655,117.91006
1.6,1.5,50,features.10.weight,1.6254519,79.13983
1.6,1.5,50,features.12.weight,1.6688535,92.37659
1.6,1.5,50,features.14.weight,1.6393951,560.45154
1.6,1.5,50,features.16.weight,1.6712826,79.51059
1.6,1.5,50,classifier.weight,1.8974555,13.661758
1.6,1.5,1,features.0.weight,1.6591825,62.58004
1.6,1.5,1,features.2.weight,1.6386327,60.4241
1.6,1.5,1,features.4.weight,1.6304221,76.131424
1.6,1.5,1,features.6.weight,1.6590465,117.00106
1.6,1.5,1,features.8.weight,1.6662782,117.90972
1.6,1.5,1,features.10.weight,1.6254373,79.13963
1.6,1.5,1,features.12.weight,1.6687043,92.37649
1.6,1.5,1,features.14.weight,1.6393653,560.45154
1.6,1.5,1,features.16.weight,1.6714382,79.50971
1.6,1.5,1,classifier.weight,1.9004741,13.650659
1.6,1.5,600,features.0.weight,1.6599612,62.582825
1.6,1.5,600,features.2.weight,1.6386372,60.427258
1.6,1.5,600,features.4.weight,1.6493732,76.1332
1.6,1.5,600,features.6.weight,1.659179,117.00308
1.6,1.5,600,features.8.weight,1.6661551,117.91246
1.6,1.5,600,features.10.weight,1.6249529,79.14385
1.6,1.5,600,features.12.weight,1.6682228,92.38064
1.6,1.5,600,features.14.weight,1.6386719,560.45245
1.6,1.5,600,features.16.weight,1.6700879,79.5219
1.6,1.5,600,classifier.weight,1.8988018,13.7545595
1.6,1.5,6,features.0.weight,1.659291,62.580753
1.6,1.5,6,features.2.weight,1.6387223,60.42403
1.6,1.5,6,features.4.weight,1.6304958,76.13134
1.6,1.5,6,features.6.weight,1.6590157,117.00083
1.6,1.5,6,features.8.weight,1.6662993,117.90962
1.6,1.5,6,features.10.weight,1.6254843,79.13971
1.6,1.5,6,features.12.weight,1.668709,92.3763
1.6,1.5,6,features.14.weight,1.6394315,560.45154
1.6,1.5,6,features.16.weight,1.6715088,79.509445
1.6,1.5,6,classifier.weight,1.9008362,13.649899
1.6,1.5,8,features.0.weight,1.6593367,62.580597
1.6,1.5,8,features.2.weight,1.6387465,60.424072
1.6,1.5,8,features.4.weight,1.6305392,76.13113
1.6,1.5,8,features.6.weight,1.6590452,117.00086
1.6,1.5,8,features.8.weight,1.6663024,117.909676
1.6,1.5,8,features.10.weight,1.6254866,79.139656
1.6,1.5,8,features.12.weight,1.6687111,92.37632
1.6,1.5,8,features.14.weight,1.6394122,560.4515
1.6,1.5,8,features.16.weight,1.671519,79.509346
1.6,1.5,8,classifier.weight,1.9008362,13.650058
1.6,1.5,15,features.0.weight,1.6593455,62.580452
1.6,1.5,15,features.2.weight,1.6386474,60.424904
1.6,1.5,15,features.4.weight,1.6305203,76.1313
1.6,1.5,15,features.6.weight,1.659091,117.00073
1.6,1.5,15,features.8.weight,1.6662363,117.90981
1.6,1.5,15,features.10.weight,1.6254694,79.13968
1.6,1.5,15,features.12.weight,1.6687526,92.37618
1.6,1.5,15,features.14.weight,1.6394764,560.45154
1.6,1.5,15,features.16.weight,1.671402,79.50967
1.6,1.5,15,classifier.weight,1.9008362,13.650389
1.6,1.5,20,features.0.weight,1.6593922,62.580788
1.6,1.5,20,features.2.weight,1.6386677,60.425037
1.6,1.5,20,features.4.weight,1.6305522,76.131294
1.6,1.5,20,features.6.weight,1.6591763,117.00065
1.6,1.5,20,features.8.weight,1.6662693,117.909744
1.6,1.5,20,features.10.weight,1.6254689,79.139755
1.6,1.5,20,features.12.weight,1.6687969,92.376335
1.6,1.5,20,features.14.weight,1.6394434,560.4516
1.6,1.5,20,features.16.weight,1.6713997,79.509964
1.6,1.5,20,classifier.weight,1.9006319,13.651439
1.6,1.5,100,features.0.weight,1.6596972,62.581577
1.6,1.5,100,features.2.weight,1.6387215,60.425037
1.6,1.5,100,features.4.weight,1.6305401,76.130974
1.6,1.5,100,features.6.weight,1.659233,117.00133
1.6,1.5,100,features.8.weight,1.6663562,117.910545
1.6,1.5,100,features.10.weight,1.6253452,79.14055
1.6,1.5,100,features.12.weight,1.6687483,92.37711
1.6,1.5,100,features.14.weight,1.6393191,560.4517
1.6,1.5,100,features.16.weight,1.6710597,79.51319
1.6,1.5,100,classifier.weight,1.8931594,13.680013
1.6,1.5,2,features.0.weight,1.6592789,62.579872
1.6,1.5,2,features.2.weight,1.6386508,60.424473
1.6,1.5,2,features.4.weight,1.630432,76.13124
1.6,1.5,2,features.6.weight,1.6590104,117.001076
1.6,1.5,2,features.8.weight,1.666351,117.90965
1.6,1.5,2,features.10.weight,1.6254562,79.13963
1.6,1.5,2,features.12.weight,1.6687084,92.37646
1.6,1.5,2,features.14.weight,1.6393735,560.45154
1.6,1.5,2,features.16.weight,1.6714575,79.50985
1.6,1.5,2,classifier.weight,1.9005649,13.650295
1.6,1.5,4,features.0.weight,1.6592491,62.581696
1.6,1.5,4,features.2.weight,1.6386831,60.4242
1.6,1.5,4,features.4.weight,1.6304686,76.13132
1.6,1.5,4,features.6.weight,1.6589917,117.00074
1.6,1.5,4,features.8.weight,1.6663216,117.909546
1.6,1.5,4,features.10.weight,1.6254996,79.139725
1.6,1.5,4,features.12.weight,1.6687068,92.37648
1.6,1.5,4,features.14.weight,1.6394168,560.45154
1.6,1.5,4,features.16.weight,1.6714578,79.50956
1.6,1.5,4,classifier.weight,1.9008257,13.65026
1.6,1.5,125,features.0.weight,1.6597238,62.58187
1.6,1.5,125,features.2.weight,1.6387699,60.425045
1.6,1.5,125,features.4.weight,1.6493162,76.131134
1.6,1.5,125,features.6.weight,1.6592356,117.00146
1.6,1.5,125,features.8.weight,1.6663502,117.91095
1.6,1.5,125,features.10.weight,1.6253294,79.140945
1.6,1.5,125,features.12.weight,1.6687407,92.37728
1.6,1.5,125,features.14.weight,1.6392366,560.4518
1.6,1.5,125,features.16.weight,1.6710045,79.51393
1.6,1.5,125,classifier.weight,1.9191005,13.684866
1.6,1.5,0,features.0.weight,1.6592354,62.580822
1.6,1.5,0,features.2.weight,1.6386175,60.424454
1.6,1.5,0,features.4.weight,1.630424,76.13144
1.6,1.5,0,features.6.weight,1.659042,117.00123
1.6,1.5,0,features.8.weight,1.6661826,117.910446
1.6,1.5,0,features.10.weight,1.6253796,79.13973
1.6,1.5,0,features.12.weight,1.6686159,92.37666
1.6,1.5,0,features.14.weight,1.6393532,560.45154
1.6,1.5,0,features.16.weight,1.6713624,79.510124
1.6,1.5,0,classifier.weight,1.8994682,13.656395
1.6,1.5,150,features.0.weight,1.6597304,62.582115
1.6,1.5,150,features.2.weight,1.6387453,60.425133
1.6,1.5,150,features.4.weight,1.6493375,76.13151
1.6,1.5,150,features.6.weight,1.659229,117.001656
1.6,1.5,150,features.8.weight,1.666372,117.911
1.6,1.5,150,features.10.weight,1.6253154,79.14095
1.6,1.5,150,features.12.weight,1.668725,92.37749
1.6,1.5,150,features.14.weight,1.6391634,560.4519
1.6,1.5,150,features.16.weight,1.6709459,79.514595
1.6,1.5,150,classifier.weight,1.9173385,13.690293
1.6,1.5,550,features.0.weight,1.6599628,62.582645
1.6,1.5,550,features.2.weight,1.6386293,60.427223
1.6,1.5,550,features.4.weight,1.6493862,76.13306
1.6,1.5,550,features.6.weight,1.6591957,117.00303
1.6,1.5,550,features.8.weight,1.6661824,117.91245
1.6,1.5,550,features.10.weight,1.624973,79.14369
1.6,1.5,550,features.12.weight,1.6682514,92.38046
1.6,1.5,550,features.14.weight,1.6386825,560.4524
1.6,1.5,550,features.16.weight,1.6701149,79.521576
1.6,1.5,550,classifier.weight,1.8995641,13.751176
1.6,1.5,500,features.0.weight,1.659927,62.582623
1.6,1.5,500,features.2.weight,1.638617,60.427032
1.6,1.5,500,features.4.weight,1.649389,76.13288
1.6,1.5,500,features.6.weight,1.6592535,117.00296
1.6,1.5,500,features.8.weight,1.6661781,117.91236
1.6,1.5,500,features.10.weight,1.625031,79.14341
1.6,1.5,500,features.12.weight,1.6682789,92.3802
1.6,1.5,500,features.14.weight,1.6387203,560.4524
1.6,1.5,500,features.16.weight,1.6701779,79.521065
1.6,1.5,500,classifier.weight,1.9009879,13.746275
1.6,1.5,40,features.0.weight,1.6595545,62.580517
1.6,1.5,40,features.2.weight,1.6387249,60.425045
1.6,1.5,40,features.4.weight,1.630556,76.130775
1.6,1.5,40,features.6.weight,1.6592624,117.00088
1.6,1.5,40,features.8.weight,1.6662998,117.91001
1.6,1.5,40,features.10.weight,1.6255071,79.139755
1.6,1.5,40,features.12.weight,1.668813,92.37656
1.6,1.5,40,features.14.weight,1.6394428,560.4516
1.6,1.5,40,features.16.weight,1.671307,79.510445
1.6,1.5,40,classifier.weight,1.8989258,13.656886
1.6,1.5,300,features.0.weight,1.6599157,62.58207
1.6,1.5,300,features.2.weight,1.6387409,60.42601
1.6,1.5,300,features.4.weight,1.6493673,76.13244
1.6,1.5,300,features.6.weight,1.6592919,117.002525
1.6,1.5,300,features.8.weight,1.6662804,117.91186
1.6,1.5,300,features.10.weight,1.6251755,79.14237
1.6,1.5,300,features.12.weight,1.6684756,92.379135
1.6,1.5,300,features.14.weight,1.6389049,560.4523
1.6,1.5,300,features.16.weight,1.6705046,79.51795
1.6,1.5,300,classifier.weight,1.9095051,13.715994
1.6,1.5,75,features.0.weight,1.659638,62.580807
1.6,1.5,75,features.2.weight,1.6387295,60.424614
1.6,1.5,75,features.4.weight,1.6305499,76.13056
1.6,1.5,75,features.6.weight,1.659177,117.001396
1.6,1.5,75,features.8.weight,1.6663835,117.910255
1.6,1.5,75,features.10.weight,1.6254096,79.14014
1.6,1.5,75,features.12.weight,1.6687865,92.37684
1.6,1.5,75,features.14.weight,1.6393346,560.45166
1.6,1.5,75,features.16.weight,1.6711826,79.51162
1.6,1.5,75,classifier.weight,1.8946702,13.668746
1.6,1.5,200,features.0.weight,1.6598347,62.58207
1.6,1.5,200,features.2.weight,1.6387134,60.42565
1.6,1.5,200,features.4.weight,1.6493555,76.131935
1.6,1.5,200,features.6.weight,1.6592546,117.00229
1.6,1.5,200,features.8.weight,1.6662978,117.91118
1.6,1.5,200,features.10.weight,1.6252446,79.14132
1.6,1.5,200,features.12.weight,1.6686226,92.378075
1.6,1.5,200,features.14.weight,1.6390653,560.4521
