alpha,sigma,run_id,delta_t,method,layer_A,layer_B,correlation
1.5,3.0,alpha_1.5_g_3.0,32,dcor,features.8.weight,features.14.weight,0.9385874678259973
1.5,3.0,alpha_1.5_g_3.0,32,dcor,features.8.weight,features.16.weight,0.9063451055575
1.5,3.0,alpha_1.5_g_3.0,32,dcor,features.8.weight,features.2.weight,0.9561873493398415
1.5,3.0,alpha_1.5_g_3.0,32,dcor,features.8.weight,features.4.weight,0.9610486937644965
1.5,3.0,alpha_1.5_g_3.0,32,dcor,features.8.weight,features.6.weight,0.9908712769671207
1.5,3.0,alpha_1.5_g_3.0,32,dcor,features.8.weight,features.8.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,64,dcor,classifier.weight,classifier.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,64,dcor,classifier.weight,features.0.weight,0.9079804309804369
1.5,3.0,alpha_1.5_g_3.0,64,dcor,classifier.weight,features.10.weight,0.9311798730298445
1.5,3.0,alpha_1.5_g_3.0,64,dcor,classifier.weight,features.12.weight,0.9279229553454265
1.5,3.0,alpha_1.5_g_3.0,64,dcor,classifier.weight,features.14.weight,0.9954695549740435
1.5,3.0,alpha_1.5_g_3.0,64,dcor,classifier.weight,features.16.weight,0.9996053253348971
1.5,3.0,alpha_1.5_g_3.0,64,dcor,classifier.weight,features.2.weight,0.8728460955061033
1.5,3.0,alpha_1.5_g_3.0,64,dcor,classifier.weight,features.4.weight,0.8751085798869317
1.5,3.0,alpha_1.5_g_3.0,64,dcor,classifier.weight,features.6.weight,0.8957612496248517
1.5,3.0,alpha_1.5_g_3.0,64,dcor,classifier.weight,features.8.weight,0.913948634141224
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.0.weight,classifier.weight,0.9079804309804369
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.0.weight,features.0.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.0.weight,features.10.weight,0.9736108555346691
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.0.weight,features.12.weight,0.953938683967727
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.0.weight,features.14.weight,0.9315379563622248
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.0.weight,features.16.weight,0.9048505345493258
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.0.weight,features.2.weight,0.9841229222089475
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.0.weight,features.4.weight,0.9764241860602535
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.0.weight,features.6.weight,0.9747428215751222
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.0.weight,features.8.weight,0.9765926408925549
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.10.weight,classifier.weight,0.9311798730298445
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.10.weight,features.0.weight,0.9736108555346691
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.10.weight,features.10.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.10.weight,features.12.weight,0.9820495407427927
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.10.weight,features.14.weight,0.9543155558447199
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.10.weight,features.16.weight,0.9290170859774404
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.10.weight,features.2.weight,0.9632576995617891
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.10.weight,features.4.weight,0.9669322730236938
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.10.weight,features.6.weight,0.9884172820480103
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.10.weight,features.8.weight,0.9918412334906526
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.12.weight,classifier.weight,0.9279229553454265
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.12.weight,features.0.weight,0.953938683967727
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.12.weight,features.10.weight,0.9820495407427927
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.12.weight,features.12.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.12.weight,features.14.weight,0.9474154802647615
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.12.weight,features.16.weight,0.9269468408274811
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.12.weight,features.2.weight,0.9422082384573476
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.12.weight,features.4.weight,0.9413858823157485
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.12.weight,features.6.weight,0.9680147842262332
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.12.weight,features.8.weight,0.9772821260528487
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.14.weight,classifier.weight,0.9954695549740435
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.14.weight,features.0.weight,0.9315379563622248
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.14.weight,features.10.weight,0.9543155558447199
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.14.weight,features.12.weight,0.9474154802647615
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.14.weight,features.14.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.14.weight,features.16.weight,0.9959592814272654
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.14.weight,features.2.weight,0.9008090491032897
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.14.weight,features.4.weight,0.9047948227920208
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.14.weight,features.6.weight,0.9256990556670406
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.14.weight,features.8.weight,0.9401944000846265
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.16.weight,classifier.weight,0.9996053253348971
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.16.weight,features.0.weight,0.9048505345493258
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.16.weight,features.10.weight,0.9290170859774404
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.16.weight,features.12.weight,0.9269468408274811
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.16.weight,features.14.weight,0.9959592814272654
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.16.weight,features.16.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.16.weight,features.2.weight,0.8687581066665784
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.16.weight,features.4.weight,0.8711636881869682
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.16.weight,features.6.weight,0.8924907923085093
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.16.weight,features.8.weight,0.9108075680879737
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.2.weight,classifier.weight,0.8728460955061033
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.2.weight,features.0.weight,0.9841229222089475
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.2.weight,features.10.weight,0.9632576995617891
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.2.weight,features.12.weight,0.9422082384573476
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.2.weight,features.14.weight,0.9008090491032897
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.2.weight,features.16.weight,0.8687581066665784
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.2.weight,features.2.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.2.weight,features.4.weight,0.9869200748632702
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.2.weight,features.6.weight,0.9701061213108453
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.2.weight,features.8.weight,0.9680098816840133
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.4.weight,classifier.weight,0.8751085798869317
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.4.weight,features.0.weight,0.9764241860602535
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.4.weight,features.10.weight,0.9669322730236938
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.4.weight,features.12.weight,0.9413858823157485
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.4.weight,features.14.weight,0.9047948227920208
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.4.weight,features.16.weight,0.8711636881869682
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.4.weight,features.2.weight,0.9869200748632702
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.4.weight,features.4.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.4.weight,features.6.weight,0.9769944793959153
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.4.weight,features.8.weight,0.9736259135984697
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.6.weight,classifier.weight,0.8957612496248517
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.6.weight,features.0.weight,0.9747428215751222
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.6.weight,features.10.weight,0.9884172820480103
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.6.weight,features.12.weight,0.9680147842262332
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.6.weight,features.14.weight,0.9256990556670406
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.6.weight,features.16.weight,0.8924907923085093
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.6.weight,features.2.weight,0.9701061213108453
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.6.weight,features.4.weight,0.9769944793959153
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.6.weight,features.6.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.6.weight,features.8.weight,0.9940275903669362
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.8.weight,classifier.weight,0.913948634141224
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.8.weight,features.0.weight,0.9765926408925549
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.8.weight,features.10.weight,0.9918412334906526
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.8.weight,features.12.weight,0.9772821260528487
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.8.weight,features.14.weight,0.9401944000846265
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.8.weight,features.16.weight,0.9108075680879737
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.8.weight,features.2.weight,0.9680098816840133
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.8.weight,features.4.weight,0.9736259135984697
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.8.weight,features.6.weight,0.9940275903669362
1.5,3.0,alpha_1.5_g_3.0,64,dcor,features.8.weight,features.8.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,128,dcor,classifier.weight,classifier.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,128,dcor,classifier.weight,features.0.weight,0.9165270473766153
1.5,3.0,alpha_1.5_g_3.0,128,dcor,classifier.weight,features.10.weight,0.9488991031314459
1.5,3.0,alpha_1.5_g_3.0,128,dcor,classifier.weight,features.12.weight,0.947865881296177
1.5,3.0,alpha_1.5_g_3.0,128,dcor,classifier.weight,features.14.weight,0.9966696004321645
1.5,3.0,alpha_1.5_g_3.0,128,dcor,classifier.weight,features.16.weight,0.9996909831402256
1.5,3.0,alpha_1.5_g_3.0,128,dcor,classifier.weight,features.2.weight,0.8866666240743588
1.5,3.0,alpha_1.5_g_3.0,128,dcor,classifier.weight,features.4.weight,0.8958881428661224
1.5,3.0,alpha_1.5_g_3.0,128,dcor,classifier.weight,features.6.weight,0.9172389209331075
1.5,3.0,alpha_1.5_g_3.0,128,dcor,classifier.weight,features.8.weight,0.932142111975543
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.0.weight,classifier.weight,0.9165270473766153
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.0.weight,features.0.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.0.weight,features.10.weight,0.9814453970857641
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.0.weight,features.12.weight,0.966885515360973
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.0.weight,features.14.weight,0.9377664521678383
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.0.weight,features.16.weight,0.9123419415184671
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.0.weight,features.2.weight,0.9885765187251239
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.0.weight,features.4.weight,0.9857081076306695
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.0.weight,features.6.weight,0.9845013804841134
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.0.weight,features.8.weight,0.9851309621688524
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.10.weight,classifier.weight,0.9488991031314459
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.10.weight,features.0.weight,0.9814453970857641
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.10.weight,features.10.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.10.weight,features.12.weight,0.9894449871428987
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.10.weight,features.14.weight,0.9676807871518894
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.10.weight,features.16.weight,0.9467286754247318
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.10.weight,features.2.weight,0.9703835698560819
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.10.weight,features.4.weight,0.9776946007451567
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.10.weight,features.6.weight,0.9934991814715528
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.10.weight,features.8.weight,0.9953134123593469
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.12.weight,classifier.weight,0.947865881296177
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.12.weight,features.0.weight,0.966885515360973
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.12.weight,features.10.weight,0.9894449871428987
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.12.weight,features.12.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.12.weight,features.14.weight,0.9640423224127762
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.12.weight,features.16.weight,0.946504959314557
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.12.weight,features.2.weight,0.9552896999183134
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.12.weight,features.4.weight,0.9606734043798151
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.12.weight,features.6.weight,0.9803293347739443
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.12.weight,features.8.weight,0.9861694868800075
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.14.weight,classifier.weight,0.9966696004321645
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.14.weight,features.0.weight,0.9377664521678383
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.14.weight,features.10.weight,0.9676807871518894
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.14.weight,features.12.weight,0.9640423224127762
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.14.weight,features.14.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.14.weight,features.16.weight,0.9967845210577316
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.14.weight,features.2.weight,0.9107096528650988
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.14.weight,features.4.weight,0.9210587950177241
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.14.weight,features.6.weight,0.9418125660101241
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.14.weight,features.8.weight,0.9534451532045165
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.16.weight,classifier.weight,0.9996909831402256
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.16.weight,features.0.weight,0.9123419415184671
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.16.weight,features.10.weight,0.9467286754247318
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.16.weight,features.12.weight,0.946504959314557
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.16.weight,features.14.weight,0.9967845210577316
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.16.weight,features.16.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.16.weight,features.2.weight,0.880937952703467
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.16.weight,features.4.weight,0.8909926566180721
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.16.weight,features.6.weight,0.9139248319271169
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.16.weight,features.8.weight,0.9289827571510548
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.2.weight,classifier.weight,0.8866666240743588
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.2.weight,features.0.weight,0.9885765187251239
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.2.weight,features.10.weight,0.9703835698560819
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.2.weight,features.12.weight,0.9552896999183134
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.2.weight,features.14.weight,0.9107096528650988
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.2.weight,features.16.weight,0.880937952703467
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.2.weight,features.2.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.2.weight,features.4.weight,0.9926131198636481
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.2.weight,features.6.weight,0.9784125289145644
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.2.weight,features.8.weight,0.9765372301350973
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.4.weight,classifier.weight,0.8958881428661224
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.4.weight,features.0.weight,0.9857081076306695
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.4.weight,features.10.weight,0.9776946007451567
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.4.weight,features.12.weight,0.9606734043798151
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.4.weight,features.14.weight,0.9210587950177241
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.4.weight,features.16.weight,0.8909926566180721
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.4.weight,features.2.weight,0.9926131198636481
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.4.weight,features.4.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.4.weight,features.6.weight,0.985971544651631
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.4.weight,features.8.weight,0.9841330335391997
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.6.weight,classifier.weight,0.9172389209331075
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.6.weight,features.0.weight,0.9845013804841134
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.6.weight,features.10.weight,0.9934991814715528
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.6.weight,features.12.weight,0.9803293347739443
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.6.weight,features.14.weight,0.9418125660101241
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.6.weight,features.16.weight,0.9139248319271169
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.6.weight,features.2.weight,0.9784125289145644
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.6.weight,features.4.weight,0.985971544651631
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.6.weight,features.6.weight,1.0
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.6.weight,features.8.weight,0.9963449685981861
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.8.weight,classifier.weight,0.932142111975543
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.8.weight,features.0.weight,0.9851309621688524
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.8.weight,features.10.weight,0.9953134123593469
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.8.weight,features.12.weight,0.9861694868800075
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.8.weight,features.14.weight,0.9534451532045165
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.8.weight,features.16.weight,0.9289827571510548
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.8.weight,features.2.weight,0.9765372301350973
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.8.weight,features.4.weight,0.9841330335391997
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.8.weight,features.6.weight,0.9963449685981861
1.5,3.0,alpha_1.5_g_3.0,128,dcor,features.8.weight,features.8.weight,1.0
1.2,3.0,alpha_1.2_g_3.0,1,dcor,classifier.weight,classifier.weight,1.0
1.2,3.0,alpha_1.2_g_3.0,1,dcor,classifier.weight,features.0.weight,0.5694106001155123
1.2,3.0,alpha_1.2_g_3.0,1,dcor,classifier.weight,features.10.weight,0.8169428127638608
1.2,3.0,alpha_1.2_g_3.0,1,dcor,classifier.weight,features.12.weight,0.8398030541356278
1.2,3.0,alpha_1.2_g_3.0,1,dcor,classifier.weight,features.14.weight,0.9154513760331855
1.2,3.0,alpha_1.2_g_3.0,1,dcor,classifier.weight,features.16.weight,0.9836666447510419
1.2,3.0,alpha_1.2_g_3.0,1,dcor,classifier.weight,features.2.weight,0.600529718511303
1.2,3.0,alpha_1.2_g_3.0,1,dcor,classifier.weight,features.4.weight,0.6904164863090854
1.2,3.0,alpha_1.2_g_3.0,1,dcor,classifier.weight,features.6.weight,0.6921307369256935
1.2,3.0,alpha_1.2_g_3.0,1,dcor,classifier.weight,features.8.weight,0.767753298723284
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.0.weight,classifier.weight,0.5694106001155123
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.0.weight,features.0.weight,1.0
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.0.weight,features.10.weight,0.5869120894536569
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.0.weight,features.12.weight,0.5774489629666374
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.0.weight,features.14.weight,0.6103150158822256
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.0.weight,features.16.weight,0.5957686242166916
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.0.weight,features.2.weight,0.7428588203795042
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.0.weight,features.4.weight,0.7079919859831005
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.0.weight,features.6.weight,0.6700287861405685
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.0.weight,features.8.weight,0.6432735140091282
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.10.weight,classifier.weight,0.8169428127638608
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.10.weight,features.0.weight,0.5869120894536569
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.10.weight,features.10.weight,1.0
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.10.weight,features.12.weight,0.8365210047325405
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.10.weight,features.14.weight,0.8420684855205528
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.10.weight,features.16.weight,0.841982478153221
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.10.weight,features.2.weight,0.6246139728967687
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.10.weight,features.4.weight,0.7075078370499891
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.10.weight,features.6.weight,0.7091181637520729
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.10.weight,features.8.weight,0.8040600800200574
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.12.weight,classifier.weight,0.8398030541356278
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.12.weight,features.0.weight,0.5774489629666374
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.12.weight,features.10.weight,0.8365210047325405
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.12.weight,features.12.weight,1.0
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.12.weight,features.14.weight,0.8432670398927307
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.12.weight,features.16.weight,0.8524996357479018
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.12.weight,features.2.weight,0.6097032957541877
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.12.weight,features.4.weight,0.6924756074999576
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.12.weight,features.6.weight,0.6806694807936102
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.12.weight,features.8.weight,0.7684460331916003
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.14.weight,classifier.weight,0.9154513760331855
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.14.weight,features.0.weight,0.6103150158822256
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.14.weight,features.10.weight,0.8420684855205528
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.14.weight,features.12.weight,0.8432670398927307
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.14.weight,features.14.weight,1.0
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.14.weight,features.16.weight,0.949880648404202
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.14.weight,features.2.weight,0.6382959647764872
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.14.weight,features.4.weight,0.7201416149094041
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.14.weight,features.6.weight,0.7160968079355275
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.14.weight,features.8.weight,0.7921805032041179
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.16.weight,classifier.weight,0.9836666447510419
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.16.weight,features.0.weight,0.5957686242166916
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.16.weight,features.10.weight,0.841982478153221
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.16.weight,features.12.weight,0.8524996357479018
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.16.weight,features.14.weight,0.949880648404202
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.16.weight,features.16.weight,1.0
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.16.weight,features.2.weight,0.6279950610404943
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.16.weight,features.4.weight,0.7138255663244111
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.16.weight,features.6.weight,0.7151540023067362
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.16.weight,features.8.weight,0.7921221913330868
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.2.weight,classifier.weight,0.600529718511303
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.2.weight,features.0.weight,0.7428588203795042
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.2.weight,features.10.weight,0.6246139728967687
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.2.weight,features.12.weight,0.6097032957541877
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.2.weight,features.14.weight,0.6382959647764872
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.2.weight,features.16.weight,0.6279950610404943
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.2.weight,features.2.weight,1.0
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.2.weight,features.4.weight,0.7696341489395107
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.2.weight,features.6.weight,0.7176314996634408
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.2.weight,features.8.weight,0.6810142652898944
1.2,3.0,alpha_1.2_g_3.0,1,dcor,features.4.weight,classifier.weight,0.6904164863090854
