epoch,train_loss,train_acc,test_loss,test_acc
10,0.46223931920045475,0.8852666666666666,0.4369601473400864,0.8935
20,0.3445093995218338,0.9086166666666666,0.33587668987014624,0.9103
30,0.29387274422625237,0.9207833333333333,0.2915930354236802,0.9213
40,0.26303559435265406,0.9290833333333334,0.2673988884102695,0.9279
50,0.24018725263538646,0.9349833333333334,0.24188483346112166,0.9353
60,0.2212348478371655,0.9399166666666666,0.22881834800767747,0.9369
70,0.20442205765989543,0.9448166666666666,0.21752075131841098,0.9391
80,0.18966410320196578,0.9488333333333333,0.20354842661019368,0.943
90,0.17793590403886747,0.95205,0.19377150849875394,0.9457
100,0.16715438903839602,0.9556833333333333,0.18526876377106843,0.9477
110,0.1576450399434897,0.9581166666666666,0.1782608494351182,0.9503
120,0.14881394284048569,0.9606,0.1701002315606309,0.952
130,0.14121739076239975,0.9624333333333334,0.16347886077305185,0.9537
140,0.13389416081088185,0.9642166666666667,0.15780954580471107,0.9543
150,0.1274828071565008,0.9659833333333333,0.15372750934071933,0.9557
