epoch,train_loss,train_acc,test_loss,test_acc
0,88.80937440516585,0.0957,90.62540206909179,0.0925
1,20.899334212480966,0.3995666666666667,13.386413478851319,0.4827
2,10.239471039529574,0.5331833333333333,7.658070802688599,0.5769
3,6.612918667874093,0.5785,5.3917135238647464,0.5957
4,4.584588058924271,0.6124,3.750761342048645,0.632
5,3.095527212498552,0.6489166666666667,2.4673346996307375,0.6873
6,2.0960304777500993,0.71495,1.7384580373764038,0.7277
7,1.405963641102031,0.7427333333333334,1.099402630329132,0.751
8,0.8282806004508066,0.7737333333333334,0.6746922105550766,0.8186
9,0.5895345564615928,0.83225,0.5841390520334244,0.8348
10,0.5317647866273331,0.8435,0.5422038108110427,0.8459
11,0.489633788496761,0.85425,0.5185485541820526,0.8524
12,0.4561747787362438,0.8642333333333333,0.49209457635879517,0.8622
13,0.42739068603111524,0.8713,0.4705305278301239,0.8638
14,0.4074854502233408,0.8767833333333334,0.4602187812328339,0.8688
15,0.39174380342839127,0.8812666666666666,0.44839541614055634,0.8697
16,0.38154404395717684,0.8838333333333334,0.4393055409193039,0.8726
17,0.3566547500885139,0.8911666666666667,0.42743010073900223,0.877
18,0.34280242000596,0.8960166666666667,0.4200180843472481,0.8779
19,0.3328005757372258,0.89925,0.40807321220636367,0.8803
20,0.3181352549690311,0.9037666666666667,0.399413001537323,0.8846
21,0.3073710612321304,0.9067666666666667,0.4007032588124275,0.8835
22,0.30548440980709207,0.9070666666666667,0.3904818043112755,0.8874
23,0.29370624559410546,0.911,0.3837302714586258,0.8905
24,0.2873321764044843,0.9125666666666666,0.3864299789071083,0.8895
25,0.2829726550538661,0.914,0.3785513177514076,0.8899
26,0.2721576796749891,0.9172,0.3771313905715942,0.8957
27,0.2647870597192797,0.9191,0.3671432852745056,0.8954
28,0.2538765522383027,0.9227666666666666,0.36455329805612563,0.8973
29,0.2449199696213512,0.92675,0.35889098793268204,0.8982
30,0.2414797281814834,0.9264666666666667,0.35562793761491773,0.8984
31,0.23584251030016753,0.9289166666666666,0.349297733604908,0.8998
32,0.22840857884641422,0.9316,0.34857344180345534,0.9005
33,0.22466070823750253,0.9319333333333333,0.34673034846782685,0.8992
34,0.21674057664507526,0.93445,0.33975359201431277,0.9034
35,0.2145463788913468,0.9352833333333334,0.3447475641965866,0.9023
36,0.20789786642890865,0.9375166666666667,0.34088800102472305,0.9039
37,0.20149613083419154,0.9398333333333333,0.3402660608291626,0.9048
38,0.19745321571826935,0.9414166666666667,0.3371917024254799,0.9049
39,0.19610851321179987,0.9408833333333333,0.33281025290489197,0.9067
40,0.19169771418733111,0.9421166666666667,0.32811578959226606,0.9068
41,0.1864077539767249,0.9440333333333333,0.32766258865594866,0.9073
42,0.1817930724661229,0.9458666666666666,0.3266181766986847,0.9083
43,0.17818606758521774,0.94705,0.32574098706245425,0.9101
44,0.17291714958215165,0.949,0.3253690153360367,0.9092
45,0.1713610944353928,0.9494833333333333,0.3215781569480896,0.9101
46,0.16693263917656267,0.9506166666666667,0.32255139499902724,0.9097
47,0.16199852829262362,0.95235,0.32683333903551104,0.9091
48,0.15943269090632262,0.9531166666666666,0.3197345495223999,0.9116
49,0.165756008635133,0.9507,0.31834695488214493,0.91
50,0.1622192285070985,0.9518,0.3172303900122643,0.9122
51,0.153888001911721,0.9551333333333333,0.31746908873319624,0.9135
52,0.15002595128144247,0.9563,0.3150740429759026,0.9135
53,0.14859981355020555,0.9563,0.3204608574509621,0.911
54,0.14640000323622915,0.9571,0.31578861027956007,0.9137
55,0.14347375424231512,0.95855,0.31692653298377993,0.9138
56,0.1398981087288614,0.9593333333333334,0.31195366829633714,0.9136
57,0.1365003657795615,0.9606833333333333,0.32048670649528505,0.9148
58,0.13389209152783377,0.9615666666666667,0.31421743631362914,0.9156
59,0.13230940219709428,0.96225,0.31283539831638335,0.9161
60,0.1309522392891221,0.9622833333333334,0.3133586719632149,0.9156
61,0.12718391191151182,0.96385,0.313007527589798,0.9147
62,0.12496572669784901,0.9645333333333334,0.31092709600925444,0.9157
63,0.1225942537441092,0.9653333333333334,0.31359963566064836,0.9178
64,0.12014088476613416,0.96605,0.3135364457964897,0.9164
65,0.11729441860974846,0.96745,0.3095106422901154,0.9161
66,0.11487784476603492,0.9682833333333334,0.3087745189666748,0.9182
67,0.11341266864437168,0.9685333333333334,0.3119755879044533,0.9191
68,0.1169221668930377,0.9672166666666666,0.31557299941778183,0.9192
69,0.11635855459055658,0.96675,0.31577028185129163,0.9204
70,0.1157950455859556,0.9672,0.3127086877822876,0.9196
71,0.11403921031850879,0.96785,0.3101648613810539,0.9194
72,0.1112999239210355,0.96875,0.3073743298649788,0.9195
73,0.11062635405588958,0.969,0.31186875104904177,0.9186
74,0.10649102345361548,0.9702,0.3051764965057373,0.9193
75,0.1043726683168088,0.9712333333333333,0.3074545845389366,0.9211
76,0.10388121160410219,0.9711333333333333,0.3075089916586876,0.9198
77,0.10289141308453123,0.9712833333333334,0.30739114433526993,0.9207
78,0.10316270892902957,0.9714666666666667,0.3049190670251846,0.9206
79,0.12119349344807157,0.9648833333333333,0.3127308487892151,0.9196
80,0.1128408978298559,0.9673166666666667,0.30785651206970216,0.9224
81,0.10494388223199522,0.9704666666666667,0.3063357353210449,0.9211
82,0.10076940716323206,0.9722666666666666,0.3081674337387085,0.9203
83,0.09787001561815456,0.9726166666666667,0.3072290077805519,0.9225
84,0.09712245580503497,0.9732,0.30391411036252974,0.9219
85,0.09562974524194912,0.97365,0.30518935471773145,0.922
86,0.09169079319147741,0.9750833333333333,0.30195944011211395,0.9243
87,0.08968709358724497,0.97575,0.303554368019104,0.9229
88,0.08816362892167043,0.9764833333333334,0.30613299608230593,0.9235
89,0.08711941994852938,0.9764666666666667,0.30340300500392914,0.923
90,0.08673694843457917,0.9766,0.302777798473835,0.9247
91,0.08492789158629159,0.97745,0.30564078837633135,0.9234
92,0.08822367542375953,0.9756333333333334,0.307257866859436,0.9222
93,0.0907747190508802,0.9749833333333333,0.3060056000947952,0.9224
94,0.08983716621237287,0.9749666666666666,0.3071391984820366,0.9227
95,0.08709346881862413,0.9759,0.30736330300569537,0.9222
96,0.08510444092295938,0.9770333333333333,0.30420211851596834,0.9228
97,0.0829978150836492,0.9779166666666667,0.3046135500073433,0.9254
98,0.08217488305043366,0.9781333333333333,0.3050610423088074,0.9235
