alpha,g,epoch,task_id,train_loss,train_acc,task_1_acc,task_2_acc,task_3_acc,task_4_acc,task_5_acc,layer_0_rank,layer_1_rank,layer_2_rank,layer_3_rank,layer_4_rank,layer_5_rank,layer_6_rank,layer_7_rank,layer_8_rank,layer_9_rank,total_rank_sum
1.2,1.0,1,1,4.578570924461522,0.6908333333333333,0.9780000448226929,,,,,,,,,,,,,,,
1.2,1.0,2,1,0.06478303256741863,0.97925,0.9830000400543213,,,,,,,,,,,,,,,
1.2,1.0,3,1,0.06316426592542136,0.9788333333333333,0.9810000658035278,,,,,,,,,,,,,,,
1.2,1.0,4,1,0.045488288120782754,0.9851666666666666,0.9845000505447388,,,,,,,,,,,,,,,
1.2,1.0,5,1,0.044472565299811515,0.9851666666666666,0.983500063419342,,,,,,,,,,,,,,,
1.2,1.0,6,1,0.04566728606562507,0.9848333333333333,0.9855000376701355,,,,,,,,,,,,,,,
1.2,1.0,7,1,0.03920912307667288,0.98675,0.9595000743865967,,,,,,,,,,,,,,,
1.2,1.0,8,1,0.036889431819795294,0.9879166666666667,0.9860000610351562,,,,,,,,,,,,,,,
1.2,1.0,9,1,0.03501804432078721,0.9881666666666666,0.9880000352859497,,,,,,,,,,,,,,,
1.2,1.0,10,1,0.031069726871445456,0.9901666666666666,0.9825000762939453,,,,,,,,,,,,,,,
1.2,1.0,11,1,0.031205459193207642,0.9895833333333334,0.9900000691413879,,,,,,,,,,,,,,,
1.2,1.0,12,1,0.030709787415578328,0.9900833333333333,0.9880000352859497,,,,,,,,,,,,,,,
1.2,1.0,13,1,0.028674401402314927,0.9903333333333333,0.987000048160553,,,,,,,,,,,,,,,
1.2,1.0,14,1,0.03041200292856492,0.99025,0.9905000329017639,,,,,,,,,,,,,,,
1.2,1.0,15,1,0.027651523799694915,0.9908333333333333,0.9895000457763672,,,,,,,,,,,,,,,
1.2,1.0,16,1,0.024533048222594438,0.9918333333333333,0.9895000457763672,,,,,,,,,,,,,,,
1.2,1.0,17,1,0.029565017363254693,0.9900833333333333,0.9905000329017639,,,,,,,,,,,,,,,
1.2,1.0,18,1,0.022028536946968512,0.9930833333333333,0.9865000247955322,,,,,,,,,,,,,,,
1.2,1.0,19,1,0.02104770642224739,0.9930833333333333,0.9910000562667847,,,,,,,,,,,,,,,
1.2,1.0,20,1,0.021675287877169856,0.99275,0.9910000562667847,,,,,33.0,33.0,31.0,25.0,21.0,11.0,7.0,3.0,2.0,2.0,168.0
1.2,1.0,1,2,56.3865498076094,0.0,0.9910000562667847,0.0,,,,,,,,,,,,,,
1.2,1.0,2,2,54.700941248142975,0.0,0.9915000200271606,0.0,,,,,,,,,,,,,,
1.2,1.0,3,2,45.05810232365385,0.14358333333333334,0.9900000691413879,0.4855000376701355,,,,,,,,,,,,,,
1.2,1.0,4,2,28.520815605812885,0.49341666666666667,0.9905000329017639,0.4960000216960907,,,,,,,,,,,,,,
1.2,1.0,5,2,28.369908454570364,0.4975833333333333,0.9905000329017639,0.4975000321865082,,,,,,,,,,,,,,
1.2,1.0,6,2,28.26627270718838,0.49875,0.9890000224113464,0.49900001287460327,,,,,,,,,,,,,,
1.2,1.0,7,2,28.117997859386687,0.4995833333333333,0.9865000247955322,0.499500036239624,,,,,,,,,,,,,,
1.2,1.0,8,2,27.83104356806329,0.4995833333333333,0.9820000529289246,0.49900001287460327,,,,,,,,,,,,,,
1.2,1.0,9,2,27.158396091867,0.4995833333333333,0.9725000262260437,0.49900001287460327,,,,,,,,,,,,,,
1.2,1.0,10,2,23.462234446342954,0.49966666666666665,0.8985000252723694,0.49800002574920654,,,,,,,,,,,,,,
1.2,1.0,11,2,13.220224806602966,0.508,0.7885000109672546,0.5400000214576721,,,,,,,,,,,,,,
1.2,1.0,12,2,9.18679960737837,0.7163333333333334,0.7200000286102295,0.815500020980835,,,,,,,,,,,,,,
1.2,1.0,13,2,6.9440616217065365,0.8505,0.659500002861023,0.8605000376701355,,,,,,,,,,,,,,
1.2,1.0,14,2,5.472715966244961,0.89,0.625,0.8860000371932983,,,,,,,,,,,,,,
1.2,1.0,15,2,4.563340255554686,0.9085833333333333,0.5885000228881836,0.9030000567436218,,,,,,,,,,,,,,
1.2,1.0,16,2,3.782262401377901,0.9238333333333333,0.5545000433921814,0.9150000214576721,,,,,,,,,,,,,,
1.2,1.0,17,2,3.2749299356277954,0.9348333333333333,0.5315000414848328,0.921000063419342,,,,,,,,,,,,,,
1.2,1.0,18,2,2.9240455285031746,0.94225,0.5170000195503235,0.9290000200271606,,,,,,,,,,,,,,
1.2,1.0,19,2,2.690292418637174,0.94675,0.5080000162124634,0.9305000305175781,,,,,,,,,,,,,,
1.2,1.0,20,2,2.5030324440053167,0.9508333333333333,0.49150002002716064,0.9345000386238098,,,,60.0,54.0,43.0,32.0,25.0,16.0,11.0,7.0,4.0,4.0,256.0
1.2,1.0,1,3,10.621750288821282,0.16958333333333334,0.48850002884864807,0.9285000562667847,0.31700000166893005,,,,,,,,,,,,,
1.2,1.0,2,3,5.152985653978713,0.37575,0.4805000126361847,0.9200000166893005,0.47850000858306885,,,,,,,,,,,,,
1.2,1.0,3,3,3.4703013351623047,0.6460833333333333,0.47600001096725464,0.9000000357627869,0.7380000352859497,,,,,,,,,,,,,
1.2,1.0,4,3,2.690569298064455,0.77625,0.47200003266334534,0.8845000267028809,0.800000011920929,,,,,,,,,,,,,
1.2,1.0,5,3,2.2285703705980424,0.8246666666666667,0.4740000367164612,0.8715000152587891,0.830500066280365,,,,,,,,,,,,,
1.2,1.0,6,3,1.9371270175943984,0.85225,0.47200003266334534,0.8665000200271606,0.8575000166893005,,,,,,,,,,,,,
1.2,1.0,7,3,1.7127014002267351,0.8709166666666667,0.47200003266334534,0.8555000424385071,0.8755000233650208,,,,,,,,,,,,,
1.2,1.0,8,3,1.530040057098612,0.8864166666666666,0.47450003027915955,0.8475000262260437,0.8890000581741333,,,,,,,,,,,,,
1.2,1.0,9,3,1.3685340315420578,0.8978333333333334,0.4765000343322754,0.8410000205039978,0.8970000147819519,,,,,,,,,,,,,
1.2,1.0,10,3,1.2673183984737446,0.90625,0.47600001096725464,0.8345000147819519,0.905500054359436,,,,,,,,,,,,,
1.2,1.0,11,3,1.1845139583691637,0.91475,0.47350001335144043,0.8300000429153442,0.9125000238418579,,,,,,,,,,,,,
1.2,1.0,12,3,1.1140169578980892,0.9210833333333334,0.47450003027915955,0.8255000114440918,0.9155000448226929,,,,,,,,,,,,,
1.2,1.0,13,3,1.0464350861754823,0.9259166666666667,0.4750000238418579,0.8210000395774841,0.9225000143051147,,,,,,,,,,,,,
1.2,1.0,14,3,0.9839922527366496,0.93075,0.4755000174045563,0.8165000677108765,0.9300000667572021,,,,,,,,,,,,,
1.2,1.0,15,3,0.915681927445087,0.9345,0.4750000238418579,0.8125000596046448,0.9340000152587891,,,,,,,,,,,,,
1.2,1.0,16,3,0.8738702041830154,0.9384166666666667,0.4725000262260437,0.8080000281333923,0.936500072479248,,,,,,,,,,,,,
1.2,1.0,17,3,0.8159726508595841,0.942,0.47300001978874207,0.8065000176429749,0.9380000233650208,,,,,,,,,,,,,
1.2,1.0,18,3,0.7784692478623796,0.94475,0.4710000157356262,0.8010000586509705,0.9415000677108765,,,,,,,,,,,,,
1.2,1.0,19,3,0.727828812963785,0.9483333333333334,0.47050002217292786,0.7990000247955322,0.9420000314712524,,,,,,,,,,,,,
1.2,1.0,20,3,0.6896588745764753,0.9503333333333334,0.4700000286102295,0.796000063419342,0.9430000185966492,,,59.0,56.0,42.0,34.0,27.0,19.0,12.0,9.0,5.0,6.0,269.0
1.2,1.0,1,4,13.934020316347162,0.0,0.4620000123977661,0.8075000643730164,0.9425000548362732,0.0,,,,,,,,,,,,
1.2,1.0,2,4,11.975113645513007,0.0,0.46400001645088196,0.8135000467300415,0.9410000443458557,0.0,,,,,,,,,,,,
1.2,1.0,3,4,10.074574490810962,0.011666666666666667,0.46150001883506775,0.8130000233650208,0.9395000338554382,0.07000000029802322,,,,,,,,,,,,
1.2,1.0,4,4,8.677915765884075,0.198,0.4515000283718109,0.8130000233650208,0.9375000596046448,0.28300002217292786,,,,,,,,,,,,
1.2,1.0,5,4,7.9822720669685525,0.33741666666666664,0.4555000364780426,0.8125000596046448,0.9355000257492065,0.35600000619888306,,,,,,,,,,,,
1.2,1.0,6,4,7.587804971857274,0.38575,0.45250001549720764,0.8125000596046448,0.9340000152587891,0.3955000042915344,,,,,,,,,,,,
1.2,1.0,7,4,7.271570728180256,0.40891666666666665,0.4515000283718109,0.8090000152587891,0.9340000152587891,0.4180000126361847,,,,,,,,,,,,
1.2,1.0,8,4,6.980147473355557,0.42483333333333334,0.4480000138282776,0.8105000257492065,0.9330000281333923,0.4255000054836273,,,,,,,,,,,,
1.2,1.0,9,4,6.715572306450377,0.4330833333333333,0.4465000331401825,0.8130000233650208,0.9340000152587891,0.4345000088214874,,,,,,,,,,,,
1.2,1.0,10,4,6.4810184620796365,0.4400833333333333,0.4465000331401825,0.8140000104904175,0.9330000281333923,0.4390000104904175,,,,,,,,,,,,
1.2,1.0,11,4,6.191595133314741,0.4454166666666667,0.4415000081062317,0.812000036239624,0.9335000514984131,0.4425000250339508,,,,,,,,,,,,
1.2,1.0,12,4,5.905303513750117,0.4489166666666667,0.43800002336502075,0.8095000386238098,0.9320000410079956,0.4475000202655792,,,,,,,,,,,,
1.2,1.0,13,4,5.665545237825272,0.45216666666666666,0.4335000216960907,0.8060000538825989,0.9300000667572021,0.45000001788139343,,,,,,,,,,,,
1.2,1.0,14,4,5.421155008863895,0.4555,0.43300002813339233,0.8010000586509705,0.9295000433921814,0.453000009059906,,,,,,,,,,,,
1.2,1.0,15,4,5.160887068890511,0.4585,0.43150001764297485,0.7980000376701355,0.9295000433921814,0.45650002360343933,,,,,,,,,,,,
1.2,1.0,16,4,4.86425721898992,0.46116666666666667,0.4255000054836273,0.796500027179718,0.9280000329017639,0.4585000276565552,,,,,,,,,,,,
1.2,1.0,17,4,4.630329753490204,0.46308333333333335,0.4255000054836273,0.7940000295639038,0.9270000457763672,0.46000000834465027,,,,,,,,,,,,
1.2,1.0,18,4,4.429929378184866,0.46458333333333335,0.421500027179718,0.7940000295639038,0.9255000352859497,0.46150001883506775,,,,,,,,,,,,
1.2,1.0,19,4,4.2604718385858735,0.4668333333333333,0.42350003123283386,0.7900000214576721,0.9265000224113464,0.4620000123977661,,,,,,,,,,,,
1.2,1.0,20,4,4.100305866687856,0.469,0.42350003123283386,0.7880000472068787,0.9250000715255737,0.4645000100135803,,53.0,49.0,41.0,34.0,28.0,21.0,15.0,10.0,7.0,6.0,264.0
1.2,1.0,1,5,23.59525707934765,0.394,0.4115000069141388,0.7680000066757202,0.831000030040741,0.4650000333786011,0.46950003504753113,,,,,,,,,,,
1.2,1.0,2,5,4.311281854801989,0.5939166666666666,0.41350001096725464,0.7445000410079956,0.7855000495910645,0.4620000123977661,0.7735000252723694,,,,,,,,,,,
1.2,1.0,3,5,2.2315969632026995,0.8833333333333333,0.4115000069141388,0.7400000095367432,0.7690000534057617,0.45900002121925354,0.9000000357627869,,,,,,,,,,,
1.2,1.0,4,5,1.5788882485729583,0.9256666666666666,0.41050001978874207,0.7400000095367432,0.7620000243186951,0.4585000276565552,0.921500027179718,,,,,,,,,,,
1.2,1.0,5,5,1.2408261001902692,0.94075,0.4090000092983246,0.737000048160553,0.7565000653266907,0.45650002360343933,0.9300000667572021,,,,,,,,,,,
1.2,1.0,6,5,1.0339987958840868,0.9495833333333333,0.4085000157356262,0.7365000247955322,0.7550000548362732,0.45500001311302185,0.936500072479248,,,,,,,,,,,
1.2,1.0,7,5,0.8986726490820341,0.9561666666666667,0.4090000092983246,0.7360000610351562,0.7540000081062317,0.4545000195503235,0.9410000443458557,,,,,,,,,,,
1.2,1.0,8,5,0.829310527031726,0.96025,0.4090000092983246,0.7345000505447388,0.7515000104904175,0.45500001311302185,0.9435000419616699,,,,,,,,,,,
1.2,1.0,9,5,0.7907235261369893,0.9620833333333333,0.4085000157356262,0.7345000505447388,0.7500000596046448,0.45500001311302185,0.9435000419616699,,,,,,,,,,,
1.2,1.0,10,5,0.7378656675127593,0.9640833333333333,0.406000018119812,0.7350000143051147,0.7470000386238098,0.45500001311302185,0.9470000267028809,,,,,,,,,,,
1.2,1.0,11,5,0.6943355096068154,0.9655,0.40800002217292786,0.7325000166893005,0.7440000176429749,0.45500001311302185,0.9495000243186951,,,,,,,,,,,
1.2,1.0,12,5,0.6536268526490064,0.9666666666666667,0.4065000116825104,0.733500063419342,0.7425000071525574,0.4540000259876251,0.9510000348091125,,,,,,,,,,,
1.2,1.0,13,5,0.6130464211145931,0.96825,0.4065000116825104,0.7330000400543213,0.7415000200271606,0.4540000259876251,0.95250004529953,,,,,,,,,,,
1.2,1.0,14,5,0.5807830975490048,0.9694166666666667,0.4065000116825104,0.7330000400543213,0.7400000095367432,0.4540000259876251,0.95250004529953,,,,,,,,,,,
1.2,1.0,15,5,0.5534409957323619,0.9706666666666667,0.406000018119812,0.7325000166893005,0.7390000224113464,0.4540000259876251,0.9520000219345093,,,,,,,,,,,
1.2,1.0,16,5,0.5372217731461166,0.9713333333333334,0.406000018119812,0.7310000061988831,0.7390000224113464,0.4540000259876251,0.95250004529953,,,,,,,,,,,
1.2,1.0,17,5,0.5146061935600765,0.972,0.4065000116825104,0.7295000553131104,0.7385000586509705,0.4545000195503235,0.9530000686645508,,,,,,,,,,,
1.2,1.0,18,5,0.49333682920328004,0.9725,0.40550002455711365,0.7290000319480896,0.737000048160553,0.4545000195503235,0.9540000557899475,,,,,,,,,,,
1.2,1.0,19,5,0.47500412789807517,0.973,0.40550002455711365,0.7280000448226929,0.7330000400543213,0.4545000195503235,0.9565000534057617,,,,,,,,,,,
1.2,1.0,20,5,0.45340365073841776,0.9736666666666667,0.406000018119812,0.7290000319480896,0.7330000400543213,0.45500001311302185,0.9565000534057617,77.0,70.0,57.0,48.0,40.0,30.0,25.0,18.0,12.0,12.0,389.0
