Logging initialized in: runs_symlink/mnist_mlp_sweep/alpha_2.0_g_0.25/GeneralMLP_LR0.001_BS1024_20260501_192320_s5
Overwriting weights with Heavy-Tailed Distribution (α=2.0, g=0.25)
Applying HT Init: alpha=2.0, g=0.25, seed=5
Epoch 0 | Train Acc: 0.0854 | Test Acc: 0.0812
Epoch 1 | Train Acc: 0.0854 | Test Acc: 0.0812
Epoch 2 | Train Acc: 0.0854 | Test Acc: 0.0812
Epoch 3 | Train Acc: 0.0854 | Test Acc: 0.0812
Epoch 4 | Train Acc: 0.0854 | Test Acc: 0.0812
Epoch 5 | Train Acc: 0.0854 | Test Acc: 0.0812
Epoch 6 | Train Acc: 0.0854 | Test Acc: 0.0812
Epoch 7 | Train Acc: 0.0854 | Test Acc: 0.0812
Epoch 8 | Train Acc: 0.0854 | Test Acc: 0.0812
Epoch 9 | Train Acc: 0.0854 | Test Acc: 0.0812
Epoch 10 | Train Acc: 0.0854 | Test Acc: 0.0813
Epoch 11 | Train Acc: 0.0854 | Test Acc: 0.0813
Epoch 12 | Train Acc: 0.0855 | Test Acc: 0.0813
Epoch 13 | Train Acc: 0.0855 | Test Acc: 0.0813
Epoch 14 | Train Acc: 0.0855 | Test Acc: 0.0813
Epoch 15 | Train Acc: 0.0855 | Test Acc: 0.0813
Epoch 16 | Train Acc: 0.0856 | Test Acc: 0.0813
Epoch 17 | Train Acc: 0.0856 | Test Acc: 0.0813
Epoch 18 | Train Acc: 0.0856 | Test Acc: 0.0813
Epoch 19 | Train Acc: 0.0856 | Test Acc: 0.0813
Epoch 20 | Train Acc: 0.0856 | Test Acc: 0.0813
Epoch 21 | Train Acc: 0.0856 | Test Acc: 0.0813
Epoch 22 | Train Acc: 0.0856 | Test Acc: 0.0813
Epoch 23 | Train Acc: 0.0856 | Test Acc: 0.0813
Epoch 24 | Train Acc: 0.0856 | Test Acc: 0.0813
Epoch 25 | Train Acc: 0.0856 | Test Acc: 0.0813
Epoch 26 | Train Acc: 0.0856 | Test Acc: 0.0813
Epoch 27 | Train Acc: 0.0856 | Test Acc: 0.0813
Epoch 28 | Train Acc: 0.0856 | Test Acc: 0.0813
Epoch 29 | Train Acc: 0.0856 | Test Acc: 0.0813
Epoch 30 | Train Acc: 0.0856 | Test Acc: 0.0814
Epoch 31 | Train Acc: 0.0856 | Test Acc: 0.0814
Epoch 32 | Train Acc: 0.0856 | Test Acc: 0.0814
Epoch 33 | Train Acc: 0.0857 | Test Acc: 0.0814
Epoch 34 | Train Acc: 0.0857 | Test Acc: 0.0814
Epoch 35 | Train Acc: 0.0857 | Test Acc: 0.0814
Epoch 36 | Train Acc: 0.0857 | Test Acc: 0.0814
Epoch 37 | Train Acc: 0.0857 | Test Acc: 0.0815
Epoch 38 | Train Acc: 0.0857 | Test Acc: 0.0815
Epoch 39 | Train Acc: 0.0857 | Test Acc: 0.0815
Epoch 40 | Train Acc: 0.0857 | Test Acc: 0.0815
Epoch 41 | Train Acc: 0.0858 | Test Acc: 0.0815
Epoch 42 | Train Acc: 0.0858 | Test Acc: 0.0815
Epoch 43 | Train Acc: 0.0858 | Test Acc: 0.0815
Epoch 44 | Train Acc: 0.0858 | Test Acc: 0.0815
Epoch 45 | Train Acc: 0.0858 | Test Acc: 0.0815
Epoch 46 | Train Acc: 0.0858 | Test Acc: 0.0815
Epoch 47 | Train Acc: 0.0858 | Test Acc: 0.0815
Epoch 48 | Train Acc: 0.0859 | Test Acc: 0.0815
Epoch 49 | Train Acc: 0.0859 | Test Acc: 0.0816
Epoch 50 | Train Acc: 0.0859 | Test Acc: 0.0816
Epoch 51 | Train Acc: 0.0859 | Test Acc: 0.0816
Epoch 52 | Train Acc: 0.0859 | Test Acc: 0.0816
Epoch 53 | Train Acc: 0.0859 | Test Acc: 0.0816
Epoch 54 | Train Acc: 0.0859 | Test Acc: 0.0816
Epoch 55 | Train Acc: 0.0860 | Test Acc: 0.0816
Epoch 56 | Train Acc: 0.0860 | Test Acc: 0.0816
Epoch 57 | Train Acc: 0.0860 | Test Acc: 0.0816
Epoch 58 | Train Acc: 0.0860 | Test Acc: 0.0816
Epoch 59 | Train Acc: 0.0861 | Test Acc: 0.0816
Epoch 60 | Train Acc: 0.0861 | Test Acc: 0.0817
Epoch 61 | Train Acc: 0.0861 | Test Acc: 0.0817
Epoch 62 | Train Acc: 0.0861 | Test Acc: 0.0817
Epoch 63 | Train Acc: 0.0861 | Test Acc: 0.0817
Epoch 64 | Train Acc: 0.0861 | Test Acc: 0.0817
Epoch 65 | Train Acc: 0.0861 | Test Acc: 0.0817
Epoch 66 | Train Acc: 0.0861 | Test Acc: 0.0817
Epoch 67 | Train Acc: 0.0862 | Test Acc: 0.0817
Epoch 68 | Train Acc: 0.0862 | Test Acc: 0.0819
Epoch 69 | Train Acc: 0.0862 | Test Acc: 0.0819
Epoch 70 | Train Acc: 0.0862 | Test Acc: 0.0819
Epoch 71 | Train Acc: 0.0862 | Test Acc: 0.0819
Epoch 72 | Train Acc: 0.0862 | Test Acc: 0.0820
Epoch 73 | Train Acc: 0.0862 | Test Acc: 0.0820
Epoch 74 | Train Acc: 0.0862 | Test Acc: 0.0820
Epoch 75 | Train Acc: 0.0862 | Test Acc: 0.0820
Epoch 76 | Train Acc: 0.0863 | Test Acc: 0.0820
Epoch 77 | Train Acc: 0.0863 | Test Acc: 0.0820
