Logging initialized in: training_runs/mnist_mlp_sweep/alpha_1.5_g_1.0/GeneralMLP_LR0.001_BS1024_20260427_201100_s2
Overwriting weights with Heavy-Tailed Distribution (α=1.5, g=1.0)
Applying HT Init: alpha=1.5, g=1.0, seed=2
Epoch 0 | Train Acc: 0.0809 | Test Acc: 0.0779
Epoch 1 | Train Acc: 0.5624 | Test Acc: 0.7728
Epoch 2 | Train Acc: 0.8042 | Test Acc: 0.8405
Epoch 3 | Train Acc: 0.8490 | Test Acc: 0.8665
Epoch 4 | Train Acc: 0.8699 | Test Acc: 0.8804
Epoch 5 | Train Acc: 0.8840 | Test Acc: 0.8885
Epoch 6 | Train Acc: 0.8921 | Test Acc: 0.8963
Epoch 7 | Train Acc: 0.8984 | Test Acc: 0.9014
Epoch 8 | Train Acc: 0.9047 | Test Acc: 0.9067
Epoch 9 | Train Acc: 0.9100 | Test Acc: 0.9081
Epoch 10 | Train Acc: 0.9133 | Test Acc: 0.9112
Epoch 11 | Train Acc: 0.9166 | Test Acc: 0.9151
Epoch 12 | Train Acc: 0.9192 | Test Acc: 0.9163
Epoch 13 | Train Acc: 0.9221 | Test Acc: 0.9183
Epoch 14 | Train Acc: 0.9245 | Test Acc: 0.9214
Epoch 15 | Train Acc: 0.9269 | Test Acc: 0.9230
Epoch 16 | Train Acc: 0.9295 | Test Acc: 0.9244
Epoch 17 | Train Acc: 0.9312 | Test Acc: 0.9255
Epoch 18 | Train Acc: 0.9327 | Test Acc: 0.9268
Epoch 19 | Train Acc: 0.9341 | Test Acc: 0.9275
Epoch 20 | Train Acc: 0.9357 | Test Acc: 0.9286
Epoch 21 | Train Acc: 0.9374 | Test Acc: 0.9300
Epoch 22 | Train Acc: 0.9388 | Test Acc: 0.9308
Epoch 23 | Train Acc: 0.9398 | Test Acc: 0.9320
Epoch 24 | Train Acc: 0.9410 | Test Acc: 0.9328
Epoch 25 | Train Acc: 0.9421 | Test Acc: 0.9339
Epoch 26 | Train Acc: 0.9430 | Test Acc: 0.9340
Epoch 27 | Train Acc: 0.9443 | Test Acc: 0.9344
Epoch 28 | Train Acc: 0.9454 | Test Acc: 0.9364
Epoch 29 | Train Acc: 0.9462 | Test Acc: 0.9355
Epoch 30 | Train Acc: 0.9470 | Test Acc: 0.9374
Epoch 31 | Train Acc: 0.9483 | Test Acc: 0.9372
Epoch 32 | Train Acc: 0.9491 | Test Acc: 0.9386
