Logging initialized in: runs_symlink/mnist_mlp_sweep/alpha_1.2_g_0.25/GeneralMLP_LR0.001_BS1024_20260501_194440_s6
Overwriting weights with Heavy-Tailed Distribution (α=1.2, g=0.25)
Applying HT Init: alpha=1.2, g=0.25, seed=6
Epoch 0 | Train Acc: 0.0705 | Test Acc: 0.0695
Epoch 1 | Train Acc: 0.0920 | Test Acc: 0.1114
Epoch 2 | Train Acc: 0.1298 | Test Acc: 0.1401
Epoch 3 | Train Acc: 0.1678 | Test Acc: 0.1810
Epoch 4 | Train Acc: 0.2161 | Test Acc: 0.2394
Epoch 5 | Train Acc: 0.2626 | Test Acc: 0.2636
Epoch 6 | Train Acc: 0.2692 | Test Acc: 0.2546
Epoch 7 | Train Acc: 0.2580 | Test Acc: 0.2457
Epoch 8 | Train Acc: 0.2610 | Test Acc: 0.2435
Epoch 9 | Train Acc: 0.2481 | Test Acc: 0.2455
Epoch 10 | Train Acc: 0.2490 | Test Acc: 0.2466
Epoch 11 | Train Acc: 0.2488 | Test Acc: 0.2481
Epoch 12 | Train Acc: 0.2494 | Test Acc: 0.2447
Epoch 13 | Train Acc: 0.2509 | Test Acc: 0.2513
Epoch 14 | Train Acc: 0.2572 | Test Acc: 0.2625
Epoch 15 | Train Acc: 0.2685 | Test Acc: 0.2812
Epoch 16 | Train Acc: 0.2769 | Test Acc: 0.2719
Epoch 17 | Train Acc: 0.2812 | Test Acc: 0.2845
Epoch 18 | Train Acc: 0.2850 | Test Acc: 0.2944
Epoch 19 | Train Acc: 0.2892 | Test Acc: 0.2935
Epoch 20 | Train Acc: 0.2912 | Test Acc: 0.2992
Epoch 21 | Train Acc: 0.2911 | Test Acc: 0.2941
Epoch 22 | Train Acc: 0.2982 | Test Acc: 0.2990
Epoch 23 | Train Acc: 0.2917 | Test Acc: 0.2958
Epoch 24 | Train Acc: 0.2918 | Test Acc: 0.2948
Epoch 25 | Train Acc: 0.2936 | Test Acc: 0.2971
Epoch 26 | Train Acc: 0.2950 | Test Acc: 0.2949
Epoch 27 | Train Acc: 0.2929 | Test Acc: 0.2957
Epoch 28 | Train Acc: 0.2931 | Test Acc: 0.3002
Epoch 29 | Train Acc: 0.2957 | Test Acc: 0.2864
Epoch 30 | Train Acc: 0.2950 | Test Acc: 0.2891
Epoch 31 | Train Acc: 0.2938 | Test Acc: 0.2982
Epoch 32 | Train Acc: 0.2950 | Test Acc: 0.2972
Epoch 33 | Train Acc: 0.2963 | Test Acc: 0.2971
Epoch 34 | Train Acc: 0.2967 | Test Acc: 0.3019
Epoch 35 | Train Acc: 0.3060 | Test Acc: 0.3348
Epoch 36 | Train Acc: 0.3498 | Test Acc: 0.3714
Epoch 37 | Train Acc: 0.3734 | Test Acc: 0.3852
Epoch 38 | Train Acc: 0.3867 | Test Acc: 0.4033
Epoch 39 | Train Acc: 0.4007 | Test Acc: 0.4043
Epoch 40 | Train Acc: 0.4041 | Test Acc: 0.4062
Epoch 41 | Train Acc: 0.4207 | Test Acc: 0.4302
Epoch 42 | Train Acc: 0.4303 | Test Acc: 0.4293
Epoch 43 | Train Acc: 0.4419 | Test Acc: 0.4320
Epoch 44 | Train Acc: 0.4489 | Test Acc: 0.4479
Epoch 45 | Train Acc: 0.4558 | Test Acc: 0.4633
Epoch 46 | Train Acc: 0.4583 | Test Acc: 0.4616
Epoch 47 | Train Acc: 0.4635 | Test Acc: 0.4639
Epoch 48 | Train Acc: 0.4644 | Test Acc: 0.4672
Epoch 49 | Train Acc: 0.4662 | Test Acc: 0.4660
Epoch 50 | Train Acc: 0.4670 | Test Acc: 0.4661
Epoch 51 | Train Acc: 0.4688 | Test Acc: 0.4696
Epoch 52 | Train Acc: 0.4711 | Test Acc: 0.4699
Epoch 53 | Train Acc: 0.4699 | Test Acc: 0.4727
Epoch 54 | Train Acc: 0.4710 | Test Acc: 0.4515
Epoch 55 | Train Acc: 0.4724 | Test Acc: 0.4681
Epoch 56 | Train Acc: 0.4730 | Test Acc: 0.4721
Epoch 57 | Train Acc: 0.4741 | Test Acc: 0.4723
Epoch 58 | Train Acc: 0.4747 | Test Acc: 0.4645
Epoch 59 | Train Acc: 0.4747 | Test Acc: 0.4770
Epoch 60 | Train Acc: 0.4752 | Test Acc: 0.4667
Epoch 61 | Train Acc: 0.4746 | Test Acc: 0.4726
Epoch 62 | Train Acc: 0.4754 | Test Acc: 0.4624
Epoch 63 | Train Acc: 0.4746 | Test Acc: 0.4734
Epoch 64 | Train Acc: 0.4749 | Test Acc: 0.4770
Epoch 65 | Train Acc: 0.4756 | Test Acc: 0.4777
Epoch 66 | Train Acc: 0.4753 | Test Acc: 0.4770
Epoch 67 | Train Acc: 0.4781 | Test Acc: 0.4809
Epoch 68 | Train Acc: 0.4800 | Test Acc: 0.4775
Epoch 69 | Train Acc: 0.4812 | Test Acc: 0.4841
Epoch 70 | Train Acc: 0.4828 | Test Acc: 0.4829
Epoch 71 | Train Acc: 0.4858 | Test Acc: 0.4903
Epoch 72 | Train Acc: 0.4901 | Test Acc: 0.5040
Epoch 73 | Train Acc: 0.5126 | Test Acc: 0.5347
Epoch 74 | Train Acc: 0.5279 | Test Acc: 0.5251
Epoch 75 | Train Acc: 0.5217 | Test Acc: 0.5177
Epoch 76 | Train Acc: 0.5207 | Test Acc: 0.5156
Epoch 77 | Train Acc: 0.5189 | Test Acc: 0.5144
Epoch 78 | Train Acc: 0.5248 | Test Acc: 0.5174
Epoch 79 | Train Acc: 0.5294 | Test Acc: 0.5233
Epoch 80 | Train Acc: 0.5335 | Test Acc: 0.5260
Epoch 81 | Train Acc: 0.5404 | Test Acc: 0.5397
