layer,epoch,loss,accuracy
0,1,2.0987153497792908,48.03
0,2,1.537587699243578,65.97
0,3,1.2391584808543576,73.82
0,4,1.061145473334749,77.78
0,5,0.9442946668398582,80.02
0,6,0.8617875485096947,81.51
0,7,0.8004493248664727,82.62
0,8,0.7531177371235217,83.32
0,9,0.7151076298649028,83.89
0,10,0.6843258718312797,84.39
0,11,0.6582587886664827,84.88
0,12,0.6361867098485009,85.28
0,13,0.6167743610123456,85.57
0,14,0.5999479637307635,85.87
0,15,0.585484066251981,86.11
0,16,0.572614512201083,86.4
0,17,0.5601973412400585,86.57
0,18,0.549664384227688,86.82
0,19,0.5397147233203307,86.95
0,20,0.5311839994737657,87.09
0,21,0.5234823024879067,87.19
0,22,0.5156041232206053,87.34
0,23,0.5084029178498155,87.45
0,24,0.5021438406685651,87.57
0,25,0.49621333661725964,87.6
0,26,0.4901984859321077,87.74
0,27,0.48522072626372514,87.83
0,28,0.480230156647957,87.95
0,29,0.4755237602581412,88.03
0,30,0.47060434646525623,88.12
1,1,2.1789404477103282,41.5
1,2,1.754017678357787,61.84
1,3,1.4741562241214816,69.98
1,4,1.2844931756035756,74.46
1,5,1.150032350572489,76.78
1,6,1.0504286137677856,78.64
1,7,0.974130700200291,79.9
1,8,0.9135878237627321,81.0
1,9,0.8644076666589511,81.72
1,10,0.823049144219544,82.37
1,11,0.7890599036620836,83.0
1,12,0.758991222260362,83.47
1,13,0.7331543382951768,83.98
1,14,0.7108176593053139,84.35
1,15,0.690432878874116,84.63
1,16,0.6725737078715179,84.86
1,17,0.6565720843056501,85.11
1,18,0.6419635334257352,85.31
1,19,0.6287111458131822,85.46
1,20,0.6161504185805886,85.64
1,21,0.6054897187119823,85.85
1,22,0.5951294383760226,86.01
1,23,0.5855109226905694,86.24
1,24,0.5763215200375702,86.29
1,25,0.568112719867189,86.44
1,26,0.5601282766309835,86.49
1,27,0.5527801119675071,86.63
1,28,0.5463206394244049,86.76
1,29,0.539839212672185,86.82
1,30,0.53374769172426,86.92
2,1,2.203234626074969,41.79
2,2,1.769726308725648,62.38
2,3,1.4892309984918368,70.45
2,4,1.3003288689306227,74.08
2,5,1.1668568283824596,76.51
2,6,1.0680659615387351,78.38
2,7,0.9921997078394486,79.85
2,8,0.9315214409666547,80.84
2,9,0.8824809799760075,81.62
2,10,0.8415109636419911,82.41
2,11,0.8070227614903854,83.04
2,12,0.7772836634668253,83.45
2,13,0.7511703654871149,83.77
2,14,0.7282248311123606,84.19
2,15,0.7086078069977841,84.43
2,16,0.6902415469541388,84.81
2,17,0.6745134642568685,84.97
2,18,0.6594879516100479,85.22
2,19,0.6462311512332851,85.38
2,20,0.6341298727665917,85.61
2,21,0.622408940630444,85.79
2,22,0.6122287966437259,85.97
2,23,0.6023178878477065,86.17
2,24,0.5934602880882005,86.33
2,25,0.5848491899037765,86.46
2,26,0.5767629399137982,86.58
2,27,0.5698185451960159,86.7
2,28,0.5622942599199586,86.9
2,29,0.5555931956081067,87.01
2,30,0.5495529937542091,87.11
3,1,2.0706586595308982,48.03
3,2,1.648551726745347,64.82
3,3,1.385875926179401,71.65
3,4,1.2133636353379589,75.24
3,5,1.0936893184306258,77.21
3,6,1.0060276480044348,78.58
3,7,0.9392531554577714,79.61
3,8,0.8865929589433185,80.42
3,9,0.8441355400166269,81.08
3,10,0.8087358656576125,81.62
3,11,0.7789291870796075,82.1
3,12,0.7528981970528424,82.6
3,13,0.7307375639171924,82.9
3,14,0.7107221686233909,83.4
3,15,0.6930881869994988,83.69
3,16,0.6773750771910457,83.91
3,17,0.6631599169666484,84.12
3,18,0.6502599736391488,84.35
3,19,0.6384806986582481,84.57
3,20,0.627330346632812,84.71
3,21,0.6174994090856132,84.81
3,22,0.6080954287011745,85.04
3,23,0.5993161595473855,85.14
3,24,0.5912490214331675,85.29
3,25,0.5837018105943325,85.49
3,26,0.5766947724051394,85.61
3,27,0.5698798344296924,85.74
3,28,0.563273805682942,85.89
3,29,0.556909735425044,86.07
3,30,0.5514424059350612,86.24
4,1,2.1297951775082087,44.09
4,2,1.6560310246580738,63.66
4,3,1.3806741177025488,70.89
4,4,1.2061505156048273,74.45
4,5,1.0879071243738725,76.8
4,6,1.0024313805466991,78.23
4,7,0.9384641606928938,79.14
4,8,0.8882966405254299,79.84
4,9,0.8482400047577033,80.39
4,10,0.8148043388027256,80.96
4,11,0.7864779355162281,81.47
4,12,0.7624742378622799,81.85
4,13,0.7413643588454036,82.21
4,14,0.7232573163711419,82.65
4,15,0.7063635415950064,82.91
4,16,0.691851944236432,83.15
4,17,0.6782695772284169,83.29
4,18,0.6661328956232233,83.4
4,19,0.6550176062826383,83.65
4,20,0.6449583263720496,83.86
4,21,0.6353276897284944,84.08
4,22,0.6259754774934154,84.2
4,23,0.618005227234404,84.31
4,24,0.6101087745973619,84.46
4,25,0.6028882305500871,84.55
4,26,0.5959191211199356,84.69
4,27,0.5894709108239513,84.77
4,28,0.5837215589264692,84.88
4,29,0.5778866733534861,85.01
4,30,0.572317734613257,85.14
5,1,2.040879273818711,47.68
5,2,1.6036605410656686,64.03
5,3,1.3553799148333274,70.51
5,4,1.1976417484930006,73.65
5,5,1.0899707260778395,75.83
5,6,1.0117136795642012,77.12
5,7,0.9528879452559907,78.15
5,8,0.9062861840603715,78.85
5,9,0.8688169839018482,79.28
5,10,0.8380421309147851,79.9
5,11,0.8113807217549469,80.2
5,12,0.7890602764436754,80.55
5,13,0.7695151223974713,80.86
5,14,0.7517975487951505,81.07
5,15,0.735716135825141,81.21
5,16,0.721773895166688,81.38
5,17,0.7087931249101284,81.66
5,18,0.6981232247110141,81.9
5,19,0.6866494275755801,82.11
5,20,0.6771272350165803,82.34
5,21,0.6677575525590929,82.47
5,22,0.6588516861705457,82.57
5,23,0.6513533147714906,82.77
5,24,0.6437598416360758,82.92
5,25,0.6364176313755876,83.02
5,26,0.6301745893591542,83.23
5,27,0.6236590460195379,83.39
5,28,0.6175070758593284,83.5
5,29,0.6117615608845727,83.58
5,30,0.6061437867455564,83.76
6,1,2.0287647065469776,45.51
6,2,1.6296029313135956,61.37
6,3,1.409361435195147,67.89
6,4,1.26411866939674,71.17
6,5,1.1613580028889543,72.91
6,6,1.085181282738508,74.22
6,7,1.0264711167852758,75.34
6,8,0.9791182936248133,76.2
6,9,0.9405381699739876,76.62
6,10,0.9086644609095686,77.15
6,11,0.8811604259377819,77.69
6,12,0.8578555048522303,78.16
6,13,0.8368246504815958,78.44
6,14,0.8184482162281618,78.75
6,15,0.8016985442678807,79.05
6,16,0.7869463785220001,79.37
6,17,0.7734853200993296,79.58
6,18,0.7613506488880869,79.81
6,19,0.7497436848737425,80.0
6,20,0.7394236316115169,80.25
6,21,0.729987863766945,80.5
6,22,0.7205367755081694,80.63
6,23,0.7115145012483759,80.84
6,24,0.7044693059840444,80.94
6,25,0.6965462050195468,81.1
6,26,0.689339107376034,81.21
6,27,0.6827671447042691,81.33
6,28,0.6764853637097246,81.45
6,29,0.6704636266676046,81.64
6,30,0.6646443009376526,81.75
7,1,1.994175341169713,44.84
7,2,1.6663787162910073,57.16
7,3,1.4758700839543746,63.41
7,4,1.342326889603825,67.43
7,5,1.244059233342187,69.81
7,6,1.1678852348004358,71.36
7,7,1.10750767538103,72.44
7,8,1.0588569156194136,73.31
7,9,1.018345641887794,74.18
7,10,0.9837236182164337,74.91
7,11,0.9549454905218997,75.45
7,12,0.9292636786477041,75.92
7,13,0.9065018882185726,76.43
7,14,0.8867499494956712,76.83
7,15,0.8690261355901169,77.21
7,16,0.8526194863400217,77.57
7,17,0.8382141721450677,77.76
7,18,0.82452275894456,78.08
7,19,0.8122415098093324,78.32
7,20,0.8009630825559971,78.59
7,21,0.790360190100589,78.77
7,22,0.7804330385337441,78.96
7,23,0.7714478979676457,79.17
7,24,0.7632562012995704,79.31
7,25,0.7545867400654291,79.42
7,26,0.7472353224026955,79.61
7,27,0.7397475434561908,79.8
7,28,0.7330418491767625,79.94
7,29,0.7271573311191494,80.15
7,30,0.7207235997006044,80.27
8,1,2.11571830005969,37.97
8,2,1.7466095968828363,50.23
8,3,1.552577802690409,58.09
8,4,1.4183056556572349,63.18
8,5,1.3200709961228452,66.35
8,6,1.2451140375460608,68.47
8,7,1.1856569516456734,69.68
8,8,1.137362694336196,70.69
8,9,1.0975756544177815,71.52
8,10,1.0636305768611067,72.02
8,11,1.0340795729119898,72.61
8,12,1.0090222500138364,73.23
8,13,0.986535748182717,73.67
8,14,0.9668579990580931,74.1
8,15,0.9485611066979877,74.56
8,16,0.931887065960189,74.9
8,17,0.9172575968807026,75.29
8,18,0.9040260688733246,75.54
8,19,0.8911107889676498,75.92
8,20,0.8793622457374961,76.06
8,21,0.8681240203016896,76.28
8,22,0.858254438739712,76.55
8,23,0.8491652567507857,76.75
8,24,0.840236969923569,76.99
8,25,0.8321201003203957,77.13
8,26,0.8239894165831098,77.33
8,27,0.8168491711050777,77.46
8,28,0.8093406497421911,77.62
8,29,0.80266064001342,77.72
8,30,0.7961599644968065,77.91
classifier,1,5.896258451170841,10.04
classifier,2,4.3099569708614025,15.08
classifier,3,3.297713914160001,20.48
classifier,4,2.655964285640393,26.75
classifier,5,2.256959094839581,33.62
classifier,6,2.0043112282025612,37.71
classifier,7,1.8399769027354353,40.75
classifier,8,1.7284884048720537,43.18
classifier,9,1.647926114373288,45.27
classifier,10,1.5891276133262504,46.78
classifier,11,1.5455797344951305,48.21
classifier,12,1.5109872777583235,49.42
classifier,13,1.4820540779728,50.45
classifier,14,1.4598169872316265,51.54
classifier,15,1.4413163621546858,52.24
classifier,16,1.4259090767068379,52.82
classifier,17,1.4122735645811437,53.38
classifier,18,1.400406160597074,53.78
classifier,19,1.3898196442652557,54.18
classifier,20,1.380734001175832,54.49
classifier,21,1.3734341435513253,54.71
classifier,22,1.366435739953639,54.99
classifier,23,1.359845137192031,55.17
classifier,24,1.3545285988662203,55.34
classifier,25,1.3494470200296176,55.51
classifier,26,1.3447955705351748,55.7
classifier,27,1.339997285503452,55.86
classifier,28,1.3363529019436593,56.01
classifier,29,1.332003270165395,56.23
classifier,30,1.3283780227273196,56.41
