layer,epoch,loss,accuracy
3,17,0.21813973456116045,92.55
3,18,0.21360723876346976,92.4
3,19,0.21147048978482264,92.35
3,20,0.21105692270448653,92.09
3,21,0.20786729758068667,92.53
3,22,0.2087190055241019,92.41
3,23,0.20517788196014144,92.2
3,24,0.20563563401416196,92.46
3,25,0.2030153708942866,92.16
3,26,0.2019240924362409,92.32
3,27,0.2001913098965661,92.56
3,28,0.2005948785503032,92.54
3,29,0.19774154081182965,92.36
3,30,0.19741374986656643,92.29
4,1,0.9664778552823148,85.4
4,2,0.44759337780839303,87.94
4,3,0.3888294555373111,89.02
4,4,0.3573095359034457,89.5
4,5,0.3373145289340262,89.55
4,6,0.32410582950559713,90.13
4,7,0.3094525887804516,90.06
4,8,0.30132082761344264,90.14
4,9,0.2942565121388031,90.32
4,10,0.2892076625662335,90.57
4,11,0.2832278983067658,90.51
4,12,0.280794937731856,90.69
4,13,0.2744204328726914,90.48
4,14,0.27244055397429706,90.76
4,15,0.27173484104164575,90.89
4,16,0.26841532249571914,90.87
4,17,0.2641472195164632,90.94
4,18,0.2622608054997557,90.88
4,19,0.25815065003047555,90.85
4,20,0.2561416128429316,90.82
4,21,0.25545344489105676,90.65
4,22,0.25617121589385855,90.68
4,23,0.25429429846294854,90.99
4,24,0.25174304337824804,90.97
4,25,0.25094713927325557,90.77
4,26,0.24991213896517026,90.69
4,27,0.2498623256461095,91.08
4,28,0.2465245107472953,90.73
4,29,0.24740249751988103,91.28
4,30,0.2497490391892902,91.05
5,1,1.0942400208974288,81.99
5,2,0.5403591273194652,84.59
5,3,0.47291276616565253,86.05
5,4,0.4400839068121829,86.28
5,5,0.42105571395259794,87.16
5,6,0.40221461603197,87.48
5,7,0.39056311926599274,87.82
5,8,0.38144692425000465,88.0
5,9,0.3731919208825645,88.3
5,10,0.3685174786438376,88.34
5,11,0.35953265580080324,87.92
5,12,0.3564347993519347,88.29
5,13,0.35146529644222585,88.53
5,14,0.3473100535950418,88.62
5,15,0.3437167269698644,88.63
5,16,0.34425203224359935,88.26
5,17,0.34081882541462527,88.43
5,18,0.33640203637591864,88.31
5,19,0.3329409674062567,88.8
5,20,0.33167497232808907,88.64
5,21,0.33392362422862293,88.67
5,22,0.3278806861174309,88.72
5,23,0.3255707982738139,88.67
5,24,0.32361116348686864,88.78
5,25,0.32187579951043854,88.41
5,26,0.3223950377965378,88.82
5,27,0.3199365992667311,88.92
5,28,0.3171234676393412,88.82
5,29,0.31846838987479775,88.56
5,30,0.3215350983506542,88.85
6,1,1.2381543011988623,78.38
6,2,0.6352622347362971,81.94
6,3,0.559978256791325,83.03
6,4,0.5240104617708821,83.99
6,5,0.5009954647492554,84.51
6,6,0.4833191724146827,84.53
6,7,0.4716066879741216,85.04
6,8,0.4633928380780301,84.99
6,9,0.4545195395663633,84.99
6,10,0.4452331273232476,85.75
6,11,0.44098902708393034,85.47
6,12,0.43472395458463897,85.1
6,13,0.43672534368805965,85.6
6,14,0.42771884445416725,85.89
6,15,0.42259896054106244,85.93
6,16,0.42041434322373344,85.81
6,17,0.4198820505101802,85.94
6,18,0.4143862557613244,86.01
6,19,0.41337391481561175,85.88
6,20,0.40950589361837353,86.23
6,21,0.4094008697291552,86.04
6,22,0.408967566692223,85.97
6,23,0.40568297293226596,85.83
6,24,0.40627443487361325,85.92
6,25,0.40268954129542334,86.37
6,26,0.3994264001563444,85.94
6,27,0.4018023443424096,86.29
6,28,0.3963247522459192,86.52
6,29,0.3936746064889229,86.05
6,30,0.3981562049712165,85.16
7,1,1.4229896967693911,74.9
7,2,0.747610918546127,78.2
7,3,0.654904590824903,80.27
7,4,0.6128230549521365,81.12
7,5,0.5859350572198124,81.5
7,6,0.5693521812810736,81.37
7,7,0.5575123843500169,82.44
7,8,0.5462450496220993,82.35
7,9,0.535278912823079,82.21
7,10,0.5281962090629643,82.83
7,11,0.5250762352498911,82.63
7,12,0.5200522855176763,82.94
7,13,0.5138688607741211,83.06
7,14,0.5094027887966673,83.23
7,15,0.5078378905684261,83.32
7,16,0.5020354329529455,83.24
7,17,0.49885038501125273,83.74
7,18,0.49786101862535637,83.02
7,19,0.4970731230105384,82.79
7,20,0.49202340942318157,83.63
7,21,0.49417447538699133,82.63
7,22,0.4890172345153356,83.63
7,23,0.4845812896550712,83.29
7,24,0.4840265295263064,83.51
7,25,0.48295819153219965,83.23
7,26,0.48250518663454867,83.16
7,27,0.4790390851133961,83.45
7,28,0.4800369249562086,83.56
7,29,0.47855401140148357,83.16
7,30,0.4785496329857131,82.59
8,1,1.7164823746277114,68.24
8,2,0.955338096214553,73.41
8,3,0.831855306180857,74.96
8,4,0.7711020495931981,76.84
8,5,0.737059399233026,77.35
8,6,0.7108722783751407,77.89
8,7,0.6952474612300679,77.42
8,8,0.6823751987037012,78.64
8,9,0.6725565922462334,78.32
8,10,0.6605591107222993,78.22
8,11,0.6531750468884484,78.96
8,12,0.6467253828452806,78.6
8,13,0.6420315453561686,78.94
8,14,0.6409709534402621,79.19
8,15,0.6318323935492564,78.88
8,16,0.6260319867376554,78.81
8,17,0.6220713560864076,79.5
8,18,0.6200354260913397,79.27
8,19,0.6186722032094406,78.69
8,20,0.6184420262352895,79.51
8,21,0.6098317615056442,79.29
8,22,0.6107143082861173,79.09
8,23,0.608876524335247,79.57
8,24,0.6032730916799125,79.11
8,25,0.6030894679538275,79.87
8,26,0.6040330771672524,79.22
8,27,0.6017744369426016,79.54
8,28,0.5980498033054804,79.18
8,29,0.5963593428417787,79.7
8,30,0.5955182455353818,79.93
classifier,1,4.109718290425963,17.26
classifier,2,2.959106061418178,24.18
classifier,3,2.3496081586611473,30.2
classifier,4,2.0387218261169173,34.92
classifier,5,1.8705479714830042,38.22
classifier,6,1.776906738846989,40.34
classifier,7,1.725647489903337,41.55
classifier,8,1.6956756963568218,42.33
classifier,9,1.6772279799994776,42.82
classifier,10,1.6660514302172904,43.41
classifier,11,1.6585277318954468,43.77
classifier,12,1.6524286694445853,43.72
classifier,13,1.6492899979575206,44.15
classifier,14,1.64581100011276,44.29
classifier,15,1.6440663640781985,44.48
classifier,16,1.6427987450260226,44.43
classifier,17,1.6417292962640018,44.53
classifier,18,1.6406688811415333,44.54
classifier,19,1.6403277688107247,44.67
classifier,20,1.639276595438941,44.66
classifier,21,1.6397098949400044,44.74
classifier,22,1.6390514454599154,44.73
classifier,23,1.6387184858322144,44.56
classifier,24,1.6391458390122753,44.73
classifier,25,1.638262772964219,44.89
classifier,26,1.638410345982697,44.65
classifier,27,1.6377560971146923,44.53
classifier,28,1.6383757025508556,44.66
classifier,29,1.6373448796191459,44.7
classifier,30,1.6378404972916942,44.57
