layer,epoch,loss,accuracy
0,1,0.7066231481099533,89.62
0,2,0.35993488562309134,90.77
0,3,0.32564524876869333,91.28
0,4,0.30938519310143037,91.63
0,5,0.29861371320182994,91.7
0,6,0.2922858714552249,92.0
0,7,0.2870416946835437,91.92
0,8,0.284132719039917,91.97
0,9,0.279802306728848,92.04
0,10,0.27693521547115457,92.16
0,11,0.27521042677305513,92.23
0,12,0.27346736622058737,92.15
0,13,0.2712866348230233,92.22
0,14,0.26900735093375383,92.21
0,15,0.26880255341529846,92.37
0,16,0.2678280664702593,92.28
0,17,0.2653938983961687,92.21
0,18,0.26473404896461356,92.26
0,19,0.26325746562521335,92.27
0,20,0.26339419792264196,92.28
0,21,0.2629338904457577,92.23
0,22,0.26079575111300257,92.32
0,23,0.2603721522678763,92.37
0,24,0.2597055420026941,92.34
0,25,0.26006490648803066,92.33
0,26,0.2591103830579984,92.43
0,27,0.25725392113297674,92.23
0,28,0.2577143096822803,92.23
0,29,0.2573163342677941,92.52
0,30,0.25570454738907894,92.39
1,1,0.757341593503952,89.3
1,2,0.3618148737034555,91.11
1,3,0.3135645051123732,91.66
1,4,0.2878670760635602,92.27
1,5,0.27007676938832814,92.48
1,6,0.2570367463059344,92.7
1,7,0.24698051608214944,92.96
1,8,0.2383456601429794,93.11
1,9,0.23163639716172624,93.23
1,10,0.22508748507095597,93.41
1,11,0.22020327741816892,93.54
1,12,0.21502615385136362,93.48
1,13,0.21046773281137823,93.72
1,14,0.20683218109405646,93.82
1,15,0.20335120392047754,93.77
1,16,0.19942665403172122,93.92
1,17,0.1964218581126908,94.03
1,18,0.1934572986121905,94.03
1,19,0.1906219258651895,94.06
1,20,0.18759429025447974,94.11
1,21,0.1859122110625445,94.23
1,22,0.1830842133800862,94.13
1,23,0.1810578885724989,94.23
1,24,0.1785385525327618,94.25
1,25,0.17708649625212458,94.34
1,26,0.17522491312633126,94.26
1,27,0.17265570517313683,94.45
1,28,0.17167097607911644,94.38
1,29,0.16975391971862921,94.42
1,30,0.16827732577162274,94.46
2,1,0.7740771411839178,89.23
2,2,0.3674152720782716,90.9
2,3,0.3143848994020688,91.68
2,4,0.28554153518151426,92.18
2,5,0.26605292977923056,92.76
2,6,0.25134473508697447,92.98
2,7,0.24040777551925788,93.23
2,8,0.23133692322141033,93.4
2,9,0.22323672448174428,93.61
2,10,0.2162124304953268,93.76
2,11,0.21047663814940695,93.87
2,12,0.20497764571238372,94.02
2,13,0.2001438100459212,94.03
2,14,0.19543173631369057,94.19
2,15,0.1923778473825778,94.2
2,16,0.18729652035034308,94.16
2,17,0.1847929891388295,94.39
2,18,0.18113617043373947,94.27
2,19,0.1785284184803397,94.31
2,20,0.1760094193583828,94.45
2,21,0.17263463417352257,94.41
2,22,0.170545710092884,94.49
2,23,0.16805493528560056,94.53
2,24,0.16548514315637491,94.61
2,25,0.16375167427931803,94.69
2,26,0.16146146998567096,94.58
2,27,0.16007423299854084,94.67
2,28,0.15792099121263473,94.74
2,29,0.15594176796533293,94.81
2,30,0.15408817956508217,94.88
3,1,0.7453892119860245,88.87
3,2,0.37372584110599455,90.83
3,3,0.31856192875716643,91.78
3,4,0.28716935874041866,92.26
3,5,0.2670096146353221,92.8
3,6,0.25109219525830223,93.0
3,7,0.23868216927778924,93.29
3,8,0.2286014417975636,93.47
3,9,0.22058204245769372,93.62
3,10,0.21316456542176715,93.71
