layer,epoch,loss,accuracy
3,11,0.2072748476165836,93.92
3,12,0.20169058214809935,94.05
3,13,0.19661990565768742,94.0
3,14,0.19162671343754914,94.18
3,15,0.1872150789378053,94.37
3,16,0.1837582449286671,94.4
3,17,0.1804020485635531,94.37
3,18,0.17744928345841876,94.32
3,19,0.17448463682400978,94.46
3,20,0.17120765578948846,94.61
3,21,0.1685814539254722,94.6
3,22,0.16622505778983487,94.68
3,23,0.16337181425700753,94.64
3,24,0.1612257858959295,94.71
3,25,0.15901235276359624,94.71
3,26,0.15719950969441462,94.87
3,27,0.15486954986038853,94.79
3,28,0.15325036455514068,94.84
3,29,0.15083609988628807,94.89
3,30,0.14948331413127608,94.92
4,1,0.7828143380456052,87.77
4,2,0.4021884172649707,89.92
4,3,0.3417118605920824,90.86
4,4,0.3079164654521619,91.53
4,5,0.2850353296025325,92.18
4,6,0.26724198258529275,92.51
4,7,0.2540360216872167,92.7
4,8,0.2427860541363894,93.12
4,9,0.23333824135489384,93.32
4,10,0.225111079165491,93.55
4,11,0.21848299164893265,93.58
4,12,0.21216063302452282,93.66
4,13,0.20623042522850682,93.92
4,14,0.2017441475290363,93.96
4,15,0.19674490846819798,94.16
4,16,0.19275075727600163,94.2
4,17,0.1887164858438201,94.22
4,18,0.18583965781381576,94.42
4,19,0.18213035797668717,94.48
4,20,0.17899728882110724,94.58
4,21,0.17643553069082357,94.67
4,22,0.17328514992180516,94.69
4,23,0.17137290991969029,94.76
4,24,0.16819234470189628,94.84
4,25,0.1662055594941317,94.83
4,26,0.16394770019135232,94.84
4,27,0.16148629279459936,94.88
4,28,0.16029513298960055,94.91
4,29,0.1582599159772113,94.96
4,30,0.1564807914576288,95.04
5,1,0.7916566037525565,86.44
5,2,0.4319578040454347,88.78
5,3,0.3689980229078713,90.01
5,4,0.3326515459408194,90.84
5,5,0.30829896159091236,91.46
5,6,0.28904965317855447,91.99
5,7,0.27488908398959594,92.31
5,8,0.26276405307195955,92.55
5,9,0.252306169625056,92.85
5,10,0.2439885212708328,93.05
5,11,0.2361678870047553,93.19
5,12,0.2299041846546076,93.28
5,13,0.22419363613856041,93.34
5,14,0.21840204247983835,93.6
5,15,0.21311851654012323,93.49
5,16,0.20851588779586858,93.74
5,17,0.204511042116052,93.78
5,18,0.20098870588561235,93.89
5,19,0.19735716333833792,94.03
5,20,0.1938157791303376,94.19
5,21,0.19085915235139556,94.19
5,22,0.18788213977369211,94.01
5,23,0.18559409147602016,94.3
5,24,0.18352270126342773,94.34
5,25,0.17948617899821975,94.3
5,26,0.17805595342385566,94.41
5,27,0.17597455190399947,94.38
5,28,0.17372097251778942,94.52
5,29,0.17125470784761138,94.45
5,30,0.16942319766444675,94.55
6,1,0.8458452739958036,84.86
6,2,0.47628897529537395,87.54
6,3,0.4071453986531597,88.8
6,4,0.36738595770577254,89.85
6,5,0.3402647189164566,90.48
6,6,0.32002582539946345,90.94
6,7,0.30408123943765286,91.32
6,8,0.2903448148804196,91.57
6,9,0.28064688206729244,91.92
6,10,0.27003230205026724,92.03
6,11,0.26149505932452316,92.39
6,12,0.25461396347668214,92.33
6,13,0.24757350147780727,92.7
6,14,0.2420652033918995,92.7
6,15,0.23666402722819377,93.0
6,16,0.23161151146484635,92.86
6,17,0.22719563013416225,93.02
6,18,0.22277801875340736,93.27
6,19,0.21933579495397665,93.06
6,20,0.21565937945398234,93.4
6,21,0.21243743194361864,93.33
6,22,0.2087216028722666,93.46
6,23,0.20623484455933005,93.33
6,24,0.20364295274524366,93.61
6,25,0.2011979424347312,93.53
6,26,0.19822074195085945,93.6
6,27,0.1957493939642179,93.6
6,28,0.19388047845686895,93.61
6,29,0.19146408696295852,93.78
6,30,0.18930273010569104,93.63
7,1,0.8865208049951974,83.62
7,2,0.5213791177434436,86.12
7,3,0.44983313598875274,87.71
7,4,0.4078389613305108,88.74
7,5,0.3791834333185422,89.4
7,6,0.35695237426434534,90.06
7,7,0.3388509805929863,90.32
7,8,0.3241954375121553,90.84
7,9,0.3122345699092089,91.01
7,10,0.30239916757001717,91.33
7,11,0.29388692141589473,91.52
7,12,0.2860960000652378,91.59
7,13,0.27805909564939596,91.84
7,14,0.2718028014494201,91.82
7,15,0.26664604802252884,92.13
7,16,0.261064705202135,92.2
7,17,0.25583829061459684,92.3
7,18,0.25163428056038034,92.3
7,19,0.24805518479670507,92.41
7,20,0.24428344278012293,92.69
7,21,0.240410216278949,92.65
7,22,0.23667005613698797,93.01
7,23,0.23331411233392813,92.69
7,24,0.2307754075628216,92.98
7,25,0.22826927647752276,93.0
7,26,0.22543733478602718,93.06
7,27,0.2230711177749149,93.09
7,28,0.2206707846815303,93.12
7,29,0.21844479921510665,93.02
7,30,0.21577466670739448,93.2
8,1,1.0062791917283656,80.85
8,2,0.6034373883473672,83.94
8,3,0.5252923419920065,85.71
8,4,0.479355761055219,86.67
8,5,0.44642234151646243,87.41
8,6,0.4228425460346675,88.16
8,7,0.4036060506004398,88.68
8,8,0.3875225666215864,88.92
8,9,0.3742427906747592,89.41
8,10,0.36177358283834943,89.73
8,11,0.3511165259248119,89.97
8,12,0.3420969530687494,90.08
8,13,0.3338307738304138,90.31
8,14,0.3272938713178796,90.45
8,15,0.32010014683513316,90.6
8,16,0.31349601179866465,90.66
8,17,0.30820767455181836,90.82
8,18,0.3039161386126179,91.02
8,19,0.2986173553992126,91.17
8,20,0.2940392835160433,91.46
8,21,0.28928457402576835,91.6
8,22,0.28525626457343667,91.64
8,23,0.28213916971521863,91.65
8,24,0.2781526216510999,91.57
8,25,0.27555039626056865,91.69
8,26,0.2715651562153283,91.85
8,27,0.2690711945800458,91.78
8,28,0.2661921013209779,91.83
8,29,0.26313066002676044,91.91
8,30,0.261509689991757,92.01
classifier,1,5.637970528360141,11.25
classifier,2,3.6514599080813133,20.18
classifier,3,2.5136245428505593,33.05
classifier,4,1.9400553763922999,42.46
classifier,5,1.653302806918904,48.7
classifier,6,1.5075137978893216,51.97
classifier,7,1.4270627235962172,54.34
classifier,8,1.3758217985347165,55.9
classifier,9,1.3406308040780537,56.87
classifier,10,1.3154863927323939,57.51
classifier,11,1.298557422928891,58.07
classifier,12,1.2843942965491344,58.54
classifier,13,1.2729700520887213,59.03
classifier,14,1.2648561990867226,59.42
classifier,15,1.2579442727363717,59.61
classifier,16,1.252417368403936,59.79
classifier,17,1.2467599703093706,60.04
classifier,18,1.241799691976127,59.95
classifier,19,1.2374167664576385,60.38
classifier,20,1.2337841866380077,60.14
classifier,21,1.2306357763581357,60.23
classifier,22,1.2277175309294361,60.42
classifier,23,1.2244157609293016,60.37
classifier,24,1.2223936460785947,60.44
classifier,25,1.2195161823499001,60.65
classifier,26,1.2173897876577862,60.53
classifier,27,1.2147168486805286,60.62
classifier,28,1.2131536229182098,60.68
classifier,29,1.2106164188708288,60.62
classifier,30,1.208594995029902,60.66
