layer,epoch,loss,accuracy
0,1,14.43384214983148,54.72
0,2,5.15462583606526,57.95
0,3,3.7776410721116145,63.64
0,4,3.3472094717672314,68.09
0,5,2.566229503033525,77.83
0,6,2.182785296844224,72.78
0,7,2.004841292308549,73.45
0,8,2.1160517597602584,80.86
0,9,1.8480551798464888,76.71
0,10,2.0138235364930104,76.31
0,11,1.7290490027201377,85.01
0,12,1.567372329154257,76.71
0,13,1.417070956553443,79.91
0,14,1.642595126467236,83.16
0,15,1.2523442678532357,85.0
0,16,1.3888489836353366,80.89
0,17,1.4399833234690003,75.82
0,18,1.2104176146499181,86.96
0,19,1.564742297439252,85.58
0,20,1.0400045908103555,78.41
0,21,1.3967314746420263,78.84
0,22,1.0217415508577379,77.52
0,23,1.2254205876487796,84.2
0,24,1.082427791619705,88.49
0,25,0.8437533535189548,88.49
0,26,1.4015456175400038,78.09
0,27,1.4297791466874592,77.93
0,28,1.0161394608222831,82.51
0,29,1.1319898336620655,80.87
0,30,1.0876597873235152,80.03
1,1,3.9842414593292497,64.88
1,2,1.396744822041463,72.03
1,3,0.9583393335342407,72.73
1,4,0.7905184283094892,76.55
1,5,0.6717231844441366,78.84
1,6,0.5967186073125419,83.92
1,7,0.5412766670776625,78.91
1,8,0.5374275531809208,84.89
1,9,0.4992176289275541,87.72
1,10,0.44137838634393983,88.23
1,11,0.4551664080660222,87.22
1,12,0.438289374618207,87.7
1,13,0.43505193671937714,87.44
1,14,0.3896413329294172,88.71
1,15,0.39360286977331516,87.99
1,16,0.3805087789640588,89.57
1,17,0.3734506414098255,88.58
1,18,0.3733112680709968,88.42
1,19,0.36559123204926314,89.99
1,20,0.3527253997527947,89.78
1,21,0.3445056252560373,89.65
1,22,0.3479502978971449,90.36
1,23,0.3433148542703208,90.44
1,24,0.3329408138485278,90.62
1,25,0.3264010407156863,90.34
1,26,0.3297485486935761,88.28
1,27,0.32766732068385107,90.08
1,28,0.33698561787605286,90.47
1,29,0.32368705434314277,90.58
1,30,0.32208934224258035,89.59
2,1,3.5810791799577615,58.92
2,2,1.6461589538444907,66.0
2,3,1.1510299110816697,71.18
2,4,1.0020242464744438,73.92
2,5,0.8363152126134452,74.77
2,6,0.7700411940025071,77.53
2,7,0.6716382533816968,75.65
2,8,0.6096101711362095,84.61
2,9,0.5990289884098505,83.19
2,10,0.6382881266585851,76.14
2,11,0.5040351106958875,87.19
2,12,0.5140686055361214,87.23
2,13,0.4684003768330913,86.83
2,14,0.4801083399077593,87.43
2,15,0.4276405431456485,83.81
2,16,0.4496944289086229,87.65
2,17,0.40635783439975676,89.07
2,18,0.396237159684553,88.57
2,19,0.4444619230294632,87.8
2,20,0.3671507794978255,88.37
2,21,0.3884801182706477,89.2
2,22,0.35066806562876296,88.93
2,23,0.39940398982015707,85.97
2,24,0.3759197739221282,89.55
2,25,0.3663745244680825,88.91
2,26,0.3395013672820592,90.12
2,27,0.33634857252492745,87.42
2,28,0.3441260684344728,90.33
2,29,0.36864149974564375,89.51
2,30,0.368879786234791,90.38
3,1,502.75080558000985,9.61
3,2,381.7730136160123,13.92
3,3,377.4180468543101,20.05
3,4,253.15187590000994,24.2
3,5,306.0122841010659,32.04
3,6,220.2296315855899,36.38
3,7,184.40065273996126,28.99
3,8,220.1062469482422,35.86
3,9,179.22080851409396,28.73
3,10,156.97588361319848,27.5
3,11,139.05717287225238,27.73
3,12,153.0571202423613,39.75
3,13,129.4334734900523,38.82
3,14,120.12488051592294,42.82
3,15,115.16411810406184,38.11
3,16,106.7924959861626,45.72
3,17,91.62918129613844,44.4
3,18,93.94244300712974,42.09
3,19,84.83755202212576,58.62
3,20,77.55196050870217,45.29
3,21,90.48209128945561,46.2
3,22,74.50686548523984,48.37
3,23,66.85134881229725,43.45
3,24,59.71708608077744,50.74
3,25,53.34796336545782,57.02
3,26,59.088998600588006,47.2
3,27,52.73732359934662,43.4
3,28,66.06407372426179,48.64
3,29,55.21238443406962,55.09
3,30,57.082115625931046,43.28
4,1,25.77368613420907,26.09
4,2,18.40657788616116,29.41
4,3,12.753500776775812,41.04
4,4,8.52711991132316,46.59
4,5,7.0693028579323975,46.26
4,6,6.13009025282779,46.76
4,7,4.820368669800839,51.95
4,8,4.367084329411135,55.29
4,9,4.346674161442255,64.75
4,10,3.5047200493893382,50.47
4,11,3.923867342835766,61.84
4,12,3.123558036351608,66.67
4,13,3.194011567002636,66.6
4,14,2.9953813088142267,69.93
4,15,2.4094308998625156,71.5
4,16,2.6830136008181813,68.13
4,17,2.683994725599127,74.23
4,18,2.04493179361699,68.58
4,19,2.234510167170379,62.12
4,20,2.0914369558883927,71.02
4,21,2.373817662061271,60.78
4,22,2.1186007160251425,77.68
4,23,1.7588428440740553,69.13
4,24,2.150769819647579,71.86
4,25,1.9376433996830957,73.97
4,26,1.715502502554554,73.56
4,27,1.8101010767080017,70.28
4,28,1.764626766665507,73.05
4,29,1.5934878587722778,65.99
4,30,1.6785240961333452,63.97
5,1,28.00471824710652,23.97
5,2,17.846438359406037,24.39
5,3,13.549409244020106,40.29
5,4,9.926664497892736,36.21
5,5,8.025628053535849,52.18
5,6,5.759068331475985,52.15
5,7,5.059934585781421,59.23
5,8,4.18812914622032,46.91
5,9,4.205273393857277,57.94
5,10,3.032068096985251,55.36
5,11,3.2823960356793163,60.19
5,12,2.7225746098211254,68.36
5,13,2.699865760439533,61.44
5,14,2.7520448434150824,58.44
5,15,2.0986320214756464,62.13
5,16,2.625789587780581,58.43
5,17,2.2548797110379755,70.67
5,18,2.1856588670762918,74.71
5,19,1.9393077846300804,61.3
5,20,1.9458550911838726,58.84
5,21,1.9222010505401481,76.91
5,22,1.8141802973666434,65.51
5,23,1.940994367761127,71.45
5,24,1.788505056146848,75.17
5,25,1.572627548444069,67.87
5,26,1.4605163265082797,63.93
5,27,1.7391976764646626,65.08
5,28,1.7628948819839347,69.78
