layer,epoch,loss,accuracy
3,1,4.02378721055338,77.4
3,2,0.7060411016819841,85.47
3,3,0.4988188718335103,88.08
3,4,0.40532605728860627,89.91
3,5,0.3519396175772457,90.59
3,6,0.31486303018311323,91.45
3,7,0.28746393146151206,91.77
3,8,0.27182077553312656,92.11
3,9,0.25603890772593224,92.48
3,10,0.2448058120780072,92.63
3,11,0.2365492554539341,92.7
3,12,0.22918438431570085,93.11
3,13,0.223169249498238,93.14
3,14,0.21710351740909836,93.02
3,15,0.21259596287193944,93.1
3,16,0.20655543698092638,93.2
3,17,0.20294050872325897,93.37
3,18,0.2001009585998826,93.54
3,19,0.19813779577360316,93.4
3,20,0.19341123533450952,93.32
3,21,0.1909160447322716,93.38
3,22,0.19093712835998858,93.58
3,23,0.18555557475251666,93.67
3,24,0.18572174467272679,93.72
3,25,0.1854738386000617,93.59
3,26,0.1813387701571998,93.65
3,27,0.1796751628487797,93.86
3,28,0.1769735219620042,93.74
3,29,0.17477044652579193,93.94
3,30,0.17363765229613093,93.86
4,1,2.743680994389421,80.71
4,2,0.5535112265813149,87.31
4,3,0.4154819411746526,89.28
4,4,0.3603110454850278,90.11
4,5,0.32465692142308766,91.13
4,6,0.3035028483402931,91.37
4,7,0.28393649852881997,91.8
4,8,0.26963219172873737,92.0
4,9,0.2597561279090784,92.24
4,10,0.25157897527945244,92.36
4,11,0.24497530041104656,92.07
4,12,0.24262174256777358,92.64
4,13,0.23287566864894607,92.86
4,14,0.22704360949791083,92.8
4,15,0.22221739463886972,92.92
4,16,0.2180241043284788,92.86
4,17,0.2162533607018196,93.19
4,18,0.2135370848542553,93.07
4,19,0.21250000090922339,93.15
4,20,0.20545665061069748,93.02
4,21,0.20722035861621468,92.97
4,22,0.2024014675516193,93.12
4,23,0.20075910828881344,93.0
4,24,0.19810588506318755,93.23
4,25,0.19752057073479992,93.42
4,26,0.19514803689415172,93.41
4,27,0.19549682711140584,93.4
4,28,0.19338733361939253,93.33
4,29,0.1905518739910449,93.08
4,30,0.19181737455271058,93.22
5,1,2.6030117758249833,77.59
5,2,0.6798438505601074,84.85
5,3,0.49804621328741816,87.15
5,4,0.42474510558580947,88.37
5,5,0.38409146110890274,89.34
5,6,0.35415571978536703,89.82
5,7,0.3361542699700695,90.26
5,8,0.32207529171038485,90.67
5,9,0.309033476700217,90.85
5,10,0.29962278927786873,90.79
5,11,0.2898318542767379,91.29
5,12,0.28452409071437385,91.43
5,13,0.27820696189241895,91.64
5,14,0.27133716617600395,91.49
5,15,0.26725873755196394,91.67
5,16,0.2627290765107688,91.49
5,17,0.25854906187219134,91.54
5,18,0.25745837920803133,91.87
5,19,0.2527419985350916,91.66
5,20,0.24711417722499976,91.76
5,21,0.24726759503453466,91.79
5,22,0.24420493714890237,91.76
5,23,0.24220296159639196,92.02
5,24,0.23952400305513608,91.9
5,25,0.23625501965062093,91.89
5,26,0.2343393685454029,91.76
5,27,0.23389974766868657,92.08
5,28,0.23171996994543884,91.96
5,29,0.229798007061926,91.89
5,30,0.2316706289174193,91.83
6,1,70.49382840980918,41.61
6,2,3.047294677314112,68.56
6,3,1.5572066125223192,74.87
6,4,1.1201925398939747,78.33
6,5,0.8933721982826621,80.2
6,6,0.7588533779322091,82.6
6,7,0.6813767027046721,83.54
6,8,0.6148841426534167,84.9
6,9,0.5709577935226893,85.12
6,10,0.5310669940406993,85.26
6,11,0.506628492120969,86.39
6,12,0.47696819699416726,87.16
6,13,0.46514185303348604,86.52
6,14,0.4520664831339303,87.57
6,15,0.4285896667989634,87.44
6,16,0.4159061009601011,87.83
6,17,0.4070326529316983,88.33
6,18,0.4029166622687194,88.37
6,19,0.38997157044329883,86.99
6,20,0.3947216226892956,87.3
6,21,0.38067262455568474,88.71
6,22,0.3819967765929335,89.0
6,23,0.37598110760672615,86.38
6,24,0.37740079427169543,88.17
6,25,0.3659727290525275,88.97
6,26,0.3513007022566714,88.4
6,27,0.3567748029353255,89.24
6,28,0.35271668434143066,89.11
6,29,0.34841593089750256,89.33
6,30,0.3482367133690139,89.35
7,1,2.7324610403028586,67.33
7,2,0.9132479924266621,77.67
7,3,0.7062863374160508,81.1
7,4,0.6181590476278531,82.78
7,5,0.564137311810154,83.7
7,6,0.5308159165463205,84.56
7,7,0.5033949921696873,85.18
7,8,0.4862540465290264,85.89
7,9,0.4693851637638221,85.99
7,10,0.45686167630098634,86.07
7,11,0.4433282962289907,86.41
7,12,0.4346313516972429,86.73
7,13,0.4273932798434112,86.77
7,14,0.4178488870798531,86.99
7,15,0.41975129256814214,86.83
7,16,0.40790808503910647,87.6
7,17,0.4014623104515722,87.21
7,18,0.3993654074305195,87.68
7,19,0.3924095322520046,87.71
7,20,0.39021906004113666,87.7
7,21,0.3905815057835336,87.27
7,22,0.38538294677006996,87.8
7,23,0.38164844805911435,87.76
7,24,0.3745150111489377,87.98
7,25,0.3696656217009334,88.25
7,26,0.3687774028818486,88.24
7,27,0.36354906882269905,88.18
7,28,0.3643908768387164,88.34
7,29,0.3629590181981103,88.49
7,30,0.3658024082749577,88.0
8,1,4.035692287703692,58.12
8,2,1.429992829338979,69.77
8,3,1.0031011043968847,75.84
8,4,0.8101038720648167,78.29
8,5,0.7160850409734048,79.59
8,6,0.6582794492527589,81.53
8,7,0.6241697729644129,82.17
8,8,0.5982321248216144,82.27
8,9,0.5788244817216518,82.06
8,10,0.5618738966473078,83.02
8,11,0.5481902396274825,84.15
8,12,0.5417910162675179,83.59
8,13,0.5279852444842711,83.27
8,14,0.5214729066622459,84.74
8,15,0.5118481774451369,84.62
8,16,0.505247600502887,84.74
8,17,0.4972413550999205,84.63
8,18,0.48989293332827294,85.02
8,19,0.48887112837726787,84.55
8,20,0.48602485909300336,84.86
8,21,0.4800810036012682,85.23
8,22,0.4741285589791961,85.06
8,23,0.47703246747033073,85.3
8,24,0.4640464797868567,84.9
8,25,0.46085895623190926,85.63
8,26,0.4627470646874379,85.15
8,27,0.46540998553825635,85.68
8,28,0.4525637985286066,85.0
8,29,0.45464902611102087,85.57
8,30,0.44993971313460396,85.55
classifier,1,10.021661984718452,11.36
classifier,2,5.279037560446787,16.03
classifier,3,3.288539866269645,22.66
classifier,4,2.701702990774381,26.2
classifier,5,2.4136658886731683,28.99
classifier,6,2.219012874667927,31.07
classifier,7,2.090643215987642,33.0
classifier,8,2.0030451204817172,34.27
classifier,9,1.938122878640385,35.79
classifier,10,1.8892722150026742,36.91
classifier,11,1.8535883871175476,38.07
classifier,12,1.8253330457008492,38.97
classifier,13,1.8039208711203882,39.7
classifier,14,1.7882396407046561,40.06
classifier,15,1.776722368547472,40.68
classifier,16,1.7677063881340673,41.04
classifier,17,1.7607132681345536,41.38
classifier,18,1.7547869540877261,41.51
classifier,19,1.750747836242288,42.0
classifier,20,1.7470104512521776,41.94
classifier,21,1.7452600588232785,42.66
classifier,22,1.7426593404705242,42.78
classifier,23,1.7414086592399467,42.46
classifier,24,1.7396281836396557,42.37
classifier,25,1.7391065379320565,42.85
classifier,26,1.7379536891387681,42.37
classifier,27,1.7364805108409818,42.57
classifier,28,1.7371826252694857,42.73
classifier,29,1.7352496304754483,42.62
classifier,30,1.7351131136134519,42.89
