layer,epoch,loss,accuracy
0,1,2.658935770139856,86.68
0,2,0.45549036436161755,89.49
0,3,0.367008537559186,90.18
0,4,0.33655510110370185,90.84
0,5,0.3193403851177733,91.04
0,6,0.3107763086840258,90.85
0,7,0.30500813535714555,91.46
0,8,0.3004306787151401,91.62
0,9,0.2963664551912728,91.89
0,10,0.2938437931618448,91.94
0,11,0.2887385318339881,91.7
0,12,0.28993763812517714,91.84
0,13,0.28494713266017074,91.68
0,14,0.282014166652146,91.7
0,15,0.2848437974008463,91.79
0,16,0.2829064241910385,91.83
0,17,0.27877347348100046,91.9
0,18,0.2770722998400866,92.03
0,19,0.276356629395889,91.89
0,20,0.2773080445447211,92.09
0,21,0.27477399878582714,92.15
0,22,0.27390482920711323,92.03
0,23,0.27466556707681233,91.9
0,24,0.2735343004687358,91.66
0,25,0.28005994477514495,92.12
0,26,0.27183210875018166,92.01
0,27,0.27305496345132085,91.14
0,28,0.27575419716915844,92.11
0,29,0.2731421051894204,91.64
0,30,0.2685568219019195,91.92
1,1,1.709767665398323,86.01
1,2,0.4136196400149394,89.64
1,3,0.33146862003762845,90.88
1,4,0.2923882411698164,92.0
1,5,0.2658064784639973,92.4
1,6,0.24951151038630534,92.87
1,7,0.2356142884088775,93.25
1,8,0.22578280153921096,93.44
1,9,0.21511080482248532,93.51
1,10,0.20814662287801,93.88
1,11,0.2008299302246611,94.07
1,12,0.1951195529456866,93.82
1,13,0.18990405131194552,94.23
1,14,0.18751190324961128,94.28
1,15,0.18234960482282153,94.27
1,16,0.17921960101289264,94.42
1,17,0.1749709180351031,93.97
1,18,0.1721053901365248,94.44
1,19,0.1695641223656929,94.42
1,20,0.16644167420217545,94.4
1,21,0.16763257601503598,94.47
1,22,0.16574325930264036,94.06
1,23,0.1608311709458545,94.65
1,24,0.15774138385461547,94.58
1,25,0.15935116160218998,94.66
1,26,0.15827138090537765,94.62
1,27,0.15177055688227636,94.9
1,28,0.15262312896675984,94.74
1,29,0.15149038146107885,94.87
1,30,0.14829805518611003,94.63
2,1,1.4114293920791756,86.89
2,2,0.3901153994818865,90.32
2,3,0.3095013122942488,91.61
2,4,0.27213946540476913,92.44
2,5,0.2483313896898496,92.64
2,6,0.2315352854587264,93.19
2,7,0.21889900454020095,93.44
2,8,0.20868817830489853,93.91
2,9,0.2000591237161119,93.83
2,10,0.193363112160715,93.91
2,11,0.1888770557056039,93.95
2,12,0.1832877708188558,94.04
2,13,0.18045890912161036,94.26
2,14,0.1751676204345994,94.26
2,15,0.16978983303247872,94.08
2,16,0.16775671380051113,94.11
2,17,0.16501799251063395,94.15
2,18,0.16439277741868616,94.36
2,19,0.1622716784477234,94.45
2,20,0.15794034378003266,94.62
2,21,0.15994964805194886,93.7
2,22,0.15691707043324488,94.61
2,23,0.1526453915541455,94.6
2,24,0.15111513852567995,94.71
2,25,0.14940465216414403,94.64
2,26,0.14923638799938105,94.66
2,27,0.14735836548320316,94.59
2,28,0.14749900832519694,94.47
2,29,0.14426974497609218,94.78
2,30,0.1431233473753525,94.75
