epoch,train_loss,train_acc,test_loss,test_acc,fs_1shot_mean
1,6.88464080418972,0.0018153526970954357,6.909320984071898,0.0012139605462822458,0.4871999879181385
10,3.67374132958469,0.3736514522821577,8.644192621545884,0.001669195751138088,0.6939999830722808
20,2.447608736177154,0.5408195020746888,10.330575480044466,0.001669195751138088,0.7243999797105789
30,1.8807338499864996,0.6369813278008298,11.372823983720206,0.0018209408194233688,0.713999981880188
40,1.4783271456396343,0.7239626556016597,11.914734914464859,0.0024279210925644916,0.7027999788522721
50,1.1544545987583943,0.7979253112033196,12.415739170555929,0.0031107738998482548,0.7267999807000161
60,0.8963399801822688,0.8613070539419088,12.881581574967765,0.002276176024279211,0.7119999784231186
70,0.6941404484755156,0.9080394190871369,13.131192512882565,0.0024279210925644916,0.725999979376793
80,0.536728777632808,0.9432053941908713,13.458458122697849,0.0025796661608497723,0.7427999779582024
90,0.42030683159828186,0.9648858921161826,13.751917190922116,0.0028072837632776935,0.7291999787092209
100,0.3331953575279539,0.9789937759336099,13.986985743624492,0.0028072837632776935,0.7235999780893326
110,0.270471576823304,0.9853215767634855,14.230995391179057,0.0028072837632776935,0.7435999786853791
120,0.22406690957530445,0.9888485477178424,14.41515665146911,0.002959028831562974,0.7299999803304672
130,0.18917383539755614,0.991753112033195,14.588880955594258,0.002959028831562974,0.7223999786376953
140,0.16280257267667758,0.9934647302904565,14.776015040943923,0.002959028831562974,0.7267999836802482
150,0.14166833869866188,0.9946058091286307,14.912506334989974,0.0025796661608497723,0.7475999811291695
