alpha,g,epoch,task_id,train_loss,train_acc,task_1_acc,task_2_acc,task_3_acc,task_4_acc,task_5_acc,task_6_acc,task_7_acc,task_8_acc,task_9_acc,task_10_acc
1.2,1.0,1,1,0.7563166825184181,0.8191666666666667,0.9146999716758728,,,,,,,,,
1.2,1.0,2,1,0.24473603943517722,0.9303,0.9429000020027161,,,,,,,,,
1.2,1.0,3,1,0.17510535077118417,0.9505333333333333,0.9535999894142151,,,,,,,,,
1.2,1.0,4,1,0.1530649671748058,0.9573166666666667,0.9581999778747559,,,,,,,,,
1.2,1.0,5,1,0.13394298819678108,0.9625666666666667,0.9576999545097351,,,,,,,,,
1.2,1.0,6,1,0.13016900172762907,0.9649,0.9590999484062195,,,,,,,,,
1.2,1.0,7,1,0.35377020023064193,0.8990166666666667,0.930899977684021,,,,,,,,,
1.2,1.0,8,1,0.2198041859529674,0.9397666666666666,0.9291999936103821,,,,,,,,,
1.2,1.0,9,1,0.1648231406928475,0.95585,0.965999960899353,,,,,,,,,
1.2,1.0,10,1,0.1376322320878887,0.9631,0.9541999697685242,,,,,,,,,
1.2,1.0,11,1,0.1445052690033529,0.9618666666666666,0.9657999873161316,,,,,,,,,
1.2,1.0,12,1,0.12197745412087707,0.9682666666666667,0.9447999596595764,,,,,,,,,
1.2,1.0,13,1,0.11060462828113962,0.9705833333333334,0.9634999632835388,,,,,,,,,
1.2,1.0,14,1,0.11011560731676659,0.9710833333333333,0.965399980545044,,,,,,,,,
1.2,1.0,15,1,0.10937276839522887,0.9717666666666667,0.9648000001907349,,,,,,,,,
1.2,1.0,16,1,0.10401092299313815,0.97345,0.9667999744415283,,,,,,,,,
1.2,1.0,17,1,0.08879391157598511,0.9775,0.9717999696731567,,,,,,,,,
1.2,1.0,18,1,0.1228561381469848,0.9680833333333333,0.9708999991416931,,,,,,,,,
1.2,1.0,19,1,0.16703146497911608,0.9585166666666667,0.9510999917984009,,,,,,,,,
1.2,1.0,20,1,0.1899826535180624,0.9530166666666666,0.939300000667572,,,,,,,,,
1.2,1.0,21,1,0.1269954072633214,0.968,0.9558999538421631,,,,,,,,,
1.2,1.0,22,1,0.11694956456086655,0.9703166666666667,0.9550999999046326,,,,,,,,,
1.2,1.0,23,1,0.23217584508489061,0.9429,0.9333999752998352,,,,,,,,,
1.2,1.0,24,1,0.20251003644073695,0.9475166666666667,0.948199987411499,,,,,,,,,
1.2,1.0,25,1,0.1764719021250444,0.9549833333333333,0.9569999575614929,,,,,,,,,
1.2,1.0,26,1,0.1139862047834024,0.9704833333333334,0.962399959564209,,,,,,,,,
1.2,1.0,27,1,0.1223418481433506,0.9688666666666667,0.9631999731063843,,,,,,,,,
1.2,1.0,28,1,0.17283382104523082,0.9561666666666667,0.9559999704360962,,,,,,,,,
1.2,1.0,29,1,0.1285297723272557,0.9663833333333334,0.9649999737739563,,,,,,,,,
1.2,1.0,30,1,0.1044563818425099,0.9718666666666667,0.9660999774932861,,,,,,,,,
1.2,1.0,1,2,0.9184698633102975,0.7008666666666666,0.758899986743927,0.9034000039100647,,,,,,,,
1.2,1.0,2,2,0.3383134757436669,0.9104833333333333,0.6434000134468079,0.9165999889373779,,,,,,,,
1.2,1.0,3,2,0.24789491000333067,0.93345,0.7211999893188477,0.9285999536514282,,,,,,,,
1.2,1.0,4,2,0.2166691306335077,0.9426,0.7859999537467957,0.9375999569892883,,,,,,,,
1.2,1.0,5,2,0.2079892315224671,0.9438333333333333,0.6780999898910522,0.939300000667572,,,,,,,,
1.2,1.0,6,2,0.19083827401974054,0.9493833333333334,0.6078999638557434,0.9454999566078186,,,,,,,,
1.2,1.0,7,2,0.1668850966274484,0.9564666666666667,0.5690000057220459,0.9528999924659729,,,,,,,,
1.2,1.0,8,2,0.16043947410704232,0.9570833333333333,0.5519999861717224,0.9542999863624573,,,,,,,,
1.2,1.0,9,2,0.14945093387845101,0.9595166666666667,0.5026000142097473,0.9544999599456787,,,,,,,,
1.2,1.0,10,2,0.1613987163980124,0.9573833333333334,0.5008999705314636,0.9550999999046326,,,,,,,,
1.2,1.0,11,2,0.15943875945389652,0.9585,0.5475999712944031,0.9583999514579773,,,,,,,,
1.2,1.0,12,2,0.14689613092762194,0.9608333333333333,0.5583999752998352,0.9576999545097351,,,,,,,,
1.2,1.0,13,2,0.14500812088439205,0.9625333333333334,0.5507000088691711,0.9611999988555908,,,,,,,,
1.2,1.0,14,2,0.11422968022763602,0.9694,0.5511000156402588,0.9637999534606934,,,,,,,,
1.2,1.0,15,2,0.1036525772634282,0.9724666666666667,0.4626999795436859,0.9590999484062195,,,,,,,,
1.2,1.0,16,2,0.11537739698256828,0.9695166666666667,0.3968999981880188,0.9555999636650085,,,,,,,,
1.2,1.0,17,2,0.10698023327052403,0.9714,0.457099974155426,0.9649999737739563,,,,,,,,
1.2,1.0,18,2,0.10541196243424437,0.9725166666666667,0.5034999847412109,0.9538999795913696,,,,,,,,
1.2,1.0,19,2,0.1099551360803976,0.9712333333333333,0.4311999976634979,0.9659000039100647,,,,,,,,
1.2,1.0,20,2,0.08814026636065546,0.9766833333333333,0.4494999945163727,0.9660999774932861,,,,,,,,
1.2,1.0,21,2,0.08511076491923808,0.97705,0.3959999978542328,0.9638999700546265,,,,,,,,
1.2,1.0,22,2,0.1088874810494419,0.9706333333333333,0.41599997878074646,0.9673999547958374,,,,,,,,
1.2,1.0,23,2,0.08391412261025563,0.9781666666666666,0.4074999988079071,0.9711999893188477,,,,,,,,
1.2,1.0,24,2,0.07984657181518227,0.9782,0.36879998445510864,0.9667999744415283,,,,,,,,
1.2,1.0,25,2,0.07496170279359433,0.98,0.31349998712539673,0.9646999835968018,,,,,,,,
1.2,1.0,26,2,0.0800831012769358,0.9795333333333334,0.3588999807834625,0.9667999744415283,,,,,,,,
1.2,1.0,27,2,0.07723603831447248,0.9789166666666667,0.3401999771595001,0.9678999781608582,,,,,,,,
1.2,1.0,28,2,0.08409853258938678,0.9775166666666667,0.3804999887943268,0.9668999910354614,,,,,,,,
1.2,1.0,29,2,0.0805004727450817,0.97855,0.2694000005722046,0.9577999711036682,,,,,,,,
1.2,1.0,30,2,0.09337783911164159,0.9752833333333333,0.3346000015735626,0.965499997138977,,,,,,,,
1.2,1.0,1,3,0.8145301070675921,0.7526833333333334,0.2513999938964844,0.6672999858856201,0.8833999633789062,,,,,,,
1.2,1.0,2,3,0.38850518066618744,0.8924166666666666,0.24899999797344208,0.6575999855995178,0.9139999747276306,,,,,,,
1.2,1.0,3,3,0.29587844079300796,0.9211,0.22839999198913574,0.6984999775886536,0.921999990940094,,,,,,,
1.2,1.0,4,3,0.2553601685935246,0.9315166666666667,0.21849998831748962,0.6471999883651733,0.9277999997138977,,,,,,,
1.2,1.0,5,3,0.2358287146795533,0.9369666666666666,0.181099995970726,0.6850000023841858,0.9423999786376953,,,,,,,
1.2,1.0,6,3,0.21284329595723386,0.9433666666666667,0.1662999987602234,0.6900999546051025,0.9366999864578247,,,,,,,
