Logging initialized in: runs_symlink/mnist_mlp_sweep/alpha_1.5_g_3.0/GeneralMLP_LR0.001_BS1024_20260501_212330_s7
Overwriting weights with Heavy-Tailed Distribution (α=1.5, g=3.0)
Applying HT Init: alpha=1.5, g=3.0, seed=7
Epoch 0 | Train Acc: 0.1386 | Test Acc: 0.1397
Epoch 1 | Train Acc: 0.4263 | Test Acc: 0.5756
Epoch 2 | Train Acc: 0.6114 | Test Acc: 0.6504
Epoch 3 | Train Acc: 0.6760 | Test Acc: 0.6930
Epoch 4 | Train Acc: 0.7154 | Test Acc: 0.7340
Epoch 5 | Train Acc: 0.7445 | Test Acc: 0.7560
Epoch 6 | Train Acc: 0.7704 | Test Acc: 0.7711
Epoch 7 | Train Acc: 0.7868 | Test Acc: 0.7844
Epoch 8 | Train Acc: 0.8072 | Test Acc: 0.7940
Epoch 9 | Train Acc: 0.8145 | Test Acc: 0.8030
Epoch 10 | Train Acc: 0.8255 | Test Acc: 0.8148
Epoch 11 | Train Acc: 0.8354 | Test Acc: 0.8158
Epoch 12 | Train Acc: 0.8472 | Test Acc: 0.8235
Epoch 13 | Train Acc: 0.8550 | Test Acc: 0.8244
Epoch 14 | Train Acc: 0.8531 | Test Acc: 0.8306
Epoch 15 | Train Acc: 0.8605 | Test Acc: 0.8338
Epoch 16 | Train Acc: 0.8662 | Test Acc: 0.8406
Epoch 17 | Train Acc: 0.8747 | Test Acc: 0.8454
Epoch 18 | Train Acc: 0.8767 | Test Acc: 0.8449
Epoch 19 | Train Acc: 0.8867 | Test Acc: 0.8513
Epoch 20 | Train Acc: 0.8941 | Test Acc: 0.8542
Epoch 21 | Train Acc: 0.8972 | Test Acc: 0.8575
Epoch 22 | Train Acc: 0.8990 | Test Acc: 0.8575
Epoch 23 | Train Acc: 0.9093 | Test Acc: 0.8609
Epoch 24 | Train Acc: 0.9153 | Test Acc: 0.8617
Epoch 25 | Train Acc: 0.9183 | Test Acc: 0.8635
Epoch 26 | Train Acc: 0.9242 | Test Acc: 0.8673
Epoch 27 | Train Acc: 0.9317 | Test Acc: 0.8706
Epoch 28 | Train Acc: 0.9363 | Test Acc: 0.8665
Epoch 29 | Train Acc: 0.9425 | Test Acc: 0.8703
Epoch 30 | Train Acc: 0.9503 | Test Acc: 0.8716
Epoch 31 | Train Acc: 0.9536 | Test Acc: 0.8706
Epoch 32 | Train Acc: 0.9571 | Test Acc: 0.8694
Epoch 33 | Train Acc: 0.9602 | Test Acc: 0.8709
Epoch 34 | Train Acc: 0.9637 | Test Acc: 0.8745
Epoch 35 | Train Acc: 0.9648 | Test Acc: 0.8719
Epoch 36 | Train Acc: 0.9709 | Test Acc: 0.8729
Epoch 37 | Train Acc: 0.9752 | Test Acc: 0.8732
Epoch 38 | Train Acc: 0.9773 | Test Acc: 0.8753
Epoch 39 | Train Acc: 0.9797 | Test Acc: 0.8745
Epoch 40 | Train Acc: 0.9813 | Test Acc: 0.8762
Epoch 41 | Train Acc: 0.9819 | Test Acc: 0.8756
Epoch 42 | Train Acc: 0.9825 | Test Acc: 0.8769
Epoch 43 | Train Acc: 0.9839 | Test Acc: 0.8755
Epoch 44 | Train Acc: 0.9864 | Test Acc: 0.8758
Epoch 45 | Train Acc: 0.9875 | Test Acc: 0.8755
Epoch 46 | Train Acc: 0.9882 | Test Acc: 0.8783
Epoch 47 | Train Acc: 0.9895 | Test Acc: 0.8777
Epoch 48 | Train Acc: 0.9905 | Test Acc: 0.8780
Epoch 49 | Train Acc: 0.9910 | Test Acc: 0.8771
Epoch 50 | Train Acc: 0.9919 | Test Acc: 0.8793
Epoch 51 | Train Acc: 0.9925 | Test Acc: 0.8771
Epoch 52 | Train Acc: 0.9928 | Test Acc: 0.8765
Epoch 53 | Train Acc: 0.9930 | Test Acc: 0.8775
Epoch 54 | Train Acc: 0.9936 | Test Acc: 0.8781
Epoch 55 | Train Acc: 0.9940 | Test Acc: 0.8778
Epoch 56 | Train Acc: 0.9943 | Test Acc: 0.8784
Epoch 57 | Train Acc: 0.9946 | Test Acc: 0.8777
Epoch 58 | Train Acc: 0.9947 | Test Acc: 0.8790
Epoch 59 | Train Acc: 0.9949 | Test Acc: 0.8791
Epoch 60 | Train Acc: 0.9952 | Test Acc: 0.8784
Epoch 61 | Train Acc: 0.9953 | Test Acc: 0.8788
Epoch 62 | Train Acc: 0.9955 | Test Acc: 0.8795
Epoch 63 | Train Acc: 0.9958 | Test Acc: 0.8793
Epoch 64 | Train Acc: 0.9960 | Test Acc: 0.8799
Epoch 65 | Train Acc: 0.9962 | Test Acc: 0.8796
Epoch 66 | Train Acc: 0.9964 | Test Acc: 0.8788
Epoch 67 | Train Acc: 0.9965 | Test Acc: 0.8797
Epoch 68 | Train Acc: 0.9967 | Test Acc: 0.8795
Epoch 69 | Train Acc: 0.9967 | Test Acc: 0.8793
Epoch 70 | Train Acc: 0.9969 | Test Acc: 0.8790
Epoch 71 | Train Acc: 0.9970 | Test Acc: 0.8801
Epoch 72 | Train Acc: 0.9971 | Test Acc: 0.8805
Epoch 73 | Train Acc: 0.9973 | Test Acc: 0.8817
Epoch 74 | Train Acc: 0.9973 | Test Acc: 0.8801
Epoch 75 | Train Acc: 0.9975 | Test Acc: 0.8805
Epoch 76 | Train Acc: 0.9976 | Test Acc: 0.8807
Epoch 77 | Train Acc: 0.9977 | Test Acc: 0.8803
Epoch 78 | Train Acc: 0.9977 | Test Acc: 0.8804
Epoch 79 | Train Acc: 0.9977 | Test Acc: 0.8803
Epoch 80 | Train Acc: 0.9978 | Test Acc: 0.8805
Epoch 81 | Train Acc: 0.9979 | Test Acc: 0.8803
Epoch 82 | Train Acc: 0.9980 | Test Acc: 0.8807
