Logging initialized in: runs_symlink/mnist_mlp_sweep/alpha_1.5_g_3.0/GeneralMLP_LR0.001_BS1024_20260501_135242_s0
Overwriting weights with Heavy-Tailed Distribution (α=1.5, g=3.0)
Applying HT Init: alpha=1.5, g=3.0, seed=0
Epoch 0 | Train Acc: 0.1156 | Test Acc: 0.1164
Epoch 1 | Train Acc: 0.3730 | Test Acc: 0.5298
Epoch 2 | Train Acc: 0.5818 | Test Acc: 0.6348
Epoch 3 | Train Acc: 0.6587 | Test Acc: 0.6894
Epoch 4 | Train Acc: 0.7045 | Test Acc: 0.7141
Epoch 5 | Train Acc: 0.7300 | Test Acc: 0.7372
Epoch 6 | Train Acc: 0.7518 | Test Acc: 0.7563
Epoch 7 | Train Acc: 0.7678 | Test Acc: 0.7668
Epoch 8 | Train Acc: 0.7858 | Test Acc: 0.7838
Epoch 9 | Train Acc: 0.7896 | Test Acc: 0.7784
Epoch 10 | Train Acc: 0.7911 | Test Acc: 0.7938
Epoch 11 | Train Acc: 0.8065 | Test Acc: 0.7999
Epoch 12 | Train Acc: 0.8188 | Test Acc: 0.8064
Epoch 13 | Train Acc: 0.8257 | Test Acc: 0.8135
Epoch 14 | Train Acc: 0.8334 | Test Acc: 0.8194
Epoch 15 | Train Acc: 0.8458 | Test Acc: 0.8285
Epoch 16 | Train Acc: 0.8535 | Test Acc: 0.8330
Epoch 17 | Train Acc: 0.8601 | Test Acc: 0.8348
Epoch 18 | Train Acc: 0.8653 | Test Acc: 0.8369
Epoch 19 | Train Acc: 0.8623 | Test Acc: 0.8417
Epoch 20 | Train Acc: 0.8650 | Test Acc: 0.8421
Epoch 21 | Train Acc: 0.8735 | Test Acc: 0.8504
Epoch 22 | Train Acc: 0.8799 | Test Acc: 0.8497
Epoch 23 | Train Acc: 0.8852 | Test Acc: 0.8529
Epoch 24 | Train Acc: 0.8885 | Test Acc: 0.8563
Epoch 25 | Train Acc: 0.8971 | Test Acc: 0.8572
Epoch 26 | Train Acc: 0.9011 | Test Acc: 0.8609
Epoch 27 | Train Acc: 0.9045 | Test Acc: 0.8629
Epoch 28 | Train Acc: 0.9090 | Test Acc: 0.8646
Epoch 29 | Train Acc: 0.9140 | Test Acc: 0.8663
Epoch 30 | Train Acc: 0.9205 | Test Acc: 0.8689
Epoch 31 | Train Acc: 0.9220 | Test Acc: 0.8689
Epoch 32 | Train Acc: 0.9226 | Test Acc: 0.8665
Epoch 33 | Train Acc: 0.9240 | Test Acc: 0.8695
Epoch 34 | Train Acc: 0.9341 | Test Acc: 0.8704
Epoch 35 | Train Acc: 0.9413 | Test Acc: 0.8701
Epoch 36 | Train Acc: 0.9448 | Test Acc: 0.8700
Epoch 37 | Train Acc: 0.9406 | Test Acc: 0.8737
Epoch 38 | Train Acc: 0.9484 | Test Acc: 0.8726
Epoch 39 | Train Acc: 0.9527 | Test Acc: 0.8726
Epoch 40 | Train Acc: 0.9349 | Test Acc: 0.8732
Epoch 41 | Train Acc: 0.9424 | Test Acc: 0.8740
Epoch 42 | Train Acc: 0.9499 | Test Acc: 0.8747
Epoch 43 | Train Acc: 0.9584 | Test Acc: 0.8732
Epoch 44 | Train Acc: 0.9601 | Test Acc: 0.8746
Epoch 45 | Train Acc: 0.9629 | Test Acc: 0.8761
Epoch 46 | Train Acc: 0.9697 | Test Acc: 0.8767
Epoch 47 | Train Acc: 0.9746 | Test Acc: 0.8768
Epoch 48 | Train Acc: 0.9796 | Test Acc: 0.8799
Epoch 49 | Train Acc: 0.9805 | Test Acc: 0.8795
Epoch 50 | Train Acc: 0.9832 | Test Acc: 0.8778
Epoch 51 | Train Acc: 0.9855 | Test Acc: 0.8785
Epoch 52 | Train Acc: 0.9880 | Test Acc: 0.8791
Epoch 53 | Train Acc: 0.9900 | Test Acc: 0.8800
Epoch 54 | Train Acc: 0.9918 | Test Acc: 0.8795
Epoch 55 | Train Acc: 0.9922 | Test Acc: 0.8783
Epoch 56 | Train Acc: 0.9878 | Test Acc: 0.8800
Epoch 57 | Train Acc: 0.9857 | Test Acc: 0.8805
Epoch 58 | Train Acc: 0.9785 | Test Acc: 0.8795
Epoch 59 | Train Acc: 0.9879 | Test Acc: 0.8794
Epoch 60 | Train Acc: 0.9915 | Test Acc: 0.8782
Epoch 61 | Train Acc: 0.9935 | Test Acc: 0.8789
