epoch,train_loss,train_acc,test_loss,test_acc
10,0.289795612379656,0.9214,0.29147779494524,0.9224
20,0.20862114884085575,0.94375,0.2307473123073578,0.9373
30,0.16648606046781703,0.9553,0.20022703781723977,0.9454
40,0.13835847592454845,0.9633166666666667,0.18089802116155623,0.9488
50,0.11728493907188965,0.9702333333333333,0.16812987998127937,0.9521
60,0.10156237334012985,0.9748666666666667,0.15801631212234496,0.955
70,0.08848829213845527,0.9790666666666666,0.15087458863854408,0.9547
80,0.07792468476345983,0.9820333333333333,0.14556915313005447,0.9567
90,0.06964577033610667,0.9844666666666667,0.14051300659775734,0.9585
100,0.06192228854712793,0.98635,0.1374648131430149,0.9582
110,0.055864354942814776,0.9884833333333334,0.1342637725174427,0.9604
120,0.050548718894942335,0.9900166666666667,0.13222902938723563,0.9607
130,0.04600044573515148,0.9911166666666666,0.12971870675683023,0.9607
140,0.042038117930040524,0.9921666666666666,0.1277640525251627,0.9609
150,0.038625784439303104,0.9931166666666666,0.12586620710790158,0.9614
