epoch,train_loss,train_acc,test_loss,test_acc,fs_1shot_mean
1,10.468594907924828,0.0009336099585062241,8.268635962773295,0.0015174506828528073,0.5251999861001968
10,7.534688185382363,0.010529045643153528,8.311970220028776,0.0012898330804248861,0.6467999812960624
20,5.491564987511035,0.15762448132780082,9.881612694379195,0.002731411229135053,0.619999984651804
30,4.504505496940865,0.3075207468879668,11.054756062702069,0.002883156297420334,0.6483999818563462
40,3.73170939344444,0.41587136929460583,11.991975839855602,0.0021244309559939304,0.680799979865551
50,3.2326538025938123,0.4995331950207469,12.745731798190516,0.002655538694992413,0.7079999807476998
60,2.8467386203096403,0.5654564315352697,13.37987560901827,0.0022003034901365705,0.6939999815821648
70,2.5847943665965505,0.620643153526971,13.85781232593129,0.00204855842185129,0.7027999792993068
80,2.3448431247117503,0.6740663900414938,14.418072311623582,0.0018968133535660092,0.7075999793410301
90,2.0790812783683372,0.7118257261410789,14.860450652039166,0.0018968133535660092,0.7019999769330024
100,1.971750301635818,0.7438796680497926,15.254748214795752,0.0022003034901365705,0.7163999783992767
110,1.850713442098226,0.7738589211618258,15.555139800877248,0.002352048558421851,0.7067999801039696
120,1.5482165545027777,0.7948651452282157,15.905081878588037,0.0022003034901365705,0.7515999814867973
130,1.4183002260347075,0.8186721991701245,16.202243721600876,0.002352048558421851,0.7407999777793884
140,1.416071149687104,0.8356327800829876,16.43732313507969,0.0021244309559939304,0.7463999792933464
150,1.3610473227816702,0.8534751037344398,16.757835462255386,0.002503793626707132,0.7299999803304672
