Logging initialized in: runs_symlink/mnist_mlp_sweep/alpha_1.2_g_3.0/GeneralMLP_LR0.001_BS1024_20260501_210229_s7
Overwriting weights with Heavy-Tailed Distribution (α=1.2, g=3.0)
Applying HT Init: alpha=1.2, g=3.0, seed=7
Epoch 0 | Train Acc: 0.1309 | Test Acc: 0.1290
Epoch 1 | Train Acc: 0.1482 | Test Acc: 0.1048
Epoch 2 | Train Acc: 0.3259 | Test Acc: 0.4026
Epoch 3 | Train Acc: 0.3983 | Test Acc: 0.4570
Epoch 4 | Train Acc: 0.5138 | Test Acc: 0.5518
Epoch 5 | Train Acc: 0.5706 | Test Acc: 0.6093
Epoch 6 | Train Acc: 0.6324 | Test Acc: 0.6544
Epoch 7 | Train Acc: 0.6663 | Test Acc: 0.6789
Epoch 8 | Train Acc: 0.6862 | Test Acc: 0.6957
Epoch 9 | Train Acc: 0.7037 | Test Acc: 0.7194
Epoch 10 | Train Acc: 0.7214 | Test Acc: 0.7265
Epoch 11 | Train Acc: 0.7349 | Test Acc: 0.7391
Epoch 12 | Train Acc: 0.7438 | Test Acc: 0.7448
Epoch 13 | Train Acc: 0.7516 | Test Acc: 0.7515
Epoch 14 | Train Acc: 0.7558 | Test Acc: 0.7573
Epoch 15 | Train Acc: 0.7633 | Test Acc: 0.7580
Epoch 16 | Train Acc: 0.7693 | Test Acc: 0.7646
Epoch 17 | Train Acc: 0.7731 | Test Acc: 0.7687
Epoch 18 | Train Acc: 0.7792 | Test Acc: 0.7742
Epoch 19 | Train Acc: 0.7825 | Test Acc: 0.7756
Epoch 20 | Train Acc: 0.7859 | Test Acc: 0.7782
Epoch 21 | Train Acc: 0.7889 | Test Acc: 0.7831
Epoch 22 | Train Acc: 0.7921 | Test Acc: 0.7851
Epoch 23 | Train Acc: 0.7939 | Test Acc: 0.7867
Epoch 24 | Train Acc: 0.7966 | Test Acc: 0.7865
Epoch 25 | Train Acc: 0.7987 | Test Acc: 0.7925
Epoch 26 | Train Acc: 0.8004 | Test Acc: 0.7923
Epoch 27 | Train Acc: 0.8013 | Test Acc: 0.7929
Epoch 28 | Train Acc: 0.8039 | Test Acc: 0.7962
Epoch 29 | Train Acc: 0.8066 | Test Acc: 0.7973
Epoch 30 | Train Acc: 0.8080 | Test Acc: 0.7986
Epoch 31 | Train Acc: 0.8087 | Test Acc: 0.7956
Epoch 32 | Train Acc: 0.8108 | Test Acc: 0.7966
Epoch 33 | Train Acc: 0.8130 | Test Acc: 0.8016
Epoch 34 | Train Acc: 0.8146 | Test Acc: 0.8040
Epoch 35 | Train Acc: 0.8163 | Test Acc: 0.8055
Epoch 36 | Train Acc: 0.8153 | Test Acc: 0.8044
Epoch 37 | Train Acc: 0.8179 | Test Acc: 0.8061
Epoch 38 | Train Acc: 0.8192 | Test Acc: 0.8087
Epoch 39 | Train Acc: 0.8209 | Test Acc: 0.8086
Epoch 40 | Train Acc: 0.8221 | Test Acc: 0.8116
Epoch 41 | Train Acc: 0.8242 | Test Acc: 0.8099
Epoch 42 | Train Acc: 0.8256 | Test Acc: 0.8117
Epoch 43 | Train Acc: 0.8257 | Test Acc: 0.8072
Epoch 44 | Train Acc: 0.8232 | Test Acc: 0.8090
Epoch 45 | Train Acc: 0.8250 | Test Acc: 0.8101
Epoch 46 | Train Acc: 0.8267 | Test Acc: 0.8121
Epoch 47 | Train Acc: 0.8272 | Test Acc: 0.8136
Epoch 48 | Train Acc: 0.8294 | Test Acc: 0.8125
Epoch 49 | Train Acc: 0.8304 | Test Acc: 0.8148
Epoch 50 | Train Acc: 0.8308 | Test Acc: 0.8146
Epoch 51 | Train Acc: 0.8325 | Test Acc: 0.8157
Epoch 52 | Train Acc: 0.9159 | Test Acc: 0.9085
Epoch 53 | Train Acc: 0.9280 | Test Acc: 0.9097
Epoch 54 | Train Acc: 0.9288 | Test Acc: 0.9117
Epoch 55 | Train Acc: 0.9301 | Test Acc: 0.9128
Epoch 56 | Train Acc: 0.9317 | Test Acc: 0.9122
Epoch 57 | Train Acc: 0.9277 | Test Acc: 0.9117
Epoch 58 | Train Acc: 0.9294 | Test Acc: 0.9134
Epoch 59 | Train Acc: 0.9315 | Test Acc: 0.9136
Epoch 60 | Train Acc: 0.9334 | Test Acc: 0.9179
Epoch 61 | Train Acc: 0.9347 | Test Acc: 0.9165
Epoch 62 | Train Acc: 0.9369 | Test Acc: 0.9178
Epoch 63 | Train Acc: 0.9377 | Test Acc: 0.9177
Epoch 64 | Train Acc: 0.9384 | Test Acc: 0.9167
Epoch 65 | Train Acc: 0.9392 | Test Acc: 0.9199
Epoch 66 | Train Acc: 0.9408 | Test Acc: 0.9199
Epoch 67 | Train Acc: 0.9416 | Test Acc: 0.9194
Epoch 68 | Train Acc: 0.9425 | Test Acc: 0.9209
Epoch 69 | Train Acc: 0.9441 | Test Acc: 0.9213
Epoch 70 | Train Acc: 0.9450 | Test Acc: 0.9223
Epoch 71 | Train Acc: 0.9465 | Test Acc: 0.9234
Epoch 72 | Train Acc: 0.9478 | Test Acc: 0.9246
Epoch 73 | Train Acc: 0.9482 | Test Acc: 0.9238
Epoch 74 | Train Acc: 0.9491 | Test Acc: 0.9251
Epoch 75 | Train Acc: 0.9497 | Test Acc: 0.9253
Epoch 76 | Train Acc: 0.9510 | Test Acc: 0.9256
Epoch 77 | Train Acc: 0.9512 | Test Acc: 0.9239
Epoch 78 | Train Acc: 0.9519 | Test Acc: 0.9262
Epoch 79 | Train Acc: 0.9523 | Test Acc: 0.9238
Epoch 80 | Train Acc: 0.9529 | Test Acc: 0.9255
Epoch 81 | Train Acc: 0.9538 | Test Acc: 0.9249
Epoch 82 | Train Acc: 0.9541 | Test Acc: 0.9280
Epoch 83 | Train Acc: 0.9545 | Test Acc: 0.9275
Epoch 84 | Train Acc: 0.9554 | Test Acc: 0.9277
Epoch 85 | Train Acc: 0.9563 | Test Acc: 0.9256
Epoch 86 | Train Acc: 0.9570 | Test Acc: 0.9288
Epoch 87 | Train Acc: 0.9577 | Test Acc: 0.9299
Epoch 88 | Train Acc: 0.9588 | Test Acc: 0.9277
Epoch 89 | Train Acc: 0.9588 | Test Acc: 0.9273
Epoch 90 | Train Acc: 0.9594 | Test Acc: 0.9287
Epoch 91 | Train Acc: 0.9599 | Test Acc: 0.9275
Epoch 92 | Train Acc: 0.9605 | Test Acc: 0.9284
Epoch 93 | Train Acc: 0.9615 | Test Acc: 0.9275
Epoch 94 | Train Acc: 0.9612 | Test Acc: 0.9285
Epoch 95 | Train Acc: 0.9622 | Test Acc: 0.9299
Epoch 96 | Train Acc: 0.9624 | Test Acc: 0.9293
Epoch 97 | Train Acc: 0.9626 | Test Acc: 0.9300
Epoch 98 | Train Acc: 0.9631 | Test Acc: 0.9303
Epoch 99 | Train Acc: 0.9630 | Test Acc: 0.9299
Epoch 100 | Train Acc: 0.9631 | Test Acc: 0.9304
Epoch 101 | Train Acc: 0.9637 | Test Acc: 0.9303
Epoch 102 | Train Acc: 0.9644 | Test Acc: 0.9308
Epoch 103 | Train Acc: 0.9644 | Test Acc: 0.9308
Epoch 104 | Train Acc: 0.9650 | Test Acc: 0.9320
Epoch 105 | Train Acc: 0.9662 | Test Acc: 0.9315
Epoch 106 | Train Acc: 0.9662 | Test Acc: 0.9314
Epoch 107 | Train Acc: 0.9671 | Test Acc: 0.9313
Epoch 108 | Train Acc: 0.9668 | Test Acc: 0.9323
Epoch 109 | Train Acc: 0.9667 | Test Acc: 0.9299
Epoch 110 | Train Acc: 0.9615 | Test Acc: 0.9303
Epoch 111 | Train Acc: 0.9631 | Test Acc: 0.9320
Epoch 112 | Train Acc: 0.9641 | Test Acc: 0.9310
Epoch 113 | Train Acc: 0.9651 | Test Acc: 0.9316
Epoch 114 | Train Acc: 0.9661 | Test Acc: 0.9308
Epoch 115 | Train Acc: 0.9671 | Test Acc: 0.9322
Epoch 116 | Train Acc: 0.9677 | Test Acc: 0.9315
Epoch 117 | Train Acc: 0.9687 | Test Acc: 0.9317
Epoch 118 | Train Acc: 0.9693 | Test Acc: 0.9320
Epoch 119 | Train Acc: 0.9694 | Test Acc: 0.9318
Epoch 120 | Train Acc: 0.9698 | Test Acc: 0.9321
Epoch 121 | Train Acc: 0.9701 | Test Acc: 0.9338
Epoch 122 | Train Acc: 0.9709 | Test Acc: 0.9325
Epoch 123 | Train Acc: 0.9711 | Test Acc: 0.9327
Epoch 124 | Train Acc: 0.9712 | Test Acc: 0.9326
Epoch 125 | Train Acc: 0.9716 | Test Acc: 0.9336
Epoch 126 | Train Acc: 0.9719 | Test Acc: 0.9330
Epoch 127 | Train Acc: 0.9724 | Test Acc: 0.9330
Epoch 128 | Train Acc: 0.9725 | Test Acc: 0.9345
Epoch 129 | Train Acc: 0.9731 | Test Acc: 0.9331
Epoch 130 | Train Acc: 0.9733 | Test Acc: 0.9340
Epoch 131 | Train Acc: 0.9732 | Test Acc: 0.9343
Epoch 132 | Train Acc: 0.9736 | Test Acc: 0.9350
Epoch 133 | Train Acc: 0.9740 | Test Acc: 0.9343
Epoch 134 | Train Acc: 0.9745 | Test Acc: 0.9349
Epoch 135 | Train Acc: 0.9747 | Test Acc: 0.9354
Epoch 136 | Train Acc: 0.9749 | Test Acc: 0.9356
Epoch 137 | Train Acc: 0.9751 | Test Acc: 0.9350
Epoch 138 | Train Acc: 0.9756 | Test Acc: 0.9358
Epoch 139 | Train Acc: 0.9754 | Test Acc: 0.9347
Epoch 140 | Train Acc: 0.9757 | Test Acc: 0.9348
Epoch 141 | Train Acc: 0.9761 | Test Acc: 0.9359
Epoch 142 | Train Acc: 0.9761 | Test Acc: 0.9354
Epoch 143 | Train Acc: 0.9766 | Test Acc: 0.9364
Epoch 144 | Train Acc: 0.9767 | Test Acc: 0.9360
Epoch 145 | Train Acc: 0.9766 | Test Acc: 0.9350
