Logging initialized in: training_runs/mnist_mlp_sweep/alpha_1.5_g_3.0/GeneralMLP_LR0.001_BS1024_20260427_201610_s2
Overwriting weights with Heavy-Tailed Distribution (α=1.5, g=3.0)
Applying HT Init: alpha=1.5, g=3.0, seed=2
Epoch 0 | Train Acc: 0.0857 | Test Acc: 0.0844
Epoch 1 | Train Acc: 0.3455 | Test Acc: 0.5166
Epoch 2 | Train Acc: 0.5783 | Test Acc: 0.6262
Epoch 3 | Train Acc: 0.6587 | Test Acc: 0.6879
Epoch 4 | Train Acc: 0.7077 | Test Acc: 0.7213
Epoch 5 | Train Acc: 0.7405 | Test Acc: 0.7407
Epoch 6 | Train Acc: 0.7629 | Test Acc: 0.7623
Epoch 7 | Train Acc: 0.7828 | Test Acc: 0.7790
Epoch 8 | Train Acc: 0.7914 | Test Acc: 0.7828
Epoch 9 | Train Acc: 0.8015 | Test Acc: 0.7968
Epoch 10 | Train Acc: 0.8146 | Test Acc: 0.8077
Epoch 11 | Train Acc: 0.8266 | Test Acc: 0.8105
Epoch 12 | Train Acc: 0.8323 | Test Acc: 0.8181
Epoch 13 | Train Acc: 0.8407 | Test Acc: 0.8283
Epoch 14 | Train Acc: 0.8493 | Test Acc: 0.8251
Epoch 15 | Train Acc: 0.8524 | Test Acc: 0.8323
Epoch 16 | Train Acc: 0.8581 | Test Acc: 0.8395
Epoch 17 | Train Acc: 0.8610 | Test Acc: 0.8389
Epoch 18 | Train Acc: 0.8665 | Test Acc: 0.8470
Epoch 19 | Train Acc: 0.8747 | Test Acc: 0.8445
Epoch 20 | Train Acc: 0.8801 | Test Acc: 0.8470
Epoch 21 | Train Acc: 0.8811 | Test Acc: 0.8471
Epoch 22 | Train Acc: 0.8802 | Test Acc: 0.8545
Epoch 23 | Train Acc: 0.8891 | Test Acc: 0.8535
Epoch 24 | Train Acc: 0.8888 | Test Acc: 0.8550
Epoch 25 | Train Acc: 0.8930 | Test Acc: 0.8600
Epoch 26 | Train Acc: 0.8968 | Test Acc: 0.8551
Epoch 27 | Train Acc: 0.8924 | Test Acc: 0.8621
Epoch 28 | Train Acc: 0.9025 | Test Acc: 0.8673
Epoch 29 | Train Acc: 0.9067 | Test Acc: 0.8656
Epoch 30 | Train Acc: 0.9031 | Test Acc: 0.8710
Epoch 31 | Train Acc: 0.9072 | Test Acc: 0.8700
Epoch 32 | Train Acc: 0.9134 | Test Acc: 0.8718
Epoch 33 | Train Acc: 0.9161 | Test Acc: 0.8770
Epoch 34 | Train Acc: 0.9218 | Test Acc: 0.8738
Epoch 35 | Train Acc: 0.9123 | Test Acc: 0.8784
Epoch 36 | Train Acc: 0.9204 | Test Acc: 0.8765
Epoch 37 | Train Acc: 0.9245 | Test Acc: 0.8790
Epoch 38 | Train Acc: 0.9266 | Test Acc: 0.8826
Epoch 39 | Train Acc: 0.9349 | Test Acc: 0.8836
Epoch 40 | Train Acc: 0.9369 | Test Acc: 0.8825
Epoch 41 | Train Acc: 0.9430 | Test Acc: 0.8848
Epoch 42 | Train Acc: 0.9357 | Test Acc: 0.8834
Epoch 43 | Train Acc: 0.9324 | Test Acc: 0.8842
Epoch 44 | Train Acc: 0.9355 | Test Acc: 0.8865
Epoch 45 | Train Acc: 0.9429 | Test Acc: 0.8877
Epoch 46 | Train Acc: 0.9526 | Test Acc: 0.8879
Epoch 47 | Train Acc: 0.9579 | Test Acc: 0.8878
Epoch 48 | Train Acc: 0.9588 | Test Acc: 0.8898
Epoch 49 | Train Acc: 0.9649 | Test Acc: 0.8897
Epoch 50 | Train Acc: 0.9684 | Test Acc: 0.8893
Epoch 51 | Train Acc: 0.9672 | Test Acc: 0.8915
Epoch 52 | Train Acc: 0.9716 | Test Acc: 0.8911
Epoch 53 | Train Acc: 0.9741 | Test Acc: 0.8917
Epoch 54 | Train Acc: 0.9754 | Test Acc: 0.8910
Epoch 55 | Train Acc: 0.9805 | Test Acc: 0.8915
Epoch 56 | Train Acc: 0.9835 | Test Acc: 0.8948
Epoch 57 | Train Acc: 0.9867 | Test Acc: 0.8932
Epoch 58 | Train Acc: 0.9713 | Test Acc: 0.8893
Epoch 59 | Train Acc: 0.9733 | Test Acc: 0.8902
Epoch 60 | Train Acc: 0.9813 | Test Acc: 0.8907
Epoch 61 | Train Acc: 0.9856 | Test Acc: 0.8934
Epoch 62 | Train Acc: 0.9868 | Test Acc: 0.8919
Epoch 63 | Train Acc: 0.9834 | Test Acc: 0.8916
Epoch 64 | Train Acc: 0.9887 | Test Acc: 0.8920
Epoch 65 | Train Acc: 0.9902 | Test Acc: 0.8928
Epoch 66 | Train Acc: 0.9922 | Test Acc: 0.8924
Epoch 67 | Train Acc: 0.9933 | Test Acc: 0.8937
Epoch 68 | Train Acc: 0.9940 | Test Acc: 0.8942
Epoch 69 | Train Acc: 0.9950 | Test Acc: 0.8934
Epoch 70 | Train Acc: 0.9905 | Test Acc: 0.8945
Epoch 71 | Train Acc: 0.9950 | Test Acc: 0.8936
Epoch 72 | Train Acc: 0.9962 | Test Acc: 0.8950
Epoch 73 | Train Acc: 0.9963 | Test Acc: 0.8947
Epoch 74 | Train Acc: 0.9964 | Test Acc: 0.8946
Epoch 75 | Train Acc: 0.9966 | Test Acc: 0.8964
Epoch 76 | Train Acc: 0.9956 | Test Acc: 0.8949
Epoch 77 | Train Acc: 0.9973 | Test Acc: 0.8960
Epoch 78 | Train Acc: 0.9974 | Test Acc: 0.8935
Epoch 79 | Train Acc: 0.9975 | Test Acc: 0.8946
Epoch 80 | Train Acc: 0.9975 | Test Acc: 0.8943
Epoch 81 | Train Acc: 0.9982 | Test Acc: 0.8953
Epoch 82 | Train Acc: 0.9984 | Test Acc: 0.8960
Epoch 83 | Train Acc: 0.9985 | Test Acc: 0.8952
Epoch 84 | Train Acc: 0.9984 | Test Acc: 0.8956
