epoch,train_loss,train_acc,test_loss,test_acc,fs_1shot_mean
1,6.881938823801002,0.002074688796680498,6.927680747022906,0.0009104704097116844,0.47319998741149905
10,3.682646083516001,0.3746369294605809,8.672705465150111,0.0015174506828528073,0.6375999838113785
20,2.453292685628727,0.5366182572614108,10.313616567445033,0.0015933232169954477,0.721599979698658
30,1.8810849047654512,0.6359958506224066,11.283000149773162,0.0018968133535660092,0.6859999805688858
40,1.4728323931725609,0.7220954356846473,11.916350318390188,0.0022003034901365705,0.7219999784231186
50,1.148496211759302,0.8010892116182573,12.382840888014117,0.0024279210925644916,0.7127999797463417
60,0.892480537591391,0.8613070539419088,12.838277937139122,0.0025796661608497723,0.733599982559681
70,0.6895733546737014,0.9113070539419087,13.085063897290276,0.0024279210925644916,0.7223999807238579
80,0.5354536714538044,0.9435684647302904,13.494434273358687,0.0025796661608497723,0.7155999800562859
90,0.41991851582432427,0.9655082987551867,13.709910059438169,0.002276176024279211,0.739999980032444
100,0.33200358416860465,0.9787863070539419,13.988464225843115,0.0021244309559939304,0.715599981546402
110,0.2697190690711634,0.9856327800829876,14.214274665684377,0.002352048558421851,0.7511999776959419
120,0.22279315367834457,0.9900933609958507,14.375927341794505,0.00204855842185129,0.7419999784231186
130,0.18812013570441316,0.9924273858921162,14.602379900737873,0.0021244309559939304,0.7571999776363373
140,0.1612668376884713,0.9937759336099585,14.744130023474833,0.0021244309559939304,0.7379999795556068
150,0.14024655427166957,0.9948132780082988,14.88924041303616,0.0021244309559939304,0.7383999818563461
