epoch,train_loss,train_acc,test_loss,test_acc,fs_1shot_mean
1,6.872755827493226,0.0009854771784232365,6.872702607830751,0.0005311077389984826,0.6207999831438065
10,5.611580128701317,0.06286307053941909,7.320784161391767,0.00204855842185129,0.6203999826312065
20,3.3976207379473755,0.31094398340248963,9.550598431559441,0.001669195751138088,0.6235999861359596
30,2.577586856109417,0.44839211618257263,10.73684508129231,0.0021244309559939304,0.6271999825537204
40,2.085199470551598,0.5337136929460581,11.563721434583941,0.0024279210925644916,0.6415999808907509
50,1.724725920632975,0.6062240663900414,12.226934340393658,0.0022003034901365705,0.654399980455637
60,1.4381563489800258,0.6734958506224067,12.730846729093384,0.0022003034901365705,0.6451999822258949
70,1.2011025524297296,0.7272821576763485,13.124230375567686,0.002276176024279211,0.6363999836146832
80,1.0104741185706183,0.775051867219917,13.470616683219243,0.0025796661608497723,0.6475999818742275
90,0.844537679722767,0.8186203319502074,13.79572016521565,0.0031866464339908953,0.6439999853074551
100,0.7164926629587515,0.8491182572614108,14.056163658216162,0.002959028831562974,0.6599999836087227
110,0.6148560826746833,0.8773858921161826,14.30944851995672,0.0031107738998482548,0.6447999830543995
120,0.5218253115944514,0.9009854771784233,14.548585975054399,0.002959028831562974,0.6847999826073646
130,0.45424230485562456,0.9197614107883817,14.733918356663972,0.0031866464339908953,0.6767999815940857
140,0.3953634020903253,0.9336618257261411,14.933905240401481,0.0031866464339908953,0.66879998087883
150,0.34721840848985885,0.945850622406639,15.125404728269114,0.003338391502276176,0.6583999797701836
