Logging initialized in: training_runs/mnist_mlp_sweep/alpha_1.5_g_0.25/GeneralMLP_LR0.001_BS1024_20260427_194136_s4
Overwriting weights with Heavy-Tailed Distribution (α=1.5, g=0.25)
Applying HT Init: alpha=1.5, g=0.25, seed=4
Epoch 0 | Train Acc: 0.0739 | Test Acc: 0.0727
Epoch 1 | Train Acc: 0.0774 | Test Acc: 0.0787
Epoch 2 | Train Acc: 0.0839 | Test Acc: 0.0847
Epoch 3 | Train Acc: 0.0896 | Test Acc: 0.0913
Epoch 4 | Train Acc: 0.0956 | Test Acc: 0.0967
Epoch 5 | Train Acc: 0.1006 | Test Acc: 0.1038
Epoch 6 | Train Acc: 0.1059 | Test Acc: 0.1098
Epoch 7 | Train Acc: 0.1110 | Test Acc: 0.1163
Epoch 8 | Train Acc: 0.1151 | Test Acc: 0.1205
Epoch 9 | Train Acc: 0.1191 | Test Acc: 0.1254
Epoch 10 | Train Acc: 0.1233 | Test Acc: 0.1313
Epoch 11 | Train Acc: 0.1282 | Test Acc: 0.1349
Epoch 12 | Train Acc: 0.1328 | Test Acc: 0.1396
Epoch 13 | Train Acc: 0.1396 | Test Acc: 0.1485
Epoch 14 | Train Acc: 0.1472 | Test Acc: 0.1572
Epoch 15 | Train Acc: 0.1575 | Test Acc: 0.1688
Epoch 16 | Train Acc: 0.1694 | Test Acc: 0.1818
Epoch 17 | Train Acc: 0.1764 | Test Acc: 0.1850
Epoch 18 | Train Acc: 0.1742 | Test Acc: 0.1820
Epoch 19 | Train Acc: 0.1794 | Test Acc: 0.1846
Epoch 20 | Train Acc: 0.1836 | Test Acc: 0.1849
Epoch 21 | Train Acc: 0.1850 | Test Acc: 0.1837
Epoch 22 | Train Acc: 0.1860 | Test Acc: 0.1854
Epoch 23 | Train Acc: 0.1865 | Test Acc: 0.1855
Epoch 24 | Train Acc: 0.1874 | Test Acc: 0.1870
Epoch 25 | Train Acc: 0.1900 | Test Acc: 0.1915
Epoch 26 | Train Acc: 0.1898 | Test Acc: 0.1855
Epoch 27 | Train Acc: 0.1862 | Test Acc: 0.1859
Epoch 28 | Train Acc: 0.1894 | Test Acc: 0.1926
Epoch 29 | Train Acc: 0.1947 | Test Acc: 0.1966
Epoch 30 | Train Acc: 0.2008 | Test Acc: 0.2038
Epoch 31 | Train Acc: 0.2081 | Test Acc: 0.2013
Epoch 32 | Train Acc: 0.2102 | Test Acc: 0.2102
Epoch 33 | Train Acc: 0.2213 | Test Acc: 0.2181
Epoch 34 | Train Acc: 0.2302 | Test Acc: 0.2572
Epoch 35 | Train Acc: 0.2600 | Test Acc: 0.2710
Epoch 36 | Train Acc: 0.2734 | Test Acc: 0.2704
Epoch 37 | Train Acc: 0.2750 | Test Acc: 0.2764
Epoch 38 | Train Acc: 0.2779 | Test Acc: 0.2759
Epoch 39 | Train Acc: 0.2785 | Test Acc: 0.2756
Epoch 40 | Train Acc: 0.2809 | Test Acc: 0.2745
Epoch 41 | Train Acc: 0.2818 | Test Acc: 0.2785
Epoch 42 | Train Acc: 0.2842 | Test Acc: 0.2804
Epoch 43 | Train Acc: 0.2887 | Test Acc: 0.2862
Epoch 44 | Train Acc: 0.2994 | Test Acc: 0.3032
Epoch 45 | Train Acc: 0.3325 | Test Acc: 0.3620
Epoch 46 | Train Acc: 0.3650 | Test Acc: 0.3642
Epoch 47 | Train Acc: 0.3678 | Test Acc: 0.3685
Epoch 48 | Train Acc: 0.3702 | Test Acc: 0.3692
Epoch 49 | Train Acc: 0.3716 | Test Acc: 0.3677
Epoch 50 | Train Acc: 0.3722 | Test Acc: 0.3703
Epoch 51 | Train Acc: 0.3725 | Test Acc: 0.3696
Epoch 52 | Train Acc: 0.3727 | Test Acc: 0.3387
Epoch 53 | Train Acc: 0.3730 | Test Acc: 0.3716
Epoch 54 | Train Acc: 0.3740 | Test Acc: 0.3722
Epoch 55 | Train Acc: 0.3744 | Test Acc: 0.3724
Epoch 56 | Train Acc: 0.3739 | Test Acc: 0.3720
Epoch 57 | Train Acc: 0.3748 | Test Acc: 0.3731
Epoch 58 | Train Acc: 0.3755 | Test Acc: 0.3709
Epoch 59 | Train Acc: 0.3770 | Test Acc: 0.3768
Epoch 60 | Train Acc: 0.3802 | Test Acc: 0.3782
Epoch 61 | Train Acc: 0.3826 | Test Acc: 0.3795
Epoch 62 | Train Acc: 0.3831 | Test Acc: 0.3802
Epoch 63 | Train Acc: 0.3827 | Test Acc: 0.3802
Epoch 64 | Train Acc: 0.3851 | Test Acc: 0.3827
Epoch 65 | Train Acc: 0.3931 | Test Acc: 0.4024
Epoch 66 | Train Acc: 0.4038 | Test Acc: 0.4016
Epoch 67 | Train Acc: 0.4109 | Test Acc: 0.4159
Epoch 68 | Train Acc: 0.4199 | Test Acc: 0.4263
Epoch 69 | Train Acc: 0.4321 | Test Acc: 0.4389
Epoch 70 | Train Acc: 0.4420 | Test Acc: 0.4502
Epoch 71 | Train Acc: 0.4538 | Test Acc: 0.4554
Epoch 72 | Train Acc: 0.4628 | Test Acc: 0.4573
Epoch 73 | Train Acc: 0.4667 | Test Acc: 0.4661
Epoch 74 | Train Acc: 0.4724 | Test Acc: 0.4723
Epoch 75 | Train Acc: 0.4747 | Test Acc: 0.4737
Epoch 76 | Train Acc: 0.4773 | Test Acc: 0.4721
Epoch 77 | Train Acc: 0.4777 | Test Acc: 0.4745
Epoch 78 | Train Acc: 0.4797 | Test Acc: 0.4769
Epoch 79 | Train Acc: 0.4800 | Test Acc: 0.4779
Epoch 80 | Train Acc: 0.4802 | Test Acc: 0.4760
Epoch 81 | Train Acc: 0.4812 | Test Acc: 0.4772
Epoch 82 | Train Acc: 0.4814 | Test Acc: 0.4762
Epoch 83 | Train Acc: 0.4809 | Test Acc: 0.4768
Epoch 84 | Train Acc: 0.4810 | Test Acc: 0.4775
Epoch 85 | Train Acc: 0.4818 | Test Acc: 0.4687
Epoch 86 | Train Acc: 0.4821 | Test Acc: 0.4777
Epoch 87 | Train Acc: 0.4827 | Test Acc: 0.4781
Epoch 88 | Train Acc: 0.4820 | Test Acc: 0.4776
Epoch 89 | Train Acc: 0.4825 | Test Acc: 0.4788
Epoch 90 | Train Acc: 0.4814 | Test Acc: 0.4761
Epoch 91 | Train Acc: 0.4825 | Test Acc: 0.4785
Epoch 92 | Train Acc: 0.4831 | Test Acc: 0.4787
Epoch 93 | Train Acc: 0.4822 | Test Acc: 0.4763
Epoch 94 | Train Acc: 0.4836 | Test Acc: 0.4770
Epoch 95 | Train Acc: 0.4833 | Test Acc: 0.4782
Epoch 96 | Train Acc: 0.4839 | Test Acc: 0.4783
Epoch 97 | Train Acc: 0.4835 | Test Acc: 0.4775
Epoch 98 | Train Acc: 0.4841 | Test Acc: 0.4767
Epoch 99 | Train Acc: 0.4838 | Test Acc: 0.4736
Epoch 100 | Train Acc: 0.4838 | Test Acc: 0.4796
Epoch 101 | Train Acc: 0.4846 | Test Acc: 0.4787
Epoch 102 | Train Acc: 0.4844 | Test Acc: 0.4777
Epoch 103 | Train Acc: 0.4851 | Test Acc: 0.4760
