epoch,train_loss,train_acc,test_loss,test_acc,fs_1shot_mean
1,6.874116679690531,0.0009336099585062241,6.873845095773345,0.00037936267071320183,0.640399983227253
10,5.610785708522165,0.06576763485477179,7.3402202198806314,0.0018209408194233688,0.5987999847531319
20,3.4273143430419317,0.30928423236514524,9.512616685293253,0.0021244309559939304,0.5983999851346016
30,2.602508159662714,0.44325726141078836,10.710316343214906,0.002276176024279211,0.634399985074997
40,2.1063373270413734,0.5317427385892116,11.550487425720807,0.0022003034901365705,0.6315999853610993
50,1.7417024452954728,0.6091286307053941,12.174305091783838,0.002276176024279211,0.6367999842762947
60,1.442137095312409,0.6725103734439835,12.686689293500288,0.002503793626707132,0.6391999804973603
70,1.2102847975610898,0.7266597510373444,13.10454113969525,0.0028072837632776935,0.6327999806404114
80,1.0102245345810392,0.7780601659751037,13.438455859434258,0.002883156297420334,0.6363999882340431
90,0.849131772060268,0.816960580912863,13.760093707482792,0.0030349013657056147,0.6371999835968017
100,0.7146215407264154,0.8519709543568464,14.049569759554076,0.0030349013657056147,0.6527999830245972
110,0.6100403117817759,0.8778008298755187,14.306369948155671,0.0030349013657056147,0.6299999824166298
120,0.5211779942970403,0.9022821576763486,14.527001621653733,0.0030349013657056147,0.664399981200695
130,0.45337891144468295,0.9189315352697095,14.738055905092109,0.002959028831562974,0.6679999819397926
140,0.3970402692327436,0.9344398340248963,14.911010964402875,0.0034901365705614566,0.6899999797344207
150,0.3454898314562854,0.9474066390041493,15.074339440725382,0.0031866464339908953,0.6795999798178672
