Logging initialized in: training_runs/mnist_mlp_sweep/alpha_1.2_g_1.0/GeneralMLP_LR0.001_BS1024_20260427_182030_s0
Overwriting weights with Heavy-Tailed Distribution (α=1.2, g=1.0)
Applying HT Init: alpha=1.2, g=1.0, seed=0
Epoch 0 | Train Acc: 0.0689 | Test Acc: 0.0680
Epoch 1 | Train Acc: 0.6260 | Test Acc: 0.7969
Epoch 2 | Train Acc: 0.8277 | Test Acc: 0.8511
Epoch 3 | Train Acc: 0.8650 | Test Acc: 0.8755
Epoch 4 | Train Acc: 0.8832 | Test Acc: 0.8870
Epoch 5 | Train Acc: 0.8950 | Test Acc: 0.8953
Epoch 6 | Train Acc: 0.9028 | Test Acc: 0.9021
Epoch 7 | Train Acc: 0.9093 | Test Acc: 0.9082
Epoch 8 | Train Acc: 0.9145 | Test Acc: 0.9126
Epoch 9 | Train Acc: 0.9187 | Test Acc: 0.9166
Epoch 10 | Train Acc: 0.9224 | Test Acc: 0.9201
Epoch 11 | Train Acc: 0.9248 | Test Acc: 0.9210
Epoch 12 | Train Acc: 0.9276 | Test Acc: 0.9244
Epoch 13 | Train Acc: 0.9301 | Test Acc: 0.9269
Epoch 14 | Train Acc: 0.9321 | Test Acc: 0.9270
Epoch 15 | Train Acc: 0.9349 | Test Acc: 0.9300
Epoch 16 | Train Acc: 0.9368 | Test Acc: 0.9312
Epoch 17 | Train Acc: 0.9385 | Test Acc: 0.9313
Epoch 18 | Train Acc: 0.9406 | Test Acc: 0.9327
Epoch 19 | Train Acc: 0.9422 | Test Acc: 0.9344
Epoch 20 | Train Acc: 0.9438 | Test Acc: 0.9369
Epoch 21 | Train Acc: 0.9456 | Test Acc: 0.9369
Epoch 22 | Train Acc: 0.9469 | Test Acc: 0.9380
Epoch 23 | Train Acc: 0.9478 | Test Acc: 0.9384
Epoch 24 | Train Acc: 0.9491 | Test Acc: 0.9392
Epoch 25 | Train Acc: 0.9504 | Test Acc: 0.9394
Epoch 26 | Train Acc: 0.9517 | Test Acc: 0.9408
Epoch 27 | Train Acc: 0.9528 | Test Acc: 0.9415
Epoch 28 | Train Acc: 0.9538 | Test Acc: 0.9416
Epoch 29 | Train Acc: 0.9548 | Test Acc: 0.9423
Epoch 30 | Train Acc: 0.9556 | Test Acc: 0.9424
