epoch,train_loss,train_acc,test_loss,test_acc,fs_1shot_mean
1,9.546682641995664,0.0012966804979253112,7.462182415341868,0.00015174506828528073,0.6327999851107597
10,6.226748188599846,0.04107883817427386,7.92347632102596,0.0012139605462822458,0.6003999862074852
20,4.532422582045296,0.2607883817427386,9.717968338901557,0.0017450682852807283,0.5971999847888947
30,3.7325755997209358,0.39621369294605807,10.837277773514534,0.0019726858877086493,0.6323999840021134
40,3.1246393421627827,0.5005705394190871,11.683179420174904,0.0019726858877086493,0.6319999846816063
50,2.5826416820879805,0.5803423236514523,12.322644418883092,0.001669195751138088,0.6547999829053879
60,2.3755466132763994,0.6553941908713693,12.836218046910554,0.0018968133535660092,0.6683999815583229
70,1.9566797428573204,0.7113589211618258,13.348127457702045,0.0024279210925644916,0.6583999821543693
80,1.827939254558639,0.7605809128630705,13.70013655505134,0.002731411229135053,0.6663999839127064
90,1.4807484911767064,0.8043568464730291,14.03322828163221,0.002655538694992413,0.6807999819517135
100,1.3547901542770941,0.8379668049792531,14.384651730361494,0.0025796661608497723,0.6871999800205231
110,1.3403485308814522,0.8662344398340249,14.722366601518058,0.0031107738998482548,0.674799982458353
120,1.1996292274519307,0.8861514522821576,15.031883508256339,0.0031866464339908953,0.7127999764680862
130,0.9911798899931623,0.9019709543568465,15.2714569406602,0.0030349013657056147,0.7191999779641628
140,0.9981090566575133,0.9186721991701244,15.535393177884297,0.0031866464339908953,0.7395999816060066
150,0.9317731704340865,0.9262966804979254,15.754164547596163,0.003262518968133536,0.7275999799370766
