epoch,train_loss,train_acc,test_loss,test_acc
10,0.17167126557338974,0.9539333333333333,0.18461561436423019,0.9506
20,0.11230315872505783,0.9699166666666666,0.14839260866040294,0.9593
30,0.0824960230041478,0.9784166666666667,0.13515819942790874,0.9618
40,0.06331838232113608,0.9846166666666667,0.12625258052250063,0.9651
50,0.05009358160412197,0.98915,0.11968589012652542,0.9654
60,0.04219247458149185,0.9914,0.11536253039736914,0.967
70,0.033859800098579064,0.9941666666666666,0.10981417396783687,0.9678
80,0.028889920704487735,0.9952666666666666,0.10861969371974657,0.9683
90,0.024782181419591025,0.9961,0.10565167663713233,0.9694
100,0.020992100941759944,0.9970166666666667,0.10234544991332849,0.9704
110,0.018550691025049637,0.9973833333333333,0.10177647264356006,0.9699
120,0.01610196795143775,0.99805,0.10079720099102941,0.9706
130,0.014619144019799859,0.9982833333333333,0.10070318537410584,0.9708
140,0.012911000815249964,0.9986333333333334,0.10006840827821789,0.9707
150,0.011751524903483863,0.99875,0.09997930123302731,0.9713
