epoch,train_loss,train_acc,test_loss,test_acc
10,1.6743696490999833,0.40012,1.8581527044978767,0.3391
20,1.3427512462293194,0.50172,1.882743221883195,0.3672
30,1.0937184905746542,0.60544,2.25463024914836,0.3822
40,0.9989018766108188,0.63756,2.632863846449806,0.3792
50,0.8461021009024641,0.6962,3.2295085641141896,0.3917
60,1.1652007215845226,0.53822,2.703819666045923,0.333
70,1.0325357990240487,0.58532,3.0734557751268623,0.3396
80,0.95980028854832,0.61592,3.390152236904961,0.3546
90,0.9028045638337474,0.66278,3.6063779337337603,0.3814
100,0.8089922418578344,0.70294,4.113434863166687,0.3925
110,0.7341693145147288,0.72558,4.274144644554431,0.4028
120,0.7251053391571466,0.72846,4.588677933040899,0.3991
130,0.7606726374503365,0.71642,4.2442049816393626,0.4027
140,0.7072839004703233,0.73368,4.799409383021223,0.3972
150,0.7426829397754645,0.71788,4.7234684579288615,0.4079
